

id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,jitter,packetsLost,packetsReceived,packetsReceivedWithCe,packetsReceivedWithEct1,bytesReceived,firCount,frameHeight,frameWidth,framesAssembledFromMultiplePackets,framesDecoded,framesDropped,framesReceived,freezeCount,headerBytesReceived,jitterBufferDelay,jitterBufferEmittedCount,jitterBufferMinimumDelay,jitterBufferTargetDelay,keyFramesDecoded,lastPacketReceivedTimestamp,mid,nackCount,pauseCount,pliCount,qpSum,totalAssemblyTime,totalDecodeTime,totalFreezesDuration,totalInterFrameDelay,totalPausesDuration,totalProcessingDelay,totalSquaredInterFrameDelay,trackIdentifier
IT01V133733870,1776272358207.603,inbound-rtp,CIT01_105_profile-id=0,video,video,133733870,T01,0,0,6,0,0,6002,0,270,480,1,1,0,1,0,196,0.045436,1,0.011085,0.011085,1,1776272358160.521,0,0,0,0,189,0.045357999999999996,0.006065,0,0,0,0.051786,0,39156e68-9aee-4952-a9c8-08aec713dc15
IT01V133733870,1776272358207.603,inbound-rtp,CIT01_105_profile-id=0,video,video,133733870,T01,0,0,6,0,0,6002,0,270,480,1,1,0,1,0,196,0.045436,1,0.011085,0.011085,1,1776272358160.521,0,0,0,0,189,0.045357999999999996,0.006065,0,0,0,0.051786,0,39156e68-9aee-4952-a9c8-08aec713dc15
IT01V133733870,1776272358407.499,inbound-rtp,CIT01_105_profile-id=0,video,video,133733870,T01,0.006,0,8,0,0,7673,0,270,480,1,1,0,2,0,260,0.045436,1,0.011085,0.011085,1,1776272358397.258,0,0,0,0,189,0.045357999999999996,0.006065,0,0,0,0.051786,0,39156e68-9aee-4952-a9c8-08aec713dc15
IT01V133733870,1776272358407.499,inbound-rtp,CIT01_105_profile-id=0,video,video,133733870,T01,0.006,0,8,0,0,7673,0,270,480,1,1,0,2,0,260,0.045436,1,0.011085,0.011085,1,1776272358397.258,0,0,0,0,189,0.045357999999999996,0.006065,0,0,0,0.051786,0,39156e68-9aee-4952-a9c8-08aec713dc15
IT01V133733870,1776272358607.514,inbound-rtp,CIT01_105_profile-id=0,video,video,133733870,T01,0.019,0,12,0,0,11088,0,270,480,3,3,0,4,0,388,0.160381,3,0.05057,0.05057,1,1776272358544.34,0,0,0,0,604,0.09111799999999999,0.012469,0,0.374,0,0.173351,0.07738,39156e68-9aee-4952-a9c8-08aec713dc15
IT01V133733870,1776272358607.514,inbound-rtp,CIT01_105_profile-id=0,video,video,133733870,T01,0.019,0,12,0,0,11088,0,270,480,3,3,0,4,0,388,0.160381,3,0.05057,0.05057,1,1776272358544.34,0,0,0,0,604,0.09111799999999999,0.012469,0,0.374,0,0.173351,0.07738,39156e68-9aee-4952-a9c8-08aec713dc15
IT01V133733870,1776272358807.618,inbound-rtp,CIT01_105_profile-id=0,video,video,133733870,T01,0.018,0,14,0,0,12314,0,270,480,5,5,0,5,0,452,0.260991,5,0.281466,0.281466,1,1776272358678.792,0,0,0,0,1020,0.09121699999999999,0.0173,0,0.544,0,0.279005,0.09195800000000001,39156e68-9aee-4952-a9c8-08aec713dc15
IT01V133733870,1776272358807.618,inbound-rtp,CIT01_105_profile-id=0,video,video,133733870,T01,0.018,0,14,0,0,12314,0,270,480,5,5,0,5,0,452,0.260991,5,0.281466,0.281466,1,1776272358678.792,0,0,0,0,1020,0.09121699999999999,0.0173,0,0.544,0,0.279005,0.09195800000000001,39156e68-9aee-4952-a9c8-08aec713dc15
IT01V133733870,1776272359007.491,inbound-rtp,CIT01_105_profile-id=0,video,video,133733870,T01,0.016,0,18,0,0,15494,0,270,480,7,7,0,7,0,580,0.267826,7,0.45810999999999996,0.45810999999999996,1,1776272358945.093,0,0,0,0,1436,0.091275,0.022355,0,0.781,0,0.291158,0.12018700000000002,39156e68-9aee-4952-a9c8-08aec713dc15
IT01V133733870,1776272359007.491,inbound-rtp,CIT01_105_profile-id=0,video,video,133733870,T01,0.016,0,18,0,0,15494,0,270,480,7,7,0,7,0,580,0.267826,7,0.45810999999999996,0.45810999999999996,1,1776272358945.093,0,0,0,0,1436,0.091275,0.022355,0,0.781,0,0.291158,0.12018700000000002,39156e68-9aee-4952-a9c8-08aec713dc15
