id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,bytesSent,packetsSent,active,encodingIndex,firCount,frameHeight,frameWidth,framesEncoded,framesPerSecond,framesSent,headerBytesSent,hugeFramesSent,keyFramesEncoded,mediaSourceId,mid,nackCount,packetsSentWithEct1,pliCount,qpSum,qualityLimitationDurations,qualityLimitationReason,qualityLimitationResolutionChanges,remoteId,retransmittedBytesSent,retransmittedPacketsSent,rid,rtxSsrc,scalabilityMode,targetBitrate,totalEncodeTime,totalEncodedBytesTarget,totalPacketSendDelay
OT01V1070076424,1776276319021.765,outbound-rtp,COT01_98_profile-id=0,video,video,1070076424,T01,30375,49,true,0,0,270,480,27,29,27,2826,1,1,SV284,0,0,0,0,5379,[object Object],bandwidth,0,RIV1070076424,0,0,r0,210816812,L1T3,214166,0.136,0,1.5601669999999999
OT01V196086648,1776276319021.765,outbound-rtp,COT01_98_profile-id=0,video,video,196086648,T01,0,1,true,2,0,,,0,,0,283,0,0,SV284,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,804183049,,,0,0,0
OT01V2499481464,1776276319021.765,outbound-rtp,COT01_98_profile-id=0,video,video,2499481464,T01,0,0,true,1,0,,,0,,0,0,0,0,SV284,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,3165527616,,,0,0,0
OT01V1070076424,1776276319021.765,outbound-rtp,COT01_98_profile-id=0,video,video,1070076424,T01,30375,49,true,0,0,270,480,27,29,27,2826,1,1,SV284,0,0,0,0,5379,[object Object],bandwidth,0,RIV1070076424,0,0,r0,210816812,L1T3,214166,0.136,0,1.5601669999999999
OT01V196086648,1776276319021.765,outbound-rtp,COT01_98_profile-id=0,video,video,196086648,T01,0,1,true,2,0,,,0,,0,283,0,0,SV284,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,804183049,,,0,0,0
OT01V2499481464,1776276319021.765,outbound-rtp,COT01_98_profile-id=0,video,video,2499481464,T01,0,0,true,1,0,,,0,,0,0,0,0,SV284,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,3165527616,,,0,0,0
OT01V1070076424,1776276320021.708,outbound-rtp,COT01_98_profile-id=0,video,video,1070076424,T01,51777,141,true,0,0,270,480,56,29,56,19569,1,1,SV284,0,0,0,0,11242,[object Object],bandwidth,0,RIV1070076424,0,0,r0,210816812,L1T3,202733,0.27,0,1.560192
OT01V196086648,1776276320021.708,outbound-rtp,COT01_98_profile-id=0,video,video,196086648,T01,0,1,true,2,0,,,0,,0,283,0,0,SV284,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,804183049,,,0,0,0
OT01V2499481464,1776276320021.708,outbound-rtp,COT01_98_profile-id=0,video,video,2499481464,T01,0,0,true,1,0,,,0,,0,0,0,0,SV284,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,3165527616,,,0,0,0
OT01V1070076424,1776276320021.708,outbound-rtp,COT01_98_profile-id=0,video,video,1070076424,T01,51777,141,true,0,0,270,480,56,29,56,19569,1,1,SV284,0,0,0,0,11242,[object Object],bandwidth,0,RIV1070076424,0,0,r0,210816812,L1T3,202733,0.27,0,1.560192
