id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,bytesSent,packetsSent,active,encodingIndex,firCount,frameHeight,frameWidth,framesEncoded,framesPerSecond,framesSent,headerBytesSent,hugeFramesSent,keyFramesEncoded,mediaSourceId,mid,nackCount,packetsSentWithEct1,pliCount,qpSum,qualityLimitationDurations,qualityLimitationReason,qualityLimitationResolutionChanges,remoteId,retransmittedBytesSent,retransmittedPacketsSent,rid,rtxSsrc,scalabilityMode,targetBitrate,totalEncodeTime,totalEncodedBytesTarget,totalPacketSendDelay
OT01V2537906463,1776267103021.769,outbound-rtp,COT01_98_profile-id=0,video,video,2537906463,T01,30375,49,true,0,0,270,480,27,29,27,2826,1,1,SV28,0,0,0,0,5379,[object Object],bandwidth,0,RIV2537906463,0,0,r0,1087150654,L1T3,214166,0.129,0,1.553226
OT01V3749773841,1776267103021.769,outbound-rtp,COT01_98_profile-id=0,video,video,3749773841,T01,0,1,true,2,0,,,0,,0,283,0,0,SV28,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2442849660,,,0,0,0
OT01V904087137,1776267103021.769,outbound-rtp,COT01_98_profile-id=0,video,video,904087137,T01,0,0,true,1,0,,,0,,0,0,0,0,SV28,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,1374723514,,,0,0,0
OT01V2537906463,1776267103021.769,outbound-rtp,COT01_98_profile-id=0,video,video,2537906463,T01,30375,49,true,0,0,270,480,27,29,27,2826,1,1,SV28,0,0,0,0,5379,[object Object],bandwidth,0,RIV2537906463,0,0,r0,1087150654,L1T3,214166,0.129,0,1.553226
OT01V3749773841,1776267103021.769,outbound-rtp,COT01_98_profile-id=0,video,video,3749773841,T01,0,1,true,2,0,,,0,,0,283,0,0,SV28,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2442849660,,,0,0,0
OT01V904087137,1776267103021.769,outbound-rtp,COT01_98_profile-id=0,video,video,904087137,T01,0,0,true,1,0,,,0,,0,0,0,0,SV28,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,1374723514,,,0,0,0
OT01V2537906463,1776267104021.478,outbound-rtp,COT01_98_profile-id=0,video,video,2537906463,T01,51800,140,true,0,0,270,480,56,29,56,19290,1,1,SV28,0,0,0,0,11240,[object Object],bandwidth,0,RIV2537906463,0,0,r0,1087150654,L1T3,207833,0.241,0,1.5532519999999999
OT01V3749773841,1776267104021.478,outbound-rtp,COT01_98_profile-id=0,video,video,3749773841,T01,0,1,true,2,0,,,0,,0,283,0,0,SV28,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2442849660,,,0,0,0
OT01V904087137,1776267104021.478,outbound-rtp,COT01_98_profile-id=0,video,video,904087137,T01,0,0,true,1,0,,,0,,0,0,0,0,SV28,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,1374723514,,,0,0,0
OT01V2537906463,1776267104021.478,outbound-rtp,COT01_98_profile-id=0,video,video,2537906463,T01,51800,140,true,0,0,270,480,56,29,56,19290,1,1,SV28,0,0,0,0,11240,[object Object],bandwidth,0,RIV2537906463,0,0,r0,1087150654,L1T3,207833,0.241,0,1.5532519999999999
OT01V3749773841,1776267104021.478,outbound-rtp,COT01_98_profile-id=0,video,video,3749773841,T01,0,1,true,2,0,,,0,,0,283,0,0,SV28,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2442849660,,,0,0,0
OT01V904087137,1776267104021.478,outbound-rtp,COT01_98_profile-id=0,video,video,904087137,T01,0,0,true,1,0,,,0,,0,0,0,0,SV28,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,1374723514,,,0,0,0
OT01V2537906463,1776267105021.672,outbound-rtp,COT01_98_profile-id=0,video,video,2537906463,T01,80713,223,true,0,0,270,480,86,30,86,31992,1,1,SV28,0,0,0,0,17205,[object Object],bandwidth,0,RIV2537906463,0,0,r0,1087150654,L1T3,246006,0.329,0,1.588139
OT01V3749773841,1776267105021.672,outbound-rtp,COT01_98_profile-id=0,video,video,3749773841,T01,0,1,true,2,0,,,0,,0,283,0,0,SV28,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2442849660,,,0,0,0
OT01V904087137,1776267105021.672,outbound-rtp,COT01_98_profile-id=0,video,video,904087137,T01,0,0,true,1,0,,,0,,0,0,0,0,SV28,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,1374723514,,,0,0,0
OT01V2537906463,1776267105021.672,outbound-rtp,COT01_98_profile-id=0,video,video,2537906463,T01,80713,223,true,0,0,270,480,86,30,86,31992,1,1,SV28,0,0,0,0,17205,[object Object],bandwidth,0,RIV2537906463,0,0,r0,1087150654,L1T3,246006,0.329,0,1.588139
OT01V3749773841,1776267105021.672,outbound-rtp,COT01_98_profile-id=0,video,video,3749773841,T01,0,1,true,2,0,,,0,,0,283,0,0,SV28,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2442849660,,,0,0,0
OT01V904087137,1776267105021.672,outbound-rtp,COT01_98_profile-id=0,video,video,904087137,T01,0,0,true,1,0,,,0,,0,0,0,0,SV28,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,1374723514,,,0,0,0
OT01V2537906463,1776267106021.717,outbound-rtp,COT01_98_profile-id=0,video,video,2537906463,T01,109912,316,true,0,0,270,480,116,30,116,47484,1,1,SV28,0,0,0,0,23034,[object Object],bandwidth,0,RIV2537906463,0,0,r0,1087150654,L1T3,257000,0.476,0,1.588198
OT01V3749773841,1776267106021.717,outbound-rtp,COT01_98_profile-id=0,video,video,3749773841,T01,0,1,true,2,0,,,0,,0,283,0,0,SV28,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2442849660,,,0,0,0
OT01V904087137,1776267106021.717,outbound-rtp,COT01_98_profile-id=0,video,video,904087137,T01,0,0,true,1,0,,,0,,0,0,0,0,SV28,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,1374723514,,,0,0,0
OT01V2537906463,1776267106021.717,outbound-rtp,COT01_98_profile-id=0,video,video,2537906463,T01,109912,316,true,0,0,270,480,116,30,116,47484,1,1,SV28,0,0,0,0,23034,[object Object],bandwidth,0,RIV2537906463,0,0,r0,1087150654,L1T3,257000,0.476,0,1.588198
OT01V3749773841,1776267106021.717,outbound-rtp,COT01_98_profile-id=0,video,video,3749773841,T01,0,1,true,2,0,,,0,,0,283,0,0,SV28,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2442849660,,,0,0,0
OT01V904087137,1776267106021.717,outbound-rtp,COT01_98_profile-id=0,video,video,904087137,T01,0,0,true,1,0,,,0,,0,0,0,0,SV28,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,1374723514,,,0,0,0
OT01V2537906463,1776267107021.682,outbound-rtp,COT01_98_profile-id=0,video,video,2537906463,T01,146855,402,true,0,0,270,480,146,30,146,59748,1,1,SV28,0,0,0,0,28677,[object Object],bandwidth,0,RIV2537906463,0,0,r0,1087150654,L1T3,257000,0.627,0,1.7788059999999999
OT01V3749773841,1776267107021.682,outbound-rtp,COT01_98_profile-id=0,video,video,3749773841,T01,0,1,true,2,0,,,0,,0,283,0,0,SV28,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2442849660,,,0,0,0
OT01V904087137,1776267107021.682,outbound-rtp,COT01_98_profile-id=0,video,video,904087137,T01,0,0,true,1,0,,,0,,0,0,0,0,SV28,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,1374723514,,,0,0,0
