

id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,jitter,packetsLost,packetsReceived,packetsReceivedWithCe,packetsReceivedWithEct1,bytesReceived,firCount,frameHeight,frameWidth,framesAssembledFromMultiplePackets,framesDecoded,framesDropped,framesReceived,freezeCount,headerBytesReceived,jitterBufferDelay,jitterBufferEmittedCount,jitterBufferMinimumDelay,jitterBufferTargetDelay,keyFramesDecoded,lastPacketReceivedTimestamp,mid,nackCount,pauseCount,pliCount,qpSum,rtxSsrc,totalAssemblyTime,totalDecodeTime,totalFreezesDuration,totalInterFrameDelay,totalPausesDuration,totalProcessingDelay,totalSquaredInterFrameDelay,trackIdentifier
IT01V911059834,1776274662198.95,inbound-rtp,CIT01_105_profile-id=0,video,video,911059834,T01,0,0,8,0,0,8524,0,270,480,1,1,0,1,0,260,0.05771,1,0.011124,0.011124,1,1776274662177.166,0,0,0,0,172,911059835,0.057623999999999995,0.007267999999999999,0,0,0,0.065288,0,576ea19f-2269-4390-9bcb-e71949e3309c
IT01V911059834,1776274662198.95,inbound-rtp,CIT01_105_profile-id=0,video,video,911059834,T01,0,0,8,0,0,8524,0,270,480,1,1,0,1,0,260,0.05771,1,0.011124,0.011124,1,1776274662177.166,0,0,0,0,172,911059835,0.057623999999999995,0.007267999999999999,0,0,0,0.065288,0,576ea19f-2269-4390-9bcb-e71949e3309c
IT01V911059834,1776274662398.905,inbound-rtp,CIT01_105_profile-id=0,video,video,911059834,T01,0.004,0,10,0,0,9852,0,270,480,2,2,0,2,0,324,0.060481999999999994,2,0.022248,0.022248,1,1776274662378.814,0,0,0,0,378,911059835,0.057656,0.009635,0,0.199,0,0.0705,0.039601000000000004,576ea19f-2269-4390-9bcb-e71949e3309c
IT01V911059834,1776274662398.905,inbound-rtp,CIT01_105_profile-id=0,video,video,911059834,T01,0.004,0,10,0,0,9852,0,270,480,2,2,0,2,0,324,0.060481999999999994,2,0.022248,0.022248,1,1776274662378.814,0,0,0,0,378,911059835,0.057656,0.009635,0,0.199,0,0.0705,0.039601000000000004,576ea19f-2269-4390-9bcb-e71949e3309c
IT01V911059834,1776274662598.878,inbound-rtp,CIT01_105_profile-id=0,video,video,911059834,T01,0.012,0,13,0,0,12520,0,270,480,3,4,0,4,0,420,0.15131699999999998,4,0.107738,0.107738,1,1776274662531.163,0,0,0,0,794,911059835,0.057685999999999994,0.014705999999999999,0,0.387,0,0.16664299999999999,0.057785,576ea19f-2269-4390-9bcb-e71949e3309c
IT01V911059834,1776274662598.878,inbound-rtp,CIT01_105_profile-id=0,video,video,911059834,T01,0.012,0,13,0,0,12520,0,270,480,3,4,0,4,0,420,0.15131699999999998,4,0.107738,0.107738,1,1776274662531.163,0,0,0,0,794,911059835,0.057685999999999994,0.014705999999999999,0,0.387,0,0.16664299999999999,0.057785,576ea19f-2269-4390-9bcb-e71949e3309c
IT01V911059834,1776274662798.939,inbound-rtp,CIT01_105_profile-id=0,video,video,911059834,T01,0.012,0,17,0,0,15385,0,270,480,5,6,0,6,0,548,0.167654,6,0.177285,0.177285,1,1776274662778.311,0,0,0,0,1203,911059835,0.057752,0.019629,0,0.596,0,0.188056,0.079846,576ea19f-2269-4390-9bcb-e71949e3309c
IT01V911059834,1776274662798.939,inbound-rtp,CIT01_105_profile-id=0,video,video,911059834,T01,0.012,0,17,0,0,15385,0,270,480,5,6,0,6,0,548,0.167654,6,0.177285,0.177285,1,1776274662778.311,0,0,0,0,1203,911059835,0.057752,0.019629,0,0.596,0,0.188056,0.079846,576ea19f-2269-4390-9bcb-e71949e3309c
IT01V911059834,1776274662998.832,inbound-rtp,CIT01_105_profile-id=0,video,video,911059834,T01,0.011,0,19,0,0,17012,0,270,480,6,7,0,7,0,612,0.167739,7,0.204613,0.204613,1,1776274662912.394,0,0,0,0,1407,911059835,0.05778,0.02215,0,0.73,0,0.190743,0.097802,576ea19f-2269-4390-9bcb-e71949e3309c
IT01V911059834,1776274662998.832,inbound-rtp,CIT01_105_profile-id=0,video,video,911059834,T01,0.011,0,19,0,0,17012,0,270,480,6,7,0,7,0,612,0.167739,7,0.204613,0.204613,1,1776274662912.394,0,0,0,0,1407,911059835,0.05778,0.02215,0,0.73,0,0.190743,0.097802,576ea19f-2269-4390-9bcb-e71949e3309c
IT01V911059834,1776274663198.826,inbound-rtp,CIT01_105_profile-id=0,video,video,911059834,T01,0.009,0,24,0,0,20934,0,270,480,8,9,1,9,0,772,0.16855699999999998,9,0.244941,0.244941,1,1776274663177.685,0,0,0,0,1817,911059835,0.057844,0.026955,0,0.996,0,0.19662,0.133182,576ea19f-2269-4390-9bcb-e71949e3309c
IT01V911059834,1776274663198.826,inbound-rtp,CIT01_105_profile-id=0,video,video,911059834,T01,0.009,0,24,0,0,20934,0,270,480,8,9,1,9,0,772,0.16855699999999998,9,0.244941,0.244941,1,1776274663177.685,0,0,0,0,1817,911059835,0.057844,0.026955,0,0.996,0,0.19662,0.133182,576ea19f-2269-4390-9bcb-e71949e3309c
