id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,bytesSent,packetsSent,active,encodingIndex,firCount,framesEncoded,framesSent,headerBytesSent,hugeFramesSent,keyFramesEncoded,mediaSourceId,mid,nackCount,packetsSentWithEct1,pliCount,qualityLimitationDurations,qualityLimitationReason,qualityLimitationResolutionChanges,retransmittedBytesSent,retransmittedPacketsSent,rid,rtxSsrc,totalEncodeTime,totalEncodedBytesTarget,totalPacketSendDelay
OT01V3816531927,1776267247021.749,outbound-rtp,COT01_98_profile-id=0,video,video,3816531927,T01,0,0,true,1,0,0,0,0,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r1,3609999139,0,0,0
OT01V4139902629,1776267247021.749,outbound-rtp,COT01_98_profile-id=0,video,video,4139902629,T01,0,1,true,2,0,0,0,283,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r2,279341859,0,0,0
OT01V862979685,1776267247021.749,outbound-rtp,COT01_98_profile-id=0,video,video,862979685,T01,30555,49,true,0,0,27,27,2826,1,1,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r0,2154171973,0.136,0,1.526117
OT01V3816531927,1776267247021.749,outbound-rtp,COT01_98_profile-id=0,video,video,3816531927,T01,0,0,true,1,0,0,0,0,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r1,3609999139,0,0,0
OT01V4139902629,1776267247021.749,outbound-rtp,COT01_98_profile-id=0,video,video,4139902629,T01,0,1,true,2,0,0,0,283,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r2,279341859,0,0,0
OT01V862979685,1776267247021.749,outbound-rtp,COT01_98_profile-id=0,video,video,862979685,T01,30555,49,true,0,0,27,27,2826,1,1,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r0,2154171973,0.136,0,1.526117
OT01V3816531927,1776267248021.661,outbound-rtp,COT01_98_profile-id=0,video,video,3816531927,T01,0,0,true,1,0,0,0,0,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r1,3609999139,0,0,0
OT01V4139902629,1776267248021.661,outbound-rtp,COT01_98_profile-id=0,video,video,4139902629,T01,0,1,true,2,0,0,0,283,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r2,279341859,0,0,0
OT01V862979685,1776267248021.661,outbound-rtp,COT01_98_profile-id=0,video,video,862979685,T01,51895,140,true,0,0,56,56,19290,1,1,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r0,2154171973,0.285,0,1.5261449999999999
OT01V3816531927,1776267248021.661,outbound-rtp,COT01_98_profile-id=0,video,video,3816531927,T01,0,0,true,1,0,0,0,0,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r1,3609999139,0,0,0
OT01V4139902629,1776267248021.661,outbound-rtp,COT01_98_profile-id=0,video,video,4139902629,T01,0,1,true,2,0,0,0,283,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r2,279341859,0,0,0
OT01V862979685,1776267248021.661,outbound-rtp,COT01_98_profile-id=0,video,video,862979685,T01,51895,140,true,0,0,56,56,19290,1,1,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r0,2154171973,0.285,0,1.5261449999999999
OT01V3816531927,1776267249021.679,outbound-rtp,COT01_98_profile-id=0,video,video,3816531927,T01,0,0,true,1,0,0,0,0,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r1,3609999139,0,0,0
OT01V4139902629,1776267249021.679,outbound-rtp,COT01_98_profile-id=0,video,video,4139902629,T01,0,1,true,2,0,0,0,283,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r2,279341859,0,0,0
OT01V862979685,1776267249021.679,outbound-rtp,COT01_98_profile-id=0,video,video,862979685,T01,80776,223,true,0,0,86,86,31992,1,1,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r0,2154171973,0.438,0,1.5261749999999998
OT01V3816531927,1776267249021.679,outbound-rtp,COT01_98_profile-id=0,video,video,3816531927,T01,0,0,true,1,0,0,0,0,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r1,3609999139,0,0,0
OT01V4139902629,1776267249021.679,outbound-rtp,COT01_98_profile-id=0,video,video,4139902629,T01,0,1,true,2,0,0,0,283,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r2,279341859,0,0,0
OT01V862979685,1776267249021.679,outbound-rtp,COT01_98_profile-id=0,video,video,862979685,T01,80776,223,true,0,0,86,86,31992,1,1,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r0,2154171973,0.438,0,1.5261749999999998
OT01V3816531927,1776267250021.673,outbound-rtp,COT01_98_profile-id=0,video,video,3816531927,T01,0,0,true,1,0,0,0,0,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r1,3609999139,0,0,0
OT01V4139902629,1776267250021.673,outbound-rtp,COT01_98_profile-id=0,video,video,4139902629,T01,0,1,true,2,0,0,0,283,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r2,279341859,0,0,0
OT01V862979685,1776267250021.673,outbound-rtp,COT01_98_profile-id=0,video,video,862979685,T01,110125,314,true,0,0,116,116,47436,1,1,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r0,2154171973,0.584,0,1.526222
OT01V3816531927,1776267250021.673,outbound-rtp,COT01_98_profile-id=0,video,video,3816531927,T01,0,0,true,1,0,0,0,0,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r1,3609999139,0,0,0
OT01V4139902629,1776267250021.673,outbound-rtp,COT01_98_profile-id=0,video,video,4139902629,T01,0,1,true,2,0,0,0,283,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r2,279341859,0,0,0
OT01V862979685,1776267250021.673,outbound-rtp,COT01_98_profile-id=0,video,video,862979685,T01,110125,314,true,0,0,116,116,47436,1,1,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r0,2154171973,0.584,0,1.526222
OT01V3816531927,1776267251021.628,outbound-rtp,COT01_98_profile-id=0,video,video,3816531927,T01,0,0,true,1,0,0,0,0,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r1,3609999139,0,0,0
OT01V4139902629,1776267251021.628,outbound-rtp,COT01_98_profile-id=0,video,video,4139902629,T01,0,1,true,2,0,0,0,283,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r2,279341859,0,0,0
OT01V862979685,1776267251021.628,outbound-rtp,COT01_98_profile-id=0,video,video,862979685,T01,143475,411,true,0,0,146,146,63534,1,1,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r0,2154171973,0.738,0,1.559953
OT01V3816531927,1776267251021.628,outbound-rtp,COT01_98_profile-id=0,video,video,3816531927,T01,0,0,true,1,0,0,0,0,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r1,3609999139,0,0,0
OT01V4139902629,1776267251021.628,outbound-rtp,COT01_98_profile-id=0,video,video,4139902629,T01,0,1,true,2,0,0,0,283,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r2,279341859,0,0,0
OT01V862979685,1776267251021.628,outbound-rtp,COT01_98_profile-id=0,video,video,862979685,T01,143475,411,true,0,0,146,146,63534,1,1,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r0,2154171973,0.738,0,1.559953
OT01V3816531927,1776267252021.683,outbound-rtp,COT01_98_profile-id=0,video,video,3816531927,T01,0,0,true,1,0,0,0,0,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r1,3609999139,0,0,0
OT01V4139902629,1776267252021.683,outbound-rtp,COT01_98_profile-id=0,video,video,4139902629,T01,0,1,true,2,0,0,0,283,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r2,279341859,0,0,0
OT01V862979685,1776267252021.683,outbound-rtp,COT01_98_profile-id=0,video,video,862979685,T01,175956,516,true,0,0,176,176,82374,1,1,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r0,2154171973,0.896,0,1.560146
OT01V3816531927,1776267252021.683,outbound-rtp,COT01_98_profile-id=0,video,video,3816531927,T01,0,0,true,1,0,0,0,0,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r1,3609999139,0,0,0
OT01V4139902629,1776267252021.683,outbound-rtp,COT01_98_profile-id=0,video,video,4139902629,T01,0,1,true,2,0,0,0,283,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r2,279341859,0,0,0
OT01V862979685,1776267252021.683,outbound-rtp,COT01_98_profile-id=0,video,video,862979685,T01,175956,516,true,0,0,176,176,82374,1,1,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r0,2154171973,0.896,0,1.560146
OT01V3816531927,1776267253021.52,outbound-rtp,COT01_98_profile-id=0,video,video,3816531927,T01,0,0,true,1,0,0,0,0,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r1,3609999139,0,0,0
OT01V4139902629,1776267253021.52,outbound-rtp,COT01_98_profile-id=0,video,video,4139902629,T01,0,1,true,2,0,0,0,283,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r2,279341859,0,0,0
OT01V862979685,1776267253021.52,outbound-rtp,COT01_98_profile-id=0,video,video,862979685,T01,209529,638,true,0,0,206,206,105192,1,1,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r0,2154171973,1.047,0,1.593864
OT01V3816531927,1776267253021.52,outbound-rtp,COT01_98_profile-id=0,video,video,3816531927,T01,0,0,true,1,0,0,0,0,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r1,3609999139,0,0,0
OT01V4139902629,1776267253021.52,outbound-rtp,COT01_98_profile-id=0,video,video,4139902629,T01,0,1,true,2,0,0,0,283,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r2,279341859,0,0,0
OT01V862979685,1776267253021.52,outbound-rtp,COT01_98_profile-id=0,video,video,862979685,T01,209529,638,true,0,0,206,206,105192,1,1,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r0,2154171973,1.047,0,1.593864
OT01V3816531927,1776267254021.679,outbound-rtp,COT01_98_profile-id=0,video,video,3816531927,T01,0,0,true,1,0,0,0,0,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r1,3609999139,0,0,0
OT01V4139902629,1776267254021.679,outbound-rtp,COT01_98_profile-id=0,video,video,4139902629,T01,0,1,true,2,0,0,0,283,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r2,279341859,0,0,0
OT01V862979685,1776267254021.679,outbound-rtp,COT01_98_profile-id=0,video,video,862979685,T01,241863,777,true,0,0,236,236,133518,1,1,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r0,2154171973,1.206,0,1.594113
OT01V3816531927,1776267254021.679,outbound-rtp,COT01_98_profile-id=0,video,video,3816531927,T01,0,0,true,1,0,0,0,0,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r1,3609999139,0,0,0
OT01V4139902629,1776267254021.679,outbound-rtp,COT01_98_profile-id=0,video,video,4139902629,T01,0,1,true,2,0,0,0,283,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r2,279341859,0,0,0
OT01V862979685,1776267254021.679,outbound-rtp,COT01_98_profile-id=0,video,video,862979685,T01,241863,777,true,0,0,236,236,133518,1,1,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r0,2154171973,1.206,0,1.594113
OT01V3816531927,1776267255021.645,outbound-rtp,COT01_98_profile-id=0,video,video,3816531927,T01,0,0,true,1,0,0,0,0,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r1,3609999139,0,0,0
OT01V4139902629,1776267255021.645,outbound-rtp,COT01_98_profile-id=0,video,video,4139902629,T01,0,1,true,2,0,0,0,283,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r2,279341859,0,0,0
OT01V862979685,1776267255021.645,outbound-rtp,COT01_98_profile-id=0,video,video,862979685,T01,273353,937,true,0,0,266,266,166938,1,1,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r0,2154171973,1.365,0,1.594412
OT01V3816531927,1776267255021.645,outbound-rtp,COT01_98_profile-id=0,video,video,3816531927,T01,0,0,true,1,0,0,0,0,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r1,3609999139,0,0,0
OT01V4139902629,1776267255021.645,outbound-rtp,COT01_98_profile-id=0,video,video,4139902629,T01,0,1,true,2,0,0,0,283,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r2,279341859,0,0,0
OT01V862979685,1776267255021.645,outbound-rtp,COT01_98_profile-id=0,video,video,862979685,T01,273353,937,true,0,0,266,266,166938,1,1,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r0,2154171973,1.365,0,1.594412
OT01V3816531927,1776267256021.629,outbound-rtp,COT01_98_profile-id=0,video,video,3816531927,T01,0,0,true,1,0,0,0,0,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r1,3609999139,0,0,0
OT01V4139902629,1776267256021.629,outbound-rtp,COT01_98_profile-id=0,video,video,4139902629,T01,0,1,true,2,0,0,0,283,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r2,279341859,0,0,0
OT01V862979685,1776267256021.629,outbound-rtp,COT01_98_profile-id=0,video,video,862979685,T01,332758,1045,true,0,0,296,296,180240,1,1,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r0,2154171973,1.525,0,1.6297119999999998
OT01V3816531927,1776267256021.629,outbound-rtp,COT01_98_profile-id=0,video,video,3816531927,T01,0,0,true,1,0,0,0,0,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r1,3609999139,0,0,0
OT01V4139902629,1776267256021.629,outbound-rtp,COT01_98_profile-id=0,video,video,4139902629,T01,0,1,true,2,0,0,0,283,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r2,279341859,0,0,0
OT01V862979685,1776267256021.629,outbound-rtp,COT01_98_profile-id=0,video,video,862979685,T01,332758,1045,true,0,0,296,296,180240,1,1,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r0,2154171973,1.525,0,1.6297119999999998
OT01V3816531927,1776267257021.714,outbound-rtp,COT01_98_profile-id=0,video,video,3816531927,T01,0,0,true,1,0,0,0,0,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r1,3609999139,0,0,0
OT01V4139902629,1776267257021.714,outbound-rtp,COT01_98_profile-id=0,video,video,4139902629,T01,0,1,true,2,0,0,0,283,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r2,279341859,0,0,0
OT01V862979685,1776267257021.714,outbound-rtp,COT01_98_profile-id=0,video,video,862979685,T01,408578,1127,true,0,0,326,326,182208,1,1,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r0,2154171973,1.694,0,1.629767
OT01V3816531927,1776267257021.714,outbound-rtp,COT01_98_profile-id=0,video,video,3816531927,T01,0,0,true,1,0,0,0,0,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r1,3609999139,0,0,0
OT01V4139902629,1776267257021.714,outbound-rtp,COT01_98_profile-id=0,video,video,4139902629,T01,0,1,true,2,0,0,0,283,0,0,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r2,279341859,0,0,0
OT01V862979685,1776267257021.714,outbound-rtp,COT01_98_profile-id=0,video,video,862979685,T01,408578,1127,true,0,0,326,326,182208,1,1,SV32,0,0,0,0,[object Object],bandwidth,0,0,0,r0,2154171973,1.694,0,1.629767
OT01V3816531927,1776267258021.591,outbound-rtp,COT01_98_profile-id=0,video,video,3816531927,T01,6436,6,true,1,0,6,6,168,1,1,SV32,0,0,0,0,[object Object],bandwidth,1,0,0,r1,3609999139,0.105,0,0.37549099999999996
OT01V4139902629,1776267258021.591,outbound-rtp,COT01_98_profile-id=0,video,video,4139902629,T01,0,1,true,2,0,0,0,283,0,0,SV32,0,0,0,0,[object Object],bandwidth,1,0,0,r2,279341859,0,0,0
OT01V862979685,1776267258021.591,outbound-rtp,COT01_98_profile-id=0,video,video,862979685,T01,487129,1213,true,0,0,356,356,184276,2,2,SV32,0,0,0,0,[object Object],bandwidth,1,0,0,r0,2154171973,1.884,0,1.784619
OT01V3816531927,1776267258021.591,outbound-rtp,COT01_98_profile-id=0,video,video,3816531927,T01,6436,6,true,1,0,6,6,168,1,1,SV32,0,0,0,0,[object Object],bandwidth,1,0,0,r1,3609999139,0.105,0,0.37549099999999996
OT01V4139902629,1776267258021.591,outbound-rtp,COT01_98_profile-id=0,video,video,4139902629,T01,0,1,true,2,0,0,0,283,0,0,SV32,0,0,0,0,[object Object],bandwidth,1,0,0,r2,279341859,0,0,0
OT01V862979685,1776267258021.591,outbound-rtp,COT01_98_profile-id=0,video,video,862979685,T01,487129,1213,true,0,0,356,356,184276,2,2,SV32,0,0,0,0,[object Object],bandwidth,1,0,0,r0,2154171973,1.884,0,1.784619
OT01V3816531927,1776267259021.576,outbound-rtp,COT01_98_profile-id=0,video,video,3816531927,T01,81483,79,true,1,0,20,20,2120,4,1,SV32,0,0,0,0,[object Object],bandwidth,1,0,0,r1,3609999139,0.328,0,16.948943
OT01V4139902629,1776267259021.576,outbound-rtp,COT01_98_profile-id=0,video,video,4139902629,T01,0,1,true,2,0,0,0,283,0,0,SV32,0,0,0,0,[object Object],bandwidth,1,0,0,r2,279341859,0,0,0
OT01V862979685,1776267259021.576,outbound-rtp,COT01_98_profile-id=0,video,video,862979685,T01,514208,1247,true,0,0,375,375,185092,2,2,SV32,0,0,0,0,[object Object],bandwidth,1,0,0,r0,2154171973,2.007,0,2.455701
OT01V3816531927,1776267259021.576,outbound-rtp,COT01_98_profile-id=0,video,video,3816531927,T01,81483,79,true,1,0,20,20,2120,4,1,SV32,0,0,0,0,[object Object],bandwidth,1,0,0,r1,3609999139,0.328,0,16.948943
OT01V4139902629,1776267259021.576,outbound-rtp,COT01_98_profile-id=0,video,video,4139902629,T01,0,1,true,2,0,0,0,283,0,0,SV32,0,0,0,0,[object Object],bandwidth,1,0,0,r2,279341859,0,0,0
