id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,bytesSent,packetsSent,active,encodingIndex,firCount,frameHeight,frameWidth,framesEncoded,framesPerSecond,framesSent,headerBytesSent,hugeFramesSent,keyFramesEncoded,mediaSourceId,mid,nackCount,packetsSentWithEct1,pliCount,qpSum,qualityLimitationDurations,qualityLimitationReason,qualityLimitationResolutionChanges,remoteId,retransmittedBytesSent,retransmittedPacketsSent,rtxSsrc,scalabilityMode,targetBitrate,totalEncodeTime,totalEncodedBytesTarget,totalPacketSendDelay
OT01V2941346899,1776278515021.766,outbound-rtp,COT01_98_profile-id=0,video,video,2941346899,T01,29020,53,true,0,0,270,480,28,30,28,4189,1,1,SV345,0,0,0,0,5530,[object Object],bandwidth,0,RIV2941346899,0,0,459774617,S3T3,214167,0.135,0,1.6601249999999999
OT01V2941346899,1776278515021.766,outbound-rtp,COT01_98_profile-id=0,video,video,2941346899,T01,29020,53,true,0,0,270,480,28,30,28,4189,1,1,SV345,0,0,0,0,5530,[object Object],bandwidth,0,RIV2941346899,0,0,459774617,S3T3,214167,0.135,0,1.6601249999999999
OT01V2941346899,1776278516021.78,outbound-rtp,COT01_98_profile-id=0,video,video,2941346899,T01,50309,146,true,0,0,270,480,58,30,58,21211,1,1,SV345,0,0,0,0,11612,[object Object],bandwidth,0,RIV2941346899,0,0,459774617,S3T3,187700,0.28,0,1.660153
OT01V2941346899,1776278516021.78,outbound-rtp,COT01_98_profile-id=0,video,video,2941346899,T01,50309,146,true,0,0,270,480,58,30,58,21211,1,1,SV345,0,0,0,0,11612,[object Object],bandwidth,0,RIV2941346899,0,0,459774617,S3T3,187700,0.28,0,1.660153
OT01V2941346899,1776278517021.61,outbound-rtp,COT01_98_profile-id=0,video,video,2941346899,T01,91393,222,true,0,0,360,640,107,22,107,27378,3,3,SV345,0,0,0,0,21560,[object Object],bandwidth,1,RIV2941346899,0,0,459774617,S3T3,80343,0.727,0,13.225107
OT01V2941346899,1776278517021.61,outbound-rtp,COT01_98_profile-id=0,video,video,2941346899,T01,91393,222,true,0,0,360,640,107,22,107,27378,3,3,SV345,0,0,0,0,21560,[object Object],bandwidth,1,RIV2941346899,0,0,459774617,S3T3,80343,0.727,0,13.225107
OT01V2941346899,1776278518021.597,outbound-rtp,COT01_98_profile-id=0,video,video,2941346899,T01,132581,287,true,0,0,360,640,152,15,152,28938,3,3,SV345,0,0,0,0,30732,[object Object],bandwidth,1,RIV2941346899,0,0,459774617,S3T3,101352,1.158,0,17.797981999999998
OT01V2941346899,1776278518021.597,outbound-rtp,COT01_98_profile-id=0,video,video,2941346899,T01,132581,287,true,0,0,360,640,152,15,152,28938,3,3,SV345,0,0,0,0,30732,[object Object],bandwidth,1,RIV2941346899,0,0,459774617,S3T3,101352,1.158,0,17.797981999999998
OT01V2941346899,1776278519021.707,outbound-rtp,COT01_98_profile-id=0,video,video,2941346899,T01,167100,383,true,0,0,360,640,201,19,201,40422,3,3,SV345,0,0,0,0,40520,[object Object],bandwidth,1,RIV2941346899,0,0,459774617,S3T3,116930,1.635,0,17.913435
OT01V2941346899,1776278519021.707,outbound-rtp,COT01_98_profile-id=0,video,video,2941346899,T01,167100,383,true,0,0,360,640,201,19,201,40422,3,3,SV345,0,0,0,0,40520,[object Object],bandwidth,1,RIV2941346899,0,0,459774617,S3T3,116930,1.635,0,17.913435
