

id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,jitter,packetsLost,packetsReceived,packetsReceivedWithCe,packetsReceivedWithEct1,bytesReceived,firCount,frameHeight,frameWidth,framesAssembledFromMultiplePackets,framesDecoded,framesDropped,framesReceived,freezeCount,headerBytesReceived,jitterBufferDelay,jitterBufferEmittedCount,jitterBufferMinimumDelay,jitterBufferTargetDelay,keyFramesDecoded,lastPacketReceivedTimestamp,mid,nackCount,pauseCount,pliCount,qpSum,totalAssemblyTime,totalDecodeTime,totalFreezesDuration,totalInterFrameDelay,totalPausesDuration,totalProcessingDelay,totalSquaredInterFrameDelay,trackIdentifier
IT01V395894463,1776273726208.491,inbound-rtp,CIT01_105_profile-id=0,video,video,395894463,T01,0,0,6,0,0,6002,0,270,480,1,1,0,1,0,196,0.044201,1,0.011085,0.011085,1,1776273726161.757,0,0,0,0,189,0.044131,0.006252,0,0,0,0.050664999999999995,0,28e213b1-4daf-42b5-bd9f-281ad8b55a40
IT01V395894463,1776273726208.491,inbound-rtp,CIT01_105_profile-id=0,video,video,395894463,T01,0,0,6,0,0,6002,0,270,480,1,1,0,1,0,196,0.044201,1,0.011085,0.011085,1,1776273726161.757,0,0,0,0,189,0.044131,0.006252,0,0,0,0.050664999999999995,0,28e213b1-4daf-42b5-bd9f-281ad8b55a40
IT01V395894463,1776273726408.651,inbound-rtp,CIT01_105_profile-id=0,video,video,395894463,T01,0.006,0,8,0,0,7673,0,270,480,1,1,0,2,0,260,0.044201,1,0.011085,0.011085,1,1776273726398.332,0,0,0,0,189,0.044131,0.006252,0,0,0,0.050664999999999995,0,28e213b1-4daf-42b5-bd9f-281ad8b55a40
IT01V395894463,1776273726408.651,inbound-rtp,CIT01_105_profile-id=0,video,video,395894463,T01,0.006,0,8,0,0,7673,0,270,480,1,1,0,2,0,260,0.044201,1,0.011085,0.011085,1,1776273726398.332,0,0,0,0,189,0.044131,0.006252,0,0,0,0.050664999999999995,0,28e213b1-4daf-42b5-bd9f-281ad8b55a40
IT01V395894463,1776273726608.603,inbound-rtp,CIT01_105_profile-id=0,video,video,395894463,T01,0.019,0,12,0,0,11088,0,270,480,3,3,0,4,0,388,0.157885,3,0.050552,0.050552,1,1776273726546.7231,0,0,0,0,604,0.089502,0.014334999999999999,0,0.375,0,0.17265899999999998,0.077633,28e213b1-4daf-42b5-bd9f-281ad8b55a40
IT01V395894463,1776273726608.603,inbound-rtp,CIT01_105_profile-id=0,video,video,395894463,T01,0.019,0,12,0,0,11088,0,270,480,3,3,0,4,0,388,0.157885,3,0.050552,0.050552,1,1776273726546.7231,0,0,0,0,604,0.089502,0.014334999999999999,0,0.375,0,0.17265899999999998,0.077633,28e213b1-4daf-42b5-bd9f-281ad8b55a40
IT01V395894463,1776273726808.686,inbound-rtp,CIT01_105_profile-id=0,video,video,395894463,T01,0.018,0,14,0,0,12314,0,270,480,5,5,0,5,0,452,0.258882,5,0.27893799999999996,0.27893799999999996,1,1776273726677.941,0,0,0,0,1020,0.089561,0.019216999999999998,0,0.544,0,0.27877599999999997,0.092058,28e213b1-4daf-42b5-bd9f-281ad8b55a40
IT01V395894463,1776273726808.686,inbound-rtp,CIT01_105_profile-id=0,video,video,395894463,T01,0.018,0,14,0,0,12314,0,270,480,5,5,0,5,0,452,0.258882,5,0.27893799999999996,0.27893799999999996,1,1776273726677.941,0,0,0,0,1020,0.089561,0.019216999999999998,0,0.544,0,0.27877599999999997,0.092058,28e213b1-4daf-42b5-bd9f-281ad8b55a40
IT01V395894463,1776273727008.518,inbound-rtp,CIT01_105_profile-id=0,video,video,395894463,T01,0.016,0,18,0,0,15494,0,270,480,7,7,0,7,0,580,0.265802,7,0.45419699999999996,0.45419699999999996,1,1776273726945.812,0,0,0,0,1436,0.08961999999999999,0.024246999999999998,0,0.781,0,0.290973,0.120287,28e213b1-4daf-42b5-bd9f-281ad8b55a40
IT01V395894463,1776273727008.518,inbound-rtp,CIT01_105_profile-id=0,video,video,395894463,T01,0.016,0,18,0,0,15494,0,270,480,7,7,0,7,0,580,0.265802,7,0.45419699999999996,0.45419699999999996,1,1776273726945.812,0,0,0,0,1436,0.08961999999999999,0.024246999999999998,0,0.781,0,0.290973,0.120287,28e213b1-4daf-42b5-bd9f-281ad8b55a40
