id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,bytesSent,packetsSent,active,encodingIndex,firCount,frameHeight,frameWidth,framesEncoded,framesPerSecond,framesSent,headerBytesSent,hugeFramesSent,keyFramesEncoded,mediaSourceId,mid,nackCount,packetsSentWithEct1,pliCount,qpSum,qualityLimitationDurations,qualityLimitationReason,qualityLimitationResolutionChanges,remoteId,retransmittedBytesSent,retransmittedPacketsSent,rid,rtxSsrc,scalabilityMode,targetBitrate,totalEncodeTime,totalEncodedBytesTarget,totalPacketSendDelay
OT01V2146845346,1776278947021.765,outbound-rtp,COT01_98_profile-id=0,video,video,2146845346,T01,30375,49,true,0,0,270,480,27,29,27,2826,1,1,SV357,0,0,0,0,5379,[object Object],bandwidth,0,RIV2146845346,0,0,r0,2485991415,L1T3,214166,0.14,0,1.557358
OT01V4275272892,1776278947021.765,outbound-rtp,COT01_98_profile-id=0,video,video,4275272892,T01,0,0,true,1,0,,,0,,0,0,0,0,SV357,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2405175403,,,0,0,0
OT01V870773064,1776278947021.765,outbound-rtp,COT01_98_profile-id=0,video,video,870773064,T01,0,1,true,2,0,,,0,,0,283,0,0,SV357,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,521084500,,,0,0,0
OT01V2146845346,1776278947021.765,outbound-rtp,COT01_98_profile-id=0,video,video,2146845346,T01,30375,49,true,0,0,270,480,27,29,27,2826,1,1,SV357,0,0,0,0,5379,[object Object],bandwidth,0,RIV2146845346,0,0,r0,2485991415,L1T3,214166,0.14,0,1.557358
OT01V4275272892,1776278947021.765,outbound-rtp,COT01_98_profile-id=0,video,video,4275272892,T01,0,0,true,1,0,,,0,,0,0,0,0,SV357,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2405175403,,,0,0,0
OT01V870773064,1776278947021.765,outbound-rtp,COT01_98_profile-id=0,video,video,870773064,T01,0,1,true,2,0,,,0,,0,283,0,0,SV357,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,521084500,,,0,0,0
OT01V2146845346,1776278948021.668,outbound-rtp,COT01_98_profile-id=0,video,video,2146845346,T01,51787,140,true,0,0,270,480,56,29,56,19290,1,1,SV357,0,0,0,0,11240,[object Object],bandwidth,0,RIV2146845346,0,0,r0,2485991415,L1T3,206903,0.282,0,1.557391
OT01V4275272892,1776278948021.668,outbound-rtp,COT01_98_profile-id=0,video,video,4275272892,T01,0,0,true,1,0,,,0,,0,0,0,0,SV357,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2405175403,,,0,0,0
OT01V870773064,1776278948021.668,outbound-rtp,COT01_98_profile-id=0,video,video,870773064,T01,0,1,true,2,0,,,0,,0,283,0,0,SV357,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,521084500,,,0,0,0
OT01V2146845346,1776278948021.668,outbound-rtp,COT01_98_profile-id=0,video,video,2146845346,T01,51787,140,true,0,0,270,480,56,29,56,19290,1,1,SV357,0,0,0,0,11240,[object Object],bandwidth,0,RIV2146845346,0,0,r0,2485991415,L1T3,206903,0.282,0,1.557391
