id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,bytesSent,packetsSent,active,encodingIndex,firCount,frameHeight,frameWidth,framesEncoded,framesPerSecond,framesSent,headerBytesSent,hugeFramesSent,keyFramesEncoded,mediaSourceId,mid,nackCount,packetsSentWithEct1,pliCount,qpSum,qualityLimitationDurations,qualityLimitationReason,qualityLimitationResolutionChanges,remoteId,retransmittedBytesSent,retransmittedPacketsSent,rid,rtxSsrc,scalabilityMode,targetBitrate,totalEncodeTime,totalEncodedBytesTarget,totalPacketSendDelay
OT01V3755184448,1776275167021.728,outbound-rtp,COT01_98_profile-id=0,video,video,3755184448,T01,31842,46,true,0,0,270,480,27,29,27,1479,1,1,SV252,0,0,0,0,5378,[object Object],bandwidth,0,RIV3755184448,0,0,r0,3941999516,L1T3,214166,0.125,0,1.560614
OT01V4156197146,1776275167021.728,outbound-rtp,COT01_98_profile-id=0,video,video,4156197146,T01,0,1,true,2,0,,,0,,0,283,0,0,SV252,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2939300156,,,0,0,0
OT01V4177441917,1776275167021.728,outbound-rtp,COT01_98_profile-id=0,video,video,4177441917,T01,0,0,true,1,0,,,0,,0,0,0,0,SV252,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,641917270,,,0,0,0
OT01V3755184448,1776275167021.728,outbound-rtp,COT01_98_profile-id=0,video,video,3755184448,T01,31842,46,true,0,0,270,480,27,29,27,1479,1,1,SV252,0,0,0,0,5378,[object Object],bandwidth,0,RIV3755184448,0,0,r0,3941999516,L1T3,214166,0.125,0,1.560614
OT01V4156197146,1776275167021.728,outbound-rtp,COT01_98_profile-id=0,video,video,4156197146,T01,0,1,true,2,0,,,0,,0,283,0,0,SV252,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2939300156,,,0,0,0
OT01V4177441917,1776275167021.728,outbound-rtp,COT01_98_profile-id=0,video,video,4177441917,T01,0,0,true,1,0,,,0,,0,0,0,0,SV252,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,641917270,,,0,0,0
OT01V3755184448,1776275168021.628,outbound-rtp,COT01_98_profile-id=0,video,video,3755184448,T01,52104,140,true,0,0,270,480,55,28,55,19035,1,1,SV252,0,0,0,0,11064,[object Object],bandwidth,0,RIV3755184448,0,0,r0,3941999516,L1T3,191764,0.264,0,1.560647
OT01V4156197146,1776275168021.628,outbound-rtp,COT01_98_profile-id=0,video,video,4156197146,T01,0,1,true,2,0,,,0,,0,283,0,0,SV252,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2939300156,,,0,0,0
OT01V4177441917,1776275168021.628,outbound-rtp,COT01_98_profile-id=0,video,video,4177441917,T01,0,0,true,1,0,,,0,,0,0,0,0,SV252,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,641917270,,,0,0,0
OT01V3755184448,1776275168021.628,outbound-rtp,COT01_98_profile-id=0,video,video,3755184448,T01,52104,140,true,0,0,270,480,55,28,55,19035,1,1,SV252,0,0,0,0,11064,[object Object],bandwidth,0,RIV3755184448,0,0,r0,3941999516,L1T3,191764,0.264,0,1.560647
OT01V4156197146,1776275168021.628,outbound-rtp,COT01_98_profile-id=0,video,video,4156197146,T01,0,1,true,2,0,,,0,,0,283,0,0,SV252,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2939300156,,,0,0,0
OT01V4177441917,1776275168021.628,outbound-rtp,COT01_98_profile-id=0,video,video,4177441917,T01,0,0,true,1,0,,,0,,0,0,0,0,SV252,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,641917270,,,0,0,0
OT01V3755184448,1776275169021.553,outbound-rtp,COT01_98_profile-id=0,video,video,3755184448,T01,76042,235,true,0,0,270,480,85,30,85,36870,1,1,SV252,0,0,0,0,17074,[object Object],bandwidth,0,RIV3755184448,0,0,r0,3941999516,L1T3,247541,0.411,0,1.560671
OT01V4156197146,1776275169021.553,outbound-rtp,COT01_98_profile-id=0,video,video,4156197146,T01,0,1,true,2,0,,,0,,0,283,0,0,SV252,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2939300156,,,0,0,0
OT01V4177441917,1776275169021.553,outbound-rtp,COT01_98_profile-id=0,video,video,4177441917,T01,0,0,true,1,0,,,0,,0,0,0,0,SV252,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,641917270,,,0,0,0
OT01V3755184448,1776275169021.553,outbound-rtp,COT01_98_profile-id=0,video,video,3755184448,T01,76042,235,true,0,0,270,480,85,30,85,36870,1,1,SV252,0,0,0,0,17074,[object Object],bandwidth,0,RIV3755184448,0,0,r0,3941999516,L1T3,247541,0.411,0,1.560671
OT01V4156197146,1776275169021.553,outbound-rtp,COT01_98_profile-id=0,video,video,4156197146,T01,0,1,true,2,0,,,0,,0,283,0,0,SV252,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2939300156,,,0,0,0
OT01V4177441917,1776275169021.553,outbound-rtp,COT01_98_profile-id=0,video,video,4177441917,T01,0,0,true,1,0,,,0,,0,0,0,0,SV252,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,641917270,,,0,0,0
OT01V3755184448,1776275170021.734,outbound-rtp,COT01_98_profile-id=0,video,video,3755184448,T01,106989,323,true,0,0,270,480,115,30,115,50457,1,1,SV252,0,0,0,0,22887,[object Object],bandwidth,0,RIV3755184448,0,0,r0,3941999516,L1T3,257000,0.564,0,1.5607369999999998
OT01V4156197146,1776275170021.734,outbound-rtp,COT01_98_profile-id=0,video,video,4156197146,T01,0,1,true,2,0,,,0,,0,283,0,0,SV252,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2939300156,,,0,0,0
OT01V4177441917,1776275170021.734,outbound-rtp,COT01_98_profile-id=0,video,video,4177441917,T01,0,0,true,1,0,,,0,,0,0,0,0,SV252,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,641917270,,,0,0,0
