id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,bytesSent,packetsSent,active,encodingIndex,firCount,frameHeight,frameWidth,framesEncoded,framesPerSecond,framesSent,headerBytesSent,hugeFramesSent,keyFramesEncoded,mediaSourceId,mid,nackCount,packetsSentWithEct1,pliCount,qpSum,qualityLimitationDurations,qualityLimitationReason,qualityLimitationResolutionChanges,remoteId,retransmittedBytesSent,retransmittedPacketsSent,rid,rtxSsrc,scalabilityMode,targetBitrate,totalEncodeTime,totalEncodedBytesTarget,totalPacketSendDelay
OT01V1086513678,1776272359021.737,outbound-rtp,COT01_98_profile-id=0,video,video,1086513678,T01,30374,49,true,0,0,270,480,27,29,27,2826,1,1,SV174,0,0,0,0,5384,[object Object],bandwidth,0,RIV1086513678,0,0,r0,3812839547,L1T3,214166,0.127,0,1.525074
OT01V1102166423,1776272359021.737,outbound-rtp,COT01_98_profile-id=0,video,video,1102166423,T01,0,0,true,1,0,,,0,,0,0,0,0,SV174,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2594332413,,,0,0,0
OT01V3391732869,1776272359021.737,outbound-rtp,COT01_98_profile-id=0,video,video,3391732869,T01,0,1,true,2,0,,,0,,0,283,0,0,SV174,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2517491637,,,0,0,0
OT01V1086513678,1776272359021.737,outbound-rtp,COT01_98_profile-id=0,video,video,1086513678,T01,30374,49,true,0,0,270,480,27,29,27,2826,1,1,SV174,0,0,0,0,5384,[object Object],bandwidth,0,RIV1086513678,0,0,r0,3812839547,L1T3,214166,0.127,0,1.525074
OT01V1102166423,1776272359021.737,outbound-rtp,COT01_98_profile-id=0,video,video,1102166423,T01,0,0,true,1,0,,,0,,0,0,0,0,SV174,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2594332413,,,0,0,0
OT01V3391732869,1776272359021.737,outbound-rtp,COT01_98_profile-id=0,video,video,3391732869,T01,0,1,true,2,0,,,0,,0,283,0,0,SV174,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2517491637,,,0,0,0
OT01V1086513678,1776272360021.58,outbound-rtp,COT01_98_profile-id=0,video,video,1086513678,T01,51805,140,true,0,0,270,480,56,29,56,19290,1,1,SV174,0,0,0,0,11244,[object Object],bandwidth,0,RIV1086513678,0,0,r0,3812839547,L1T3,201877,0.269,0,1.525105
OT01V1102166423,1776272360021.58,outbound-rtp,COT01_98_profile-id=0,video,video,1102166423,T01,0,0,true,1,0,,,0,,0,0,0,0,SV174,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2594332413,,,0,0,0
OT01V3391732869,1776272360021.58,outbound-rtp,COT01_98_profile-id=0,video,video,3391732869,T01,0,1,true,2,0,,,0,,0,283,0,0,SV174,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2517491637,,,0,0,0
OT01V1086513678,1776272360021.58,outbound-rtp,COT01_98_profile-id=0,video,video,1086513678,T01,51805,140,true,0,0,270,480,56,29,56,19290,1,1,SV174,0,0,0,0,11244,[object Object],bandwidth,0,RIV1086513678,0,0,r0,3812839547,L1T3,201877,0.269,0,1.525105
OT01V1102166423,1776272360021.58,outbound-rtp,COT01_98_profile-id=0,video,video,1102166423,T01,0,0,true,1,0,,,0,,0,0,0,0,SV174,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2594332413,,,0,0,0
OT01V3391732869,1776272360021.58,outbound-rtp,COT01_98_profile-id=0,video,video,3391732869,T01,0,1,true,2,0,,,0,,0,283,0,0,SV174,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2517491637,,,0,0,0
OT01V1086513678,1776272361021.735,outbound-rtp,COT01_98_profile-id=0,video,video,1086513678,T01,78424,227,true,0,0,270,480,86,30,86,34383,1,1,SV174,0,0,0,0,17195,[object Object],bandwidth,0,RIV1086513678,0,0,r0,3812839547,L1T3,241475,0.391,0,1.557956
