id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,bytesSent,packetsSent,active,encodingIndex,firCount,frameHeight,frameWidth,framesEncoded,framesPerSecond,framesSent,headerBytesSent,hugeFramesSent,keyFramesEncoded,mediaSourceId,mid,nackCount,packetsSentWithEct1,pliCount,qpSum,qualityLimitationDurations,qualityLimitationReason,qualityLimitationResolutionChanges,remoteId,retransmittedBytesSent,retransmittedPacketsSent,rid,rtxSsrc,scalabilityMode,targetBitrate,totalEncodeTime,totalEncodedBytesTarget,totalPacketSendDelay
OT01V1199105988,1776269767021.715,outbound-rtp,COT01_98_profile-id=0,video,video,1199105988,T01,30509,49,true,0,0,270,480,27,29,27,3081,1,1,SV102,0,0,0,0,5379,[object Object],bandwidth,0,RIV1199105988,0,0,r0,3438954472,L1T3,214166,0.138,0,1.5532409999999999
OT01V1830525241,1776269767021.715,outbound-rtp,COT01_98_profile-id=0,video,video,1830525241,T01,0,1,true,2,0,,,0,,0,283,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3865556295,,,0,0,0
OT01V4234822367,1776269767021.715,outbound-rtp,COT01_98_profile-id=0,video,video,4234822367,T01,0,0,true,1,0,,,0,,0,0,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2995561159,,,0,0,0
OT01V1199105988,1776269767021.715,outbound-rtp,COT01_98_profile-id=0,video,video,1199105988,T01,30509,49,true,0,0,270,480,27,29,27,3081,1,1,SV102,0,0,0,0,5379,[object Object],bandwidth,0,RIV1199105988,0,0,r0,3438954472,L1T3,214166,0.138,0,1.5532409999999999
OT01V1830525241,1776269767021.715,outbound-rtp,COT01_98_profile-id=0,video,video,1830525241,T01,0,1,true,2,0,,,0,,0,283,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3865556295,,,0,0,0
OT01V4234822367,1776269767021.715,outbound-rtp,COT01_98_profile-id=0,video,video,4234822367,T01,0,0,true,1,0,,,0,,0,0,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2995561159,,,0,0,0
OT01V1199105988,1776269768021.559,outbound-rtp,COT01_98_profile-id=0,video,video,1199105988,T01,51375,139,true,0,0,270,480,55,28,55,19776,1,1,SV102,0,0,0,0,11036,[object Object],bandwidth,0,RIV1199105988,0,0,r0,3438954472,L1T3,198264,0.268,0,1.553264
OT01V1830525241,1776269768021.559,outbound-rtp,COT01_98_profile-id=0,video,video,1830525241,T01,0,1,true,2,0,,,0,,0,283,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3865556295,,,0,0,0
OT01V4234822367,1776269768021.559,outbound-rtp,COT01_98_profile-id=0,video,video,4234822367,T01,0,0,true,1,0,,,0,,0,0,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2995561159,,,0,0,0
OT01V1199105988,1776269768021.559,outbound-rtp,COT01_98_profile-id=0,video,video,1199105988,T01,51375,139,true,0,0,270,480,55,28,55,19776,1,1,SV102,0,0,0,0,11036,[object Object],bandwidth,0,RIV1199105988,0,0,r0,3438954472,L1T3,198264,0.268,0,1.553264
OT01V1830525241,1776269768021.559,outbound-rtp,COT01_98_profile-id=0,video,video,1830525241,T01,0,1,true,2,0,,,0,,0,283,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3865556295,,,0,0,0
OT01V4234822367,1776269768021.559,outbound-rtp,COT01_98_profile-id=0,video,video,4234822367,T01,0,0,true,1,0,,,0,,0,0,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2995561159,,,0,0,0
OT01V1199105988,1776269769021.621,outbound-rtp,COT01_98_profile-id=0,video,video,1199105988,T01,76472,233,true,0,0,270,480,85,30,85,37077,1,1,SV102,0,0,0,0,17019,[object Object],bandwidth,0,RIV1199105988,0,0,r0,3438954472,L1T3,241842,0.422,0,1.553291
OT01V1830525241,1776269769021.621,outbound-rtp,COT01_98_profile-id=0,video,video,1830525241,T01,0,1,true,2,0,,,0,,0,283,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3865556295,,,0,0,0
OT01V4234822367,1776269769021.621,outbound-rtp,COT01_98_profile-id=0,video,video,4234822367,T01,0,0,true,1,0,,,0,,0,0,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2995561159,,,0,0,0
OT01V1199105988,1776269769021.621,outbound-rtp,COT01_98_profile-id=0,video,video,1199105988,T01,76472,233,true,0,0,270,480,85,30,85,37077,1,1,SV102,0,0,0,0,17019,[object Object],bandwidth,0,RIV1199105988,0,0,r0,3438954472,L1T3,241842,0.422,0,1.553291
OT01V1830525241,1776269769021.621,outbound-rtp,COT01_98_profile-id=0,video,video,1830525241,T01,0,1,true,2,0,,,0,,0,283,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3865556295,,,0,0,0
OT01V4234822367,1776269769021.621,outbound-rtp,COT01_98_profile-id=0,video,video,4234822367,T01,0,0,true,1,0,,,0,,0,0,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2995561159,,,0,0,0
OT01V1199105988,1776269770021.659,outbound-rtp,COT01_98_profile-id=0,video,video,1199105988,T01,107498,315,true,0,0,270,480,115,30,115,50010,1,1,SV102,0,0,0,0,22824,[object Object],bandwidth,0,RIV1199105988,0,0,r0,3438954472,L1T3,257000,0.573,0,1.5872819999999999
OT01V1830525241,1776269770021.659,outbound-rtp,COT01_98_profile-id=0,video,video,1830525241,T01,0,1,true,2,0,,,0,,0,283,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3865556295,,,0,0,0
OT01V4234822367,1776269770021.659,outbound-rtp,COT01_98_profile-id=0,video,video,4234822367,T01,0,0,true,1,0,,,0,,0,0,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2995561159,,,0,0,0
OT01V1199105988,1776269770021.659,outbound-rtp,COT01_98_profile-id=0,video,video,1199105988,T01,107498,315,true,0,0,270,480,115,30,115,50010,1,1,SV102,0,0,0,0,22824,[object Object],bandwidth,0,RIV1199105988,0,0,r0,3438954472,L1T3,257000,0.573,0,1.5872819999999999
OT01V1830525241,1776269770021.659,outbound-rtp,COT01_98_profile-id=0,video,video,1830525241,T01,0,1,true,2,0,,,0,,0,283,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3865556295,,,0,0,0
OT01V4234822367,1776269770021.659,outbound-rtp,COT01_98_profile-id=0,video,video,4234822367,T01,0,0,true,1,0,,,0,,0,0,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2995561159,,,0,0,0
OT01V1199105988,1776269771021.582,outbound-rtp,COT01_98_profile-id=0,video,video,1199105988,T01,142202,411,true,0,0,270,480,145,30,145,65064,1,1,SV102,0,0,0,0,28481,[object Object],bandwidth,0,RIV1199105988,0,0,r0,3438954472,L1T3,257000,0.729,0,1.621362
OT01V1830525241,1776269771021.582,outbound-rtp,COT01_98_profile-id=0,video,video,1830525241,T01,0,1,true,2,0,,,0,,0,283,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3865556295,,,0,0,0
OT01V4234822367,1776269771021.582,outbound-rtp,COT01_98_profile-id=0,video,video,4234822367,T01,0,0,true,1,0,,,0,,0,0,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2995561159,,,0,0,0
OT01V1199105988,1776269771021.582,outbound-rtp,COT01_98_profile-id=0,video,video,1199105988,T01,142202,411,true,0,0,270,480,145,30,145,65064,1,1,SV102,0,0,0,0,28481,[object Object],bandwidth,0,RIV1199105988,0,0,r0,3438954472,L1T3,257000,0.729,0,1.621362
OT01V1830525241,1776269771021.582,outbound-rtp,COT01_98_profile-id=0,video,video,1830525241,T01,0,1,true,2,0,,,0,,0,283,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3865556295,,,0,0,0
OT01V4234822367,1776269771021.582,outbound-rtp,COT01_98_profile-id=0,video,video,4234822367,T01,0,0,true,1,0,,,0,,0,0,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2995561159,,,0,0,0
OT01V1199105988,1776269772021.642,outbound-rtp,COT01_98_profile-id=0,video,video,1199105988,T01,174863,517,true,0,0,270,480,175,30,175,83928,1,1,SV102,0,0,0,0,34210,[object Object],bandwidth,0,RIV1199105988,0,0,r0,3438954472,L1T3,255600,0.887,0,1.621594
OT01V1830525241,1776269772021.642,outbound-rtp,COT01_98_profile-id=0,video,video,1830525241,T01,0,1,true,2,0,,,0,,0,283,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3865556295,,,0,0,0
OT01V4234822367,1776269772021.642,outbound-rtp,COT01_98_profile-id=0,video,video,4234822367,T01,0,0,true,1,0,,,0,,0,0,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2995561159,,,0,0,0
OT01V1199105988,1776269772021.642,outbound-rtp,COT01_98_profile-id=0,video,video,1199105988,T01,174863,517,true,0,0,270,480,175,30,175,83928,1,1,SV102,0,0,0,0,34210,[object Object],bandwidth,0,RIV1199105988,0,0,r0,3438954472,L1T3,255600,0.887,0,1.621594
OT01V1830525241,1776269772021.642,outbound-rtp,COT01_98_profile-id=0,video,video,1830525241,T01,0,1,true,2,0,,,0,,0,283,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3865556295,,,0,0,0
OT01V4234822367,1776269772021.642,outbound-rtp,COT01_98_profile-id=0,video,video,4234822367,T01,0,0,true,1,0,,,0,,0,0,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2995561159,,,0,0,0
OT01V1199105988,1776269773021.57,outbound-rtp,COT01_98_profile-id=0,video,video,1199105988,T01,207415,644,true,0,0,270,480,205,30,205,107886,1,1,SV102,0,0,0,0,39962,[object Object],bandwidth,0,RIV1199105988,0,0,r0,3438954472,L1T3,248172,1.053,0,1.621832
OT01V1830525241,1776269773021.57,outbound-rtp,COT01_98_profile-id=0,video,video,1830525241,T01,0,1,true,2,0,,,0,,0,283,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3865556295,,,0,0,0
OT01V4234822367,1776269773021.57,outbound-rtp,COT01_98_profile-id=0,video,video,4234822367,T01,0,0,true,1,0,,,0,,0,0,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2995561159,,,0,0,0
OT01V1199105988,1776269773021.57,outbound-rtp,COT01_98_profile-id=0,video,video,1199105988,T01,207415,644,true,0,0,270,480,205,30,205,107886,1,1,SV102,0,0,0,0,39962,[object Object],bandwidth,0,RIV1199105988,0,0,r0,3438954472,L1T3,248172,1.053,0,1.621832
OT01V1830525241,1776269773021.57,outbound-rtp,COT01_98_profile-id=0,video,video,1830525241,T01,0,1,true,2,0,,,0,,0,283,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3865556295,,,0,0,0
OT01V4234822367,1776269773021.57,outbound-rtp,COT01_98_profile-id=0,video,video,4234822367,T01,0,0,true,1,0,,,0,,0,0,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2995561159,,,0,0,0
OT01V1199105988,1776269774021.615,outbound-rtp,COT01_98_profile-id=0,video,video,1199105988,T01,238817,784,true,0,0,270,480,235,30,235,136236,1,1,SV102,0,0,0,0,45731,[object Object],bandwidth,0,RIV1199105988,0,0,r0,3438954472,L1T3,257000,1.206,0,1.622096
OT01V1830525241,1776269774021.615,outbound-rtp,COT01_98_profile-id=0,video,video,1830525241,T01,0,1,true,2,0,,,0,,0,283,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3865556295,,,0,0,0
OT01V4234822367,1776269774021.615,outbound-rtp,COT01_98_profile-id=0,video,video,4234822367,T01,0,0,true,1,0,,,0,,0,0,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2995561159,,,0,0,0
OT01V1199105988,1776269774021.615,outbound-rtp,COT01_98_profile-id=0,video,video,1199105988,T01,238817,784,true,0,0,270,480,235,30,235,136236,1,1,SV102,0,0,0,0,45731,[object Object],bandwidth,0,RIV1199105988,0,0,r0,3438954472,L1T3,257000,1.206,0,1.622096
OT01V1830525241,1776269774021.615,outbound-rtp,COT01_98_profile-id=0,video,video,1830525241,T01,0,1,true,2,0,,,0,,0,283,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3865556295,,,0,0,0
OT01V4234822367,1776269774021.615,outbound-rtp,COT01_98_profile-id=0,video,video,4234822367,T01,0,0,true,1,0,,,0,,0,0,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2995561159,,,0,0,0
OT01V1199105988,1776269775021.634,outbound-rtp,COT01_98_profile-id=0,video,video,1199105988,T01,284480,909,true,0,0,270,480,265,30,265,156576,1,1,SV102,0,0,0,0,51472,[object Object],bandwidth,0,RIV1199105988,0,0,r0,3438954472,L1T3,257000,1.364,0,1.622296
OT01V1830525241,1776269775021.634,outbound-rtp,COT01_98_profile-id=0,video,video,1830525241,T01,0,1,true,2,0,,,0,,0,283,0,0,SV102,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3865556295,,,0,0,0
