id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,bytesSent,packetsSent,active,encodingIndex,firCount,frameHeight,frameWidth,framesEncoded,framesPerSecond,framesSent,headerBytesSent,hugeFramesSent,keyFramesEncoded,mediaSourceId,mid,nackCount,packetsSentWithEct1,pliCount,qpSum,qualityLimitationDurations,qualityLimitationReason,qualityLimitationResolutionChanges,remoteId,retransmittedBytesSent,retransmittedPacketsSent,rid,rtxSsrc,scalabilityMode,targetBitrate,totalEncodeTime,totalEncodedBytesTarget,totalPacketSendDelay
OT01V2345719432,1776332430742.711,outbound-rtp,COT01_98_profile-id=0,video,video,2345719432,T01,27803,55,true,0,0,270,480,26,29,26,5504,1,1,SV30,0,0,0,0,5190,[object Object],bandwidth,0,RIV2345719432,0,0,r0,478900386,L1T3,214166,0.56,0,0.833649
OT01V2606236943,1776332430742.711,outbound-rtp,COT01_98_profile-id=0,video,video,2606236943,T01,0,0,true,1,0,,,0,,0,0,0,0,SV30,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,1951547505,,,0,0,0
OT01V3019454364,1776332430742.711,outbound-rtp,COT01_98_profile-id=0,video,video,3019454364,T01,0,1,true,2,0,,,0,,0,283,0,0,SV30,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,1728242362,,,0,0,0
OT01V2345719432,1776332430742.711,outbound-rtp,COT01_98_profile-id=0,video,video,2345719432,T01,27803,55,true,0,0,270,480,26,29,26,5504,1,1,SV30,0,0,0,0,5190,[object Object],bandwidth,0,RIV2345719432,0,0,r0,478900386,L1T3,214166,0.56,0,0.833649
OT01V2606236943,1776332430742.711,outbound-rtp,COT01_98_profile-id=0,video,video,2606236943,T01,0,0,true,1,0,,,0,,0,0,0,0,SV30,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,1951547505,,,0,0,0
OT01V3019454364,1776332430742.711,outbound-rtp,COT01_98_profile-id=0,video,video,3019454364,T01,0,1,true,2,0,,,0,,0,283,0,0,SV30,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,1728242362,,,0,0,0
OT01V2345719432,1776332431742.592,outbound-rtp,COT01_98_profile-id=0,video,video,2345719432,T01,49415,142,true,0,0,270,480,55,29,55,21107,1,1,SV30,0,0,0,0,11056,[object Object],bandwidth,0,RIV2345719432,0,0,r0,478900386,L1T3,197394,0.844,0,0.8336629999999999
OT01V2606236943,1776332431742.592,outbound-rtp,COT01_98_profile-id=0,video,video,2606236943,T01,0,0,true,1,0,,,0,,0,0,0,0,SV30,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,1951547505,,,0,0,0
OT01V3019454364,1776332431742.592,outbound-rtp,COT01_98_profile-id=0,video,video,3019454364,T01,0,1,true,2,0,,,0,,0,283,0,0,SV30,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,1728242362,,,0,0,0
OT01V2345719432,1776332431742.592,outbound-rtp,COT01_98_profile-id=0,video,video,2345719432,T01,49415,142,true,0,0,270,480,55,29,55,21107,1,1,SV30,0,0,0,0,11056,[object Object],bandwidth,0,RIV2345719432,0,0,r0,478900386,L1T3,197394,0.844,0,0.8336629999999999
OT01V2606236943,1776332431742.592,outbound-rtp,COT01_98_profile-id=0,video,video,2606236943,T01,0,0,true,1,0,,,0,,0,0,0,0,SV30,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,1951547505,,,0,0,0
OT01V3019454364,1776332431742.592,outbound-rtp,COT01_98_profile-id=0,video,video,3019454364,T01,0,1,true,2,0,,,0,,0,283,0,0,SV30,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,1728242362,,,0,0,0
OT01V2345719432,1776332432742.713,outbound-rtp,COT01_98_profile-id=0,video,video,2345719432,T01,74989,231,true,0,0,270,480,84,29,84,37013,1,1,SV30,0,0,0,0,16806,[object Object],bandwidth,0,RIV2345719432,0,0,r0,478900386,L1T3,237952,1.375,0,0.894017
OT01V2606236943,1776332432742.713,outbound-rtp,COT01_98_profile-id=0,video,video,2606236943,T01,0,0,true,1,0,,,0,,0,0,0,0,SV30,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,1951547505,,,0,0,0
