id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,bytesSent,packetsSent,active,encodingIndex,firCount,frameHeight,frameWidth,framesEncoded,framesPerSecond,framesSent,headerBytesSent,hugeFramesSent,keyFramesEncoded,mediaSourceId,mid,nackCount,packetsSentWithEct1,pliCount,qpSum,qualityLimitationDurations,qualityLimitationReason,qualityLimitationResolutionChanges,remoteId,retransmittedBytesSent,retransmittedPacketsSent,rid,rtxSsrc,scalabilityMode,targetBitrate,totalEncodeTime,totalEncodedBytesTarget,totalPacketSendDelay
OT01V3154128601,1776336498742.87,outbound-rtp,COT01_98_profile-id=0,video,video,3154128601,T01,32603,45,true,0,0,270,480,28,31,28,1463,1,1,SV143,0,0,0,0,5581,[object Object],bandwidth,0,RIV3154128601,0,0,r0,3406806547,L1T3,214166,0.581,0,2.764091
OT01V538751749,1776336498742.87,outbound-rtp,COT01_98_profile-id=0,video,video,538751749,T01,0,0,true,1,0,,,0,,0,0,0,0,SV143,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,4288797389,,,0,0,0
OT01V789563355,1776336498742.87,outbound-rtp,COT01_98_profile-id=0,video,video,789563355,T01,0,1,true,2,0,,,0,,0,283,0,0,SV143,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,1762807482,,,0,0,0
OT01V3154128601,1776336498742.87,outbound-rtp,COT01_98_profile-id=0,video,video,3154128601,T01,32603,45,true,0,0,270,480,28,31,28,1463,1,1,SV143,0,0,0,0,5581,[object Object],bandwidth,0,RIV3154128601,0,0,r0,3406806547,L1T3,214166,0.581,0,2.764091
OT01V538751749,1776336498742.87,outbound-rtp,COT01_98_profile-id=0,video,video,538751749,T01,0,0,true,1,0,,,0,,0,0,0,0,SV143,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,4288797389,,,0,0,0
OT01V789563355,1776336498742.87,outbound-rtp,COT01_98_profile-id=0,video,video,789563355,T01,0,1,true,2,0,,,0,,0,283,0,0,SV143,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,1762807482,,,0,0,0
OT01V3154128601,1776336499742.803,outbound-rtp,COT01_98_profile-id=0,video,video,3154128601,T01,54268,129,true,0,0,270,480,55,28,55,16229,1,1,SV143,0,0,0,0,11031,[object Object],bandwidth,0,RIV3154128601,0,0,r0,3406806547,L1T3,221212,1.07,0,2.7641169999999997
OT01V538751749,1776336499742.803,outbound-rtp,COT01_98_profile-id=0,video,video,538751749,T01,0,0,true,1,0,,,0,,0,0,0,0,SV143,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,4288797389,,,0,0,0
OT01V789563355,1776336499742.803,outbound-rtp,COT01_98_profile-id=0,video,video,789563355,T01,0,1,true,2,0,,,0,,0,283,0,0,SV143,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,1762807482,,,0,0,0
OT01V3154128601,1776336499742.803,outbound-rtp,COT01_98_profile-id=0,video,video,3154128601,T01,54268,129,true,0,0,270,480,55,28,55,16229,1,1,SV143,0,0,0,0,11031,[object Object],bandwidth,0,RIV3154128601,0,0,r0,3406806547,L1T3,221212,1.07,0,2.7641169999999997
OT01V538751749,1776336499742.803,outbound-rtp,COT01_98_profile-id=0,video,video,538751749,T01,0,0,true,1,0,,,0,,0,0,0,0,SV143,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,4288797389,,,0,0,0
OT01V789563355,1776336499742.803,outbound-rtp,COT01_98_profile-id=0,video,video,789563355,T01,0,1,true,2,0,,,0,,0,283,0,0,SV143,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,1762807482,,,0,0,0
OT01V3154128601,1776336500742.68,outbound-rtp,COT01_98_profile-id=0,video,video,3154128601,T01,81994,217,true,0,0,270,480,86,31,86,30836,1,1,SV143,0,0,0,0,17130,[object Object],bandwidth,0,RIV3154128601,0,0,r0,3406806547,L1T3,257000,1.658,0,2.764154
OT01V538751749,1776336500742.68,outbound-rtp,COT01_98_profile-id=0,video,video,538751749,T01,0,0,true,1,0,,,0,,0,0,0,0,SV143,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,4288797389,,,0,0,0
OT01V789563355,1776336500742.68,outbound-rtp,COT01_98_profile-id=0,video,video,789563355,T01,0,1,true,2,0,,,0,,0,283,0,0,SV143,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,1762807482,,,0,0,0
OT01V3154128601,1776336500742.68,outbound-rtp,COT01_98_profile-id=0,video,video,3154128601,T01,81994,217,true,0,0,270,480,86,31,86,30836,1,1,SV143,0,0,0,0,17130,[object Object],bandwidth,0,RIV3154128601,0,0,r0,3406806547,L1T3,257000,1.658,0,2.764154
