

id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,jitter,packetsLost,packetsReceived,packetsReceivedWithCe,packetsReceivedWithEct1,bytesReceived,firCount,frameHeight,frameWidth,framesAssembledFromMultiplePackets,framesDecoded,framesDropped,framesReceived,freezeCount,headerBytesReceived,jitterBufferDelay,jitterBufferEmittedCount,jitterBufferMinimumDelay,jitterBufferTargetDelay,keyFramesDecoded,lastPacketReceivedTimestamp,mid,nackCount,pauseCount,pliCount,qpSum,rtxSsrc,totalAssemblyTime,totalDecodeTime,totalFreezesDuration,totalInterFrameDelay,totalPausesDuration,totalProcessingDelay,totalSquaredInterFrameDelay,trackIdentifier
IT01V465837774,1776341249920.919,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0,0,8,0,0,8525,0,270,480,1,1,0,1,0,260,0.057085,1,0.011124,0.011124,1,1776341249904.757,0,0,0,0,172,465837775,0.057040999999999994,0.005064,0,0,0,0.062345,0,29353a53-e0b9-480f-9fb7-10933ec50054
IT01V465837774,1776341249920.919,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0,0,8,0,0,8525,0,270,480,1,1,0,1,0,260,0.057085,1,0.011124,0.011124,1,1776341249904.757,0,0,0,0,172,465837775,0.057040999999999994,0.005064,0,0,0,0.062345,0,29353a53-e0b9-480f-9fb7-10933ec50054
IT01V465837774,1776341250120.607,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0.004,0,10,0,0,9852,0,270,480,2,2,0,2,0,324,0.06963699999999999,2,0.022248,0.022248,1,1776341250105.589,0,0,0,0,378,465837775,0.057054999999999995,0.005463,0,0.209,0,0.075348,0.043681,29353a53-e0b9-480f-9fb7-10933ec50054
IT01V465837774,1776341250120.607,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0.004,0,10,0,0,9852,0,270,480,2,2,0,2,0,324,0.06963699999999999,2,0.022248,0.022248,1,1776341250105.589,0,0,0,0,378,465837775,0.057054999999999995,0.005463,0,0.209,0,0.075348,0.043681,29353a53-e0b9-480f-9fb7-10933ec50054
IT01V465837774,1776341250320.819,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0.012,0,14,0,0,13169,0,270,480,4,4,0,4,0,452,0.145346,4,0.111163,0.111163,1,1776341250260.877,0,0,0,0,794,465837775,0.057081,0.008603,0,0.383,0,0.154443,0.058891,29353a53-e0b9-480f-9fb7-10933ec50054
IT01V465837774,1776341250320.819,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0.012,0,14,0,0,13169,0,270,480,4,4,0,4,0,452,0.145346,4,0.111163,0.111163,1,1776341250260.877,0,0,0,0,794,465837775,0.057081,0.008603,0,0.383,0,0.154443,0.058891,29353a53-e0b9-480f-9fb7-10933ec50054
IT01V465837774,1776341250520.969,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0.012,0,17,0,0,15530,0,270,480,5,6,0,6,0,548,0.154979,6,0.181437,0.181437,1,1776341250510.93,0,0,0,0,1207,465837775,0.057129,0.012201,0,0.603,0,0.167881,0.083739,29353a53-e0b9-480f-9fb7-10933ec50054
IT01V465837774,1776341250520.969,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0.012,0,17,0,0,15530,0,270,480,5,6,0,6,0,548,0.154979,6,0.181437,0.181437,1,1776341250510.93,0,0,0,0,1207,465837775,0.057129,0.012201,0,0.603,0,0.167881,0.083739,29353a53-e0b9-480f-9fb7-10933ec50054
IT01V465837774,1776341250720.907,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0.011,0,19,0,0,17876,0,270,480,6,7,0,7,0,612,0.15500799999999998,7,0.211445,0.211445,1,1776341250647.919,0,0,0,0,1408,465837775,0.057143,0.012825999999999999,0,0.739,0,0.168588,0.10223499999999999,29353a53-e0b9-480f-9fb7-10933ec50054
IT01V465837774,1776341250720.907,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0.011,0,19,0,0,17876,0,270,480,6,7,0,7,0,612,0.15500799999999998,7,0.211445,0.211445,1,1776341250647.919,0,0,0,0,1408,465837775,0.057143,0.012825999999999999,0,0.739,0,0.168588,0.10223499999999999,29353a53-e0b9-480f-9fb7-10933ec50054
IT01V465837774,1776341250921.022,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0.01,0,24,0,0,21211,0,270,480,8,9,1,9,0,772,0.158662,9,0.253914,0.253914,1,1776341250911.373,0,0,0,0,1820,465837775,0.057172999999999995,0.015203999999999999,0,1.007,0,0.174782,0.13819700000000001,29353a53-e0b9-480f-9fb7-10933ec50054
IT01V465837774,1776341250921.022,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0.01,0,24,0,0,21211,0,270,480,8,9,1,9,0,772,0.158662,9,0.253914,0.253914,1,1776341250911.373,0,0,0,0,1820,465837775,0.057172999999999995,0.015203999999999999,0,1.007,0,0.174782,0.13819700000000001,29353a53-e0b9-480f-9fb7-10933ec50054
IT01V465837774,1776341251120.857,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0.008,0,32,0,0,26084,0,270,480,10,15,1,15,0,1028,0.167096,15,0.35412899999999997,0.35412899999999997,1,1776341251110.492,0,0,0,0,3022,465837775,0.057204,0.022099999999999998,0,1.202,0,0.190686,0.14457399999999998,29353a53-e0b9-480f-9fb7-10933ec50054
IT01V465837774,1776341251120.857,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0.008,0,32,0,0,26084,0,270,480,10,15,1,15,0,1028,0.167096,15,0.35412899999999997,0.35412899999999997,1,1776341251110.492,0,0,0,0,3022,465837775,0.057204,0.022099999999999998,0,1.202,0,0.190686,0.14457399999999998,29353a53-e0b9-480f-9fb7-10933ec50054
IT01V465837774,1776341251320.839,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0.006,0,40,0,0,30306,0,270,480,12,21,1,21,0,1284,0.167328,21,0.424425,0.424425,1,1776341251311.861,0,0,0,0,4240,465837775,0.057246,0.027604999999999998,0,1.403,0,0.196929,0.15156099999999997,29353a53-e0b9-480f-9fb7-10933ec50054
IT01V465837774,1776341251320.839,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0.006,0,40,0,0,30306,0,270,480,12,21,1,21,0,1284,0.167328,21,0.424425,0.424425,1,1776341251311.861,0,0,0,0,4240,465837775,0.057246,0.027604999999999998,0,1.403,0,0.196929,0.15156099999999997,29353a53-e0b9-480f-9fb7-10933ec50054
IT01V465837774,1776341251520.838,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0.006,0,46,0,0,33613,0,270,480,12,27,1,27,0,1476,0.167511,27,0.506977,0.506977,1,1776341251495.52,0,0,0,0,5465,465837775,0.057246,0.031883999999999996,0,1.586,0,0.201948,0.15732199999999996,29353a53-e0b9-480f-9fb7-10933ec50054
IT01V465837774,1776341251520.838,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0.006,0,46,0,0,33613,0,270,480,12,27,1,27,0,1476,0.167511,27,0.506977,0.506977,1,1776341251495.52,0,0,0,0,5465,465837775,0.057246,0.031883999999999996,0,1.586,0,0.201948,0.15732199999999996,29353a53-e0b9-480f-9fb7-10933ec50054
IT01V465837774,1776341251720.867,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0.006,0,53,0,0,37328,0,270,480,13,33,1,33,0,1700,0.167709,33,0.590241,0.590241,1,1776341251709.639,0,0,0,0,6684,465837775,0.057284999999999996,0.036562,0,1.802,0,0.20738399999999999,0.16555199999999995,29353a53-e0b9-480f-9fb7-10933ec50054
IT01V465837774,1776341251720.867,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0.006,0,53,0,0,37328,0,270,480,13,33,1,33,0,1700,0.167709,33,0.590241,0.590241,1,1776341251709.639,0,0,0,0,6684,465837775,0.057284999999999996,0.036562,0,1.802,0,0.20738399999999999,0.16555199999999995,29353a53-e0b9-480f-9fb7-10933ec50054
IT01V465837774,1776341251920.658,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0.005,0,58,0,0,40385,0,270,480,14,37,1,37,0,1860,0.16788,37,0.6571589999999999,0.6571589999999999,1,1776341251844.967,0,0,0,0,7479,465837775,0.057319999999999996,0.041866,0,1.938,0,0.213306,0.17021199999999995,29353a53-e0b9-480f-9fb7-10933ec50054
IT01V465837774,1776341251920.658,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0.005,0,58,0,0,40385,0,270,480,14,37,1,37,0,1860,0.16788,37,0.6571589999999999,0.6571589999999999,1,1776341251844.967,0,0,0,0,7479,465837775,0.057319999999999996,0.041866,0,1.938,0,0.213306,0.17021199999999995,29353a53-e0b9-480f-9fb7-10933ec50054
IT01V465837774,1776341252120.918,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0.007,0,61,0,0,43899,0,180,320,15,38,1,38,0,1960,0.222181,38,0.685777,0.685777,2,1776341251977.03,0,0,0,0,7655,465837775,0.11158799999999999,0.043618,0,2.069,0,0.269436,0.18737299999999996,29353a53-e0b9-480f-9fb7-10933ec50054
IT01V465837774,1776341252120.918,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0.007,0,61,0,0,43899,0,180,320,15,38,1,38,0,1960,0.222181,38,0.685777,0.685777,2,1776341251977.03,0,0,0,0,7655,465837775,0.11158799999999999,0.043618,0,2.069,0,0.269436,0.18737299999999996,29353a53-e0b9-480f-9fb7-10933ec50054
IT01V465837774,1776341252320.713,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0.017,0,66,0,0,45658,0,180,320,15,42,1,43,0,2120,0.222963,43,0.832129,0.832129,2,1776341252321.312,0,0,0,0,8469,465837775,0.11158799999999999,0.046993,0,2.321,0,0.27393999999999996,0.21378099999999997,29353a53-e0b9-480f-9fb7-10933ec50054
IT01V465837774,1776341252320.713,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0.017,0,66,0,0,45658,0,180,320,15,42,1,43,0,2120,0.222963,43,0.832129,0.832129,2,1776341252321.312,0,0,0,0,8469,465837775,0.11158799999999999,0.046993,0,2.321,0,0.27393999999999996,0.21378099999999997,29353a53-e0b9-480f-9fb7-10933ec50054
IT01V465837774,1776341252520.812,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0.022,0,73,0,0,48045,0,180,320,15,49,2,50,0,2344,0.225399,49,1.0610739999999999,1.0610739999999999,2,1776341252502.414,0,0,0,0,9869,465837775,0.11158799999999999,0.052377,0,2.594,0,0.282281,0.23446199999999998,29353a53-e0b9-480f-9fb7-10933ec50054
IT01V465837774,1776341252520.812,inbound-rtp,CIT01_105_profile-id=0,video,video,465837774,T01,0.022,0,73,0,0,48045,0,180,320,15,49,2,50,0,2344,0.225399,49,1.0610739999999999,1.0610739999999999,2,1776341252502.414,0,0,0,0,9869,465837775,0.11158799999999999,0.052377,0,2.594,0,0.282281,0.23446199999999998,29353a53-e0b9-480f-9fb7-10933ec50054
