id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,bytesSent,packetsSent,active,encodingIndex,firCount,frameHeight,frameWidth,framesEncoded,framesPerSecond,framesSent,headerBytesSent,hugeFramesSent,keyFramesEncoded,mediaSourceId,mid,nackCount,packetsSentWithEct1,pliCount,qpSum,qualityLimitationDurations,qualityLimitationReason,qualityLimitationResolutionChanges,remoteId,retransmittedBytesSent,retransmittedPacketsSent,rid,rtxSsrc,scalabilityMode,targetBitrate,totalEncodeTime,totalEncodedBytesTarget,totalPacketSendDelay
OT01V1457867328,1776344094742.757,outbound-rtp,COT01_98_profile-id=0,video,video,1457867328,T01,30883,45,true,0,0,270,480,27,31,27,1451,1,1,SV354,0,0,0,0,5388,[object Object],bandwidth,0,RIV1457867328,0,0,r0,96825417,L1T3,214166,0.527,0,0.943035
OT01V160197203,1776344094742.757,outbound-rtp,COT01_98_profile-id=0,video,video,160197203,T01,0,1,true,2,0,,,0,,0,283,0,0,SV354,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3711958364,,,0,0,0
OT01V3607930469,1776344094742.757,outbound-rtp,COT01_98_profile-id=0,video,video,3607930469,T01,0,0,true,1,0,,,0,,0,0,0,0,SV354,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2743176397,,,0,0,0
OT01V1457867328,1776344094742.757,outbound-rtp,COT01_98_profile-id=0,video,video,1457867328,T01,30883,45,true,0,0,270,480,27,31,27,1451,1,1,SV354,0,0,0,0,5388,[object Object],bandwidth,0,RIV1457867328,0,0,r0,96825417,L1T3,214166,0.527,0,0.943035
OT01V160197203,1776344094742.757,outbound-rtp,COT01_98_profile-id=0,video,video,160197203,T01,0,1,true,2,0,,,0,,0,283,0,0,SV354,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3711958364,,,0,0,0
OT01V3607930469,1776344094742.757,outbound-rtp,COT01_98_profile-id=0,video,video,3607930469,T01,0,0,true,1,0,,,0,,0,0,0,0,SV354,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2743176397,,,0,0,0
OT01V1457867328,1776344095742.698,outbound-rtp,COT01_98_profile-id=0,video,video,1457867328,T01,51742,135,true,0,0,270,480,55,28,55,17891,1,1,SV354,0,0,0,0,11088,[object Object],bandwidth,0,RIV1457867328,0,0,r0,96825417,L1T3,205406,1.028,0,0.94306
OT01V160197203,1776344095742.698,outbound-rtp,COT01_98_profile-id=0,video,video,160197203,T01,0,1,true,2,0,,,0,,0,283,0,0,SV354,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3711958364,,,0,0,0
OT01V3607930469,1776344095742.698,outbound-rtp,COT01_98_profile-id=0,video,video,3607930469,T01,0,0,true,1,0,,,0,,0,0,0,0,SV354,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2743176397,,,0,0,0
OT01V1457867328,1776344095742.698,outbound-rtp,COT01_98_profile-id=0,video,video,1457867328,T01,51742,135,true,0,0,270,480,55,28,55,17891,1,1,SV354,0,0,0,0,11088,[object Object],bandwidth,0,RIV1457867328,0,0,r0,96825417,L1T3,205406,1.028,0,0.94306
