

id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,jitter,packetsLost,packetsReceived,packetsReceivedWithCe,packetsReceivedWithEct1,bytesReceived,firCount,frameHeight,frameWidth,framesAssembledFromMultiplePackets,framesDecoded,framesDropped,framesPerSecond,framesReceived,freezeCount,headerBytesReceived,jitterBufferDelay,jitterBufferEmittedCount,jitterBufferMinimumDelay,jitterBufferTargetDelay,keyFramesDecoded,lastPacketReceivedTimestamp,mid,nackCount,pauseCount,pliCount,qpSum,totalAssemblyTime,totalDecodeTime,totalFreezesDuration,totalInterFrameDelay,totalPausesDuration,totalProcessingDelay,totalSquaredInterFrameDelay,trackIdentifier
IT01V374917333,1776337545680.826,inbound-rtp,CIT01_105_profile-id=0,video,video,374917333,T01,0.007,0,53,0,0,48890,0,270,480,5,5,1,,5,0,1708,0.057003,5,0.044178999999999996,0.044178999999999996,3,1776337545645.57,0,0,0,0,1016,0.044328,0.004547,0,0.901,0,0.061752999999999995,0.440843,9a459347-b952-4ccb-aa9a-8aaaa798d7fe
IT01V374917333,1776337545880.707,inbound-rtp,CIT01_105_profile-id=0,video,video,374917333,T01,0.007,0,59,0,0,55124,0,270,480,6,6,20,,6,1,1904,0.062556,6,0.044178999999999996,0.044178999999999996,4,1776337545862.648,0,0,0,1,1211,0.044361,0.005399,3.035,3.936,0,0.068183,9.652068,9a459347-b952-4ccb-aa9a-8aaaa798d7fe
IT01V374917333,1776337545880.707,inbound-rtp,CIT01_105_profile-id=0,video,video,374917333,T01,0.007,0,59,0,0,55124,0,270,480,6,6,20,,6,1,1904,0.062556,6,0.044178999999999996,0.044178999999999996,4,1776337545862.648,0,0,0,1,1211,0.044361,0.005399,3.035,3.936,0,0.068183,9.652068,9a459347-b952-4ccb-aa9a-8aaaa798d7fe
IT01V374917333,1776337546080.687,inbound-rtp,CIT01_105_profile-id=0,video,video,374917333,T01,0.008,0,62,0,0,57602,0,270,480,7,7,20,9,7,1,2000,0.062599,7,0.044178999999999996,0.044178999999999996,4,1776337546009.789,0,0,0,1,1411,0.044386999999999996,0.006298,3.035,4.078,0,0.069188,9.672232,9a459347-b952-4ccb-aa9a-8aaaa798d7fe
IT01V374917333,1776337546080.687,inbound-rtp,CIT01_105_profile-id=0,video,video,374917333,T01,0.008,0,62,0,0,57602,0,270,480,7,7,20,9,7,1,2000,0.062599,7,0.044178999999999996,0.044178999999999996,4,1776337546009.789,0,0,0,1,1411,0.044386999999999996,0.006298,3.035,4.078,0,0.069188,9.672232,9a459347-b952-4ccb-aa9a-8aaaa798d7fe
IT01V374917333,1776337546280.771,inbound-rtp,CIT01_105_profile-id=0,video,video,374917333,T01,0.007,0,66,0,0,60831,0,270,480,9,9,20,10,9,1,2128,0.062669,9,0.044178999999999996,0.044178999999999996,4,1776337546263.027,0,0,0,1,1816,0.04442,0.007176999999999999,3.035,4.331,0,0.07024899999999999,9.704248999999999,9a459347-b952-4ccb-aa9a-8aaaa798d7fe
IT01V374917333,1776337546280.771,inbound-rtp,CIT01_105_profile-id=0,video,video,374917333,T01,0.007,0,66,0,0,60831,0,270,480,9,9,20,10,9,1,2128,0.062669,9,0.044178999999999996,0.044178999999999996,4,1776337546263.027,0,0,0,1,1816,0.04442,0.007176999999999999,3.035,4.331,0,0.07024899999999999,9.704248999999999,9a459347-b952-4ccb-aa9a-8aaaa798d7fe
IT01V374917333,1776337546480.847,inbound-rtp,CIT01_105_profile-id=0,video,video,374917333,T01,0.008,0,68,0,0,62272,0,270,480,10,10,20,8,10,1,2192,0.067401,10,0.044178999999999996,0.044178999999999996,4,1776337546410.2542,0,0,0,1,2019,0.044428999999999996,0.007581,3.035,4.482,0,0.075483,9.727049999999998,9a459347-b952-4ccb-aa9a-8aaaa798d7fe
IT01V374917333,1776337546480.847,inbound-rtp,CIT01_105_profile-id=0,video,video,374917333,T01,0.008,0,68,0,0,62272,0,270,480,10,10,20,8,10,1,2192,0.067401,10,0.044178999999999996,0.044178999999999996,4,1776337546410.2542,0,0,0,1,2019,0.044428999999999996,0.007581,3.035,4.482,0,0.075483,9.727049999999998,9a459347-b952-4ccb-aa9a-8aaaa798d7fe
IT01V374917333,1776337546680.644,inbound-rtp,CIT01_105_profile-id=0,video,video,374917333,T01,0.007,0,72,0,0,65592,0,270,480,12,12,20,9,12,1,2320,0.067467,12,0.044178999999999996,0.044178999999999996,4,1776337546670.553,0,0,0,1,2426,0.04446,0.00866,3.035,4.738,0,0.076768,9.759849999999998,9a459347-b952-4ccb-aa9a-8aaaa798d7fe
