id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,bytesSent,packetsSent,active,encodingIndex,firCount,frameHeight,frameWidth,framesEncoded,framesPerSecond,framesSent,headerBytesSent,hugeFramesSent,keyFramesEncoded,mediaSourceId,mid,nackCount,packetsSentWithEct1,pliCount,qpSum,qualityLimitationDurations,qualityLimitationReason,qualityLimitationResolutionChanges,remoteId,retransmittedBytesSent,retransmittedPacketsSent,rid,rtxSsrc,scalabilityMode,targetBitrate,totalEncodeTime,totalEncodedBytesTarget,totalPacketSendDelay
OT01V1058507902,1776336318743.03,outbound-rtp,COT01_98_profile-id=0,video,video,1058507902,T01,32160,45,true,0,0,270,480,28,31,28,1463,1,1,SV138,0,0,0,0,5577,[object Object],bandwidth,0,RIV1058507902,0,0,r0,1660018213,L1T3,214166,0.549,0,2.704351
OT01V1879434024,1776336318743.03,outbound-rtp,COT01_98_profile-id=0,video,video,1879434024,T01,0,0,true,1,0,,,0,,0,0,0,0,SV138,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2751876209,,,0,0,0
OT01V978981769,1776336318743.03,outbound-rtp,COT01_98_profile-id=0,video,video,978981769,T01,0,1,true,2,0,,,0,,0,283,0,0,SV138,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2637287422,,,0,0,0
OT01V1058507902,1776336318743.03,outbound-rtp,COT01_98_profile-id=0,video,video,1058507902,T01,32160,45,true,0,0,270,480,28,31,28,1463,1,1,SV138,0,0,0,0,5577,[object Object],bandwidth,0,RIV1058507902,0,0,r0,1660018213,L1T3,214166,0.549,0,2.704351
OT01V1879434024,1776336318743.03,outbound-rtp,COT01_98_profile-id=0,video,video,1879434024,T01,0,0,true,1,0,,,0,,0,0,0,0,SV138,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2751876209,,,0,0,0
OT01V978981769,1776336318743.03,outbound-rtp,COT01_98_profile-id=0,video,video,978981769,T01,0,1,true,2,0,,,0,,0,283,0,0,SV138,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2637287422,,,0,0,0
OT01V1058507902,1776336319742.676,outbound-rtp,COT01_98_profile-id=0,video,video,1058507902,T01,55426,128,true,0,0,270,480,57,30,57,16205,1,1,SV138,0,0,0,0,11426,[object Object],bandwidth,0,RIV1058507902,0,0,r0,1660018213,L1T3,223538,1.086,0,2.704369
OT01V1879434024,1776336319742.676,outbound-rtp,COT01_98_profile-id=0,video,video,1879434024,T01,0,0,true,1,0,,,0,,0,0,0,0,SV138,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,2751876209,,,0,0,0
OT01V978981769,1776336319742.676,outbound-rtp,COT01_98_profile-id=0,video,video,978981769,T01,0,1,true,2,0,,,0,,0,283,0,0,SV138,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2637287422,,,0,0,0
OT01V1058507902,1776336319742.676,outbound-rtp,COT01_98_profile-id=0,video,video,1058507902,T01,55426,128,true,0,0,270,480,57,30,57,16205,1,1,SV138,0,0,0,0,11426,[object Object],bandwidth,0,RIV1058507902,0,0,r0,1660018213,L1T3,223538,1.086,0,2.704369
