id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,bytesSent,packetsSent,active,encodingIndex,firCount,frameHeight,frameWidth,framesEncoded,framesPerSecond,framesSent,headerBytesSent,hugeFramesSent,keyFramesEncoded,mediaSourceId,mid,nackCount,packetsSentWithEct1,pliCount,qpSum,qualityLimitationDurations,qualityLimitationReason,qualityLimitationResolutionChanges,remoteId,retransmittedBytesSent,retransmittedPacketsSent,rid,rtxSsrc,scalabilityMode,targetBitrate,totalEncodeTime,totalEncodedBytesTarget,totalPacketSendDelay
OT01V3528402506,1776332502742.86,outbound-rtp,COT01_98_profile-id=0,video,video,3528402506,T01,32519,45,true,0,0,270,480,28,31,28,1463,1,1,SV32,0,0,0,0,5579,[object Object],bandwidth,0,RIV3528402506,0,0,r0,3633975508,L1T3,214166,0.621,0,2.6730709999999998
OT01V3738602804,1776332502742.86,outbound-rtp,COT01_98_profile-id=0,video,video,3738602804,T01,0,1,true,2,0,,,0,,0,283,0,0,SV32,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2186366977,,,0,0,0
OT01V3980220248,1776332502742.86,outbound-rtp,COT01_98_profile-id=0,video,video,3980220248,T01,0,0,true,1,0,,,0,,0,0,0,0,SV32,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,3689909797,,,0,0,0
OT01V3528402506,1776332502742.86,outbound-rtp,COT01_98_profile-id=0,video,video,3528402506,T01,32519,45,true,0,0,270,480,28,31,28,1463,1,1,SV32,0,0,0,0,5579,[object Object],bandwidth,0,RIV3528402506,0,0,r0,3633975508,L1T3,214166,0.621,0,2.6730709999999998
OT01V3738602804,1776332502742.86,outbound-rtp,COT01_98_profile-id=0,video,video,3738602804,T01,0,1,true,2,0,,,0,,0,283,0,0,SV32,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2186366977,,,0,0,0
OT01V3980220248,1776332502742.86,outbound-rtp,COT01_98_profile-id=0,video,video,3980220248,T01,0,0,true,1,0,,,0,,0,0,0,0,SV32,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,3689909797,,,0,0,0
OT01V3528402506,1776332503742.782,outbound-rtp,COT01_98_profile-id=0,video,video,3528402506,T01,54644,128,true,0,0,270,480,56,29,56,16205,1,1,SV32,0,0,0,0,11190,[object Object],bandwidth,0,RIV3528402506,0,0,r0,3633975508,L1T3,223592,1.074,0,2.673098
OT01V3738602804,1776332503742.782,outbound-rtp,COT01_98_profile-id=0,video,video,3738602804,T01,0,1,true,2,0,,,0,,0,283,0,0,SV32,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2186366977,,,0,0,0
OT01V3980220248,1776332503742.782,outbound-rtp,COT01_98_profile-id=0,video,video,3980220248,T01,0,0,true,1,0,,,0,,0,0,0,0,SV32,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,3689909797,,,0,0,0
OT01V3528402506,1776332503742.782,outbound-rtp,COT01_98_profile-id=0,video,video,3528402506,T01,54644,128,true,0,0,270,480,56,29,56,16205,1,1,SV32,0,0,0,0,11190,[object Object],bandwidth,0,RIV3528402506,0,0,r0,3633975508,L1T3,223592,1.074,0,2.673098
OT01V3738602804,1776332503742.782,outbound-rtp,COT01_98_profile-id=0,video,video,3738602804,T01,0,1,true,2,0,,,0,,0,283,0,0,SV32,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2186366977,,,0,0,0
OT01V3980220248,1776332503742.782,outbound-rtp,COT01_98_profile-id=0,video,video,3980220248,T01,0,0,true,1,0,,,0,,0,0,0,0,SV32,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,3689909797,,,0,0,0
OT01V3528402506,1776332504742.704,outbound-rtp,COT01_98_profile-id=0,video,video,3528402506,T01,83431,217,true,0,0,270,480,86,31,86,31091,1,1,SV32,0,0,0,0,17079,[object Object],bandwidth,0,RIV3528402506,0,0,r0,3633975508,L1T3,257000,1.604,0,2.6731339999999997
OT01V3738602804,1776332504742.704,outbound-rtp,COT01_98_profile-id=0,video,video,3738602804,T01,0,1,true,2,0,,,0,,0,283,0,0,SV32,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2186366977,,,0,0,0
OT01V3980220248,1776332504742.704,outbound-rtp,COT01_98_profile-id=0,video,video,3980220248,T01,0,0,true,1,0,,,0,,0,0,0,0,SV32,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,3689909797,,,0,0,0
OT01V3528402506,1776332504742.704,outbound-rtp,COT01_98_profile-id=0,video,video,3528402506,T01,83431,217,true,0,0,270,480,86,31,86,31091,1,1,SV32,0,0,0,0,17079,[object Object],bandwidth,0,RIV3528402506,0,0,r0,3633975508,L1T3,257000,1.604,0,2.6731339999999997
OT01V3738602804,1776332504742.704,outbound-rtp,COT01_98_profile-id=0,video,video,3738602804,T01,0,1,true,2,0,,,0,,0,283,0,0,SV32,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2186366977,,,0,0,0
OT01V3980220248,1776332504742.704,outbound-rtp,COT01_98_profile-id=0,video,video,3980220248,T01,0,0,true,1,0,,,0,,0,0,0,0,SV32,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,3689909797,,,0,0,0
OT01V3528402506,1776332505742.782,outbound-rtp,COT01_98_profile-id=0,video,video,3528402506,T01,113768,302,true,0,0,270,480,116,31,116,44606,1,1,SV32,0,0,0,0,22840,[object Object],bandwidth,0,RIV3528402506,0,0,r0,3633975508,L1T3,257000,2.123,0,2.673174
OT01V3738602804,1776332505742.782,outbound-rtp,COT01_98_profile-id=0,video,video,3738602804,T01,0,1,true,2,0,,,0,,0,283,0,0,SV32,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,2186366977,,,0,0,0
OT01V3980220248,1776332505742.782,outbound-rtp,COT01_98_profile-id=0,video,video,3980220248,T01,0,0,true,1,0,,,0,,0,0,0,0,SV32,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,3689909797,,,0,0,0
