id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,bytesSent,packetsSent,active,encodingIndex,firCount,frameHeight,frameWidth,framesEncoded,framesPerSecond,framesSent,headerBytesSent,hugeFramesSent,keyFramesEncoded,mediaSourceId,mid,nackCount,packetsSentWithEct1,pliCount,qpSum,qualityLimitationDurations,qualityLimitationReason,qualityLimitationResolutionChanges,remoteId,retransmittedBytesSent,retransmittedPacketsSent,rid,rtxSsrc,scalabilityMode,targetBitrate,totalEncodeTime,totalEncodedBytesTarget,totalPacketSendDelay
OT01V2488264784,1776337758742.932,outbound-rtp,COT01_98_profile-id=0,video,video,2488264784,T01,32227,45,true,0,0,270,480,27,30,27,1463,1,1,SV178,0,0,0,0,5370,[object Object],bandwidth,0,RIV2488264784,0,0,r0,1301743383,L1T3,214166,0.47,0,2.282613
OT01V2669148943,1776337758742.932,outbound-rtp,COT01_98_profile-id=0,video,video,2669148943,T01,0,0,true,1,0,,,0,,0,0,0,0,SV178,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,4196187504,,,0,0,0
OT01V3860384950,1776337758742.932,outbound-rtp,COT01_98_profile-id=0,video,video,3860384950,T01,0,1,true,2,0,,,0,,0,283,0,0,SV178,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3930679369,,,0,0,0
OT01V2488264784,1776337758742.932,outbound-rtp,COT01_98_profile-id=0,video,video,2488264784,T01,32227,45,true,0,0,270,480,27,30,27,1463,1,1,SV178,0,0,0,0,5370,[object Object],bandwidth,0,RIV2488264784,0,0,r0,1301743383,L1T3,214166,0.47,0,2.282613
OT01V2669148943,1776337758742.932,outbound-rtp,COT01_98_profile-id=0,video,video,2669148943,T01,0,0,true,1,0,,,0,,0,0,0,0,SV178,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,4196187504,,,0,0,0
OT01V3860384950,1776337758742.932,outbound-rtp,COT01_98_profile-id=0,video,video,3860384950,T01,0,1,true,2,0,,,0,,0,283,0,0,SV178,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3930679369,,,0,0,0
OT01V2488264784,1776337759742.908,outbound-rtp,COT01_98_profile-id=0,video,video,2488264784,T01,52016,136,true,0,0,270,480,54,27,54,18692,1,1,SV178,0,0,0,0,10841,[object Object],bandwidth,0,RIV2488264784,0,0,r0,1301743383,L1T3,194611,0.939,0,2.2826299999999997
OT01V2669148943,1776337759742.908,outbound-rtp,COT01_98_profile-id=0,video,video,2669148943,T01,0,0,true,1,0,,,0,,0,0,0,0,SV178,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,4196187504,,,0,0,0
OT01V3860384950,1776337759742.908,outbound-rtp,COT01_98_profile-id=0,video,video,3860384950,T01,0,1,true,2,0,,,0,,0,283,0,0,SV178,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3930679369,,,0,0,0
OT01V2488264784,1776337759742.908,outbound-rtp,COT01_98_profile-id=0,video,video,2488264784,T01,52016,136,true,0,0,270,480,54,27,54,18692,1,1,SV178,0,0,0,0,10841,[object Object],bandwidth,0,RIV2488264784,0,0,r0,1301743383,L1T3,194611,0.939,0,2.2826299999999997
OT01V2669148943,1776337759742.908,outbound-rtp,COT01_98_profile-id=0,video,video,2669148943,T01,0,0,true,1,0,,,0,,0,0,0,0,SV178,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,4196187504,,,0,0,0
OT01V3860384950,1776337759742.908,outbound-rtp,COT01_98_profile-id=0,video,video,3860384950,T01,0,1,true,2,0,,,0,,0,283,0,0,SV178,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3930679369,,,0,0,0
OT01V2488264784,1776337760742.803,outbound-rtp,COT01_98_profile-id=0,video,video,2488264784,T01,75451,232,true,0,0,270,480,84,29,84,36296,1,1,SV178,0,0,0,0,16834,[object Object],bandwidth,0,RIV2488264784,0,0,r0,1301743383,L1T3,239955,1.474,0,2.282655
OT01V2669148943,1776337760742.803,outbound-rtp,COT01_98_profile-id=0,video,video,2669148943,T01,0,0,true,1,0,,,0,,0,0,0,0,SV178,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,4196187504,,,0,0,0
OT01V3860384950,1776337760742.803,outbound-rtp,COT01_98_profile-id=0,video,video,3860384950,T01,0,1,true,2,0,,,0,,0,283,0,0,SV178,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3930679369,,,0,0,0
OT01V2488264784,1776337760742.803,outbound-rtp,COT01_98_profile-id=0,video,video,2488264784,T01,75451,232,true,0,0,270,480,84,29,84,36296,1,1,SV178,0,0,0,0,16834,[object Object],bandwidth,0,RIV2488264784,0,0,r0,1301743383,L1T3,239955,1.474,0,2.282655
OT01V2669148943,1776337760742.803,outbound-rtp,COT01_98_profile-id=0,video,video,2669148943,T01,0,0,true,1,0,,,0,,0,0,0,0,SV178,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,4196187504,,,0,0,0
OT01V3860384950,1776337760742.803,outbound-rtp,COT01_98_profile-id=0,video,video,3860384950,T01,0,1,true,2,0,,,0,,0,283,0,0,SV178,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3930679369,,,0,0,0
OT01V2488264784,1776337761742.817,outbound-rtp,COT01_98_profile-id=0,video,video,2488264784,T01,106710,319,true,0,0,270,480,115,30,115,50114,1,1,SV178,0,0,0,0,22865,[object Object],bandwidth,0,RIV2488264784,0,0,r0,1301743383,L1T3,257000,2.043,0,2.282685
OT01V2669148943,1776337761742.817,outbound-rtp,COT01_98_profile-id=0,video,video,2669148943,T01,0,0,true,1,0,,,0,,0,0,0,0,SV178,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,4196187504,,,0,0,0
OT01V3860384950,1776337761742.817,outbound-rtp,COT01_98_profile-id=0,video,video,3860384950,T01,0,1,true,2,0,,,0,,0,283,0,0,SV178,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3930679369,,,0,0,0
OT01V2488264784,1776337761742.817,outbound-rtp,COT01_98_profile-id=0,video,video,2488264784,T01,106710,319,true,0,0,270,480,115,30,115,50114,1,1,SV178,0,0,0,0,22865,[object Object],bandwidth,0,RIV2488264784,0,0,r0,1301743383,L1T3,257000,2.043,0,2.282685
OT01V2669148943,1776337761742.817,outbound-rtp,COT01_98_profile-id=0,video,video,2669148943,T01,0,0,true,1,0,,,0,,0,0,0,0,SV178,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,4196187504,,,0,0,0
OT01V3860384950,1776337761742.817,outbound-rtp,COT01_98_profile-id=0,video,video,3860384950,T01,0,1,true,2,0,,,0,,0,283,0,0,SV178,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3930679369,,,0,0,0
OT01V2488264784,1776337762742.873,outbound-rtp,COT01_98_profile-id=0,video,video,2488264784,T01,140014,417,true,0,0,270,480,145,30,145,67001,1,1,SV178,0,0,0,0,28534,[object Object],bandwidth,0,RIV2488264784,0,0,r0,1301743383,L1T3,257000,2.613,0,2.282819
OT01V2669148943,1776337762742.873,outbound-rtp,COT01_98_profile-id=0,video,video,2669148943,T01,0,0,true,1,0,,,0,,0,0,0,0,SV178,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,4196187504,,,0,0,0
OT01V3860384950,1776337762742.873,outbound-rtp,COT01_98_profile-id=0,video,video,3860384950,T01,0,1,true,2,0,,,0,,0,283,0,0,SV178,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3930679369,,,0,0,0
OT01V2488264784,1776337762742.873,outbound-rtp,COT01_98_profile-id=0,video,video,2488264784,T01,140014,417,true,0,0,270,480,145,30,145,67001,1,1,SV178,0,0,0,0,28534,[object Object],bandwidth,0,RIV2488264784,0,0,r0,1301743383,L1T3,257000,2.613,0,2.282819
OT01V2669148943,1776337762742.873,outbound-rtp,COT01_98_profile-id=0,video,video,2669148943,T01,0,0,true,1,0,,,0,,0,0,0,0,SV178,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,4196187504,,,0,0,0
OT01V3860384950,1776337762742.873,outbound-rtp,COT01_98_profile-id=0,video,video,3860384950,T01,0,1,true,2,0,,,0,,0,283,0,0,SV178,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3930679369,,,0,0,0
OT01V2488264784,1776337763742.755,outbound-rtp,COT01_98_profile-id=0,video,video,2488264784,T01,172274,523,true,0,0,270,480,175,30,175,85865,1,1,SV178,0,0,0,0,34245,[object Object],bandwidth,0,RIV2488264784,0,0,r0,1301743383,L1T3,257000,3.136,0,2.2829859999999997
OT01V2669148943,1776337763742.755,outbound-rtp,COT01_98_profile-id=0,video,video,2669148943,T01,0,0,true,1,0,,,0,,0,0,0,0,SV178,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,4196187504,,,0,0,0
OT01V3860384950,1776337763742.755,outbound-rtp,COT01_98_profile-id=0,video,video,3860384950,T01,0,1,true,2,0,,,0,,0,283,0,0,SV178,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3930679369,,,0,0,0
OT01V2488264784,1776337763742.755,outbound-rtp,COT01_98_profile-id=0,video,video,2488264784,T01,172274,523,true,0,0,270,480,175,30,175,85865,1,1,SV178,0,0,0,0,34245,[object Object],bandwidth,0,RIV2488264784,0,0,r0,1301743383,L1T3,257000,3.136,0,2.2829859999999997
OT01V2669148943,1776337763742.755,outbound-rtp,COT01_98_profile-id=0,video,video,2669148943,T01,0,0,true,1,0,,,0,,0,0,0,0,SV178,0,0,0,0,,[object Object],bandwidth,0,,0,0,r1,4196187504,,,0,0,0
OT01V3860384950,1776337763742.755,outbound-rtp,COT01_98_profile-id=0,video,video,3860384950,T01,0,1,true,2,0,,,0,,0,283,0,0,SV178,0,0,0,0,,[object Object],bandwidth,0,,0,0,r2,3930679369,,,0,0,0
