id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,bytesSent,packetsSent,active,encodingIndex,firCount,framesEncoded,framesSent,headerBytesSent,hugeFramesSent,keyFramesEncoded,mediaSourceId,mid,nackCount,packetsSentWithEct1,pliCount,qualityLimitationDurations,qualityLimitationReason,qualityLimitationResolutionChanges,retransmittedBytesSent,retransmittedPacketsSent,rid,rtxSsrc,totalEncodeTime,totalEncodedBytesTarget,totalPacketSendDelay
OT01V3168222494,1776339054742.856,outbound-rtp,COT01_98_profile-id=0,video,video,3168222494,T01,0,0,true,1,0,0,0,0,0,0,SV214,0,0,0,0,[object Object],bandwidth,0,0,0,r1,782757370,0,0,0
OT01V3969705353,1776339054742.856,outbound-rtp,COT01_98_profile-id=0,video,video,3969705353,T01,0,1,true,2,0,0,0,283,0,0,SV214,0,0,0,0,[object Object],bandwidth,0,0,0,r2,3085788898,0,0,0
OT01V800498897,1776339054742.856,outbound-rtp,COT01_98_profile-id=0,video,video,800498897,T01,31780,44,true,0,0,28,28,1435,1,1,SV214,0,0,0,0,[object Object],bandwidth,0,0,0,r0,3596506411,0.556,0,2.043292
OT01V3168222494,1776339054742.856,outbound-rtp,COT01_98_profile-id=0,video,video,3168222494,T01,0,0,true,1,0,0,0,0,0,0,SV214,0,0,0,0,[object Object],bandwidth,0,0,0,r1,782757370,0,0,0
OT01V3969705353,1776339054742.856,outbound-rtp,COT01_98_profile-id=0,video,video,3969705353,T01,0,1,true,2,0,0,0,283,0,0,SV214,0,0,0,0,[object Object],bandwidth,0,0,0,r2,3085788898,0,0,0
OT01V800498897,1776339054742.856,outbound-rtp,COT01_98_profile-id=0,video,video,800498897,T01,31780,44,true,0,0,28,28,1435,1,1,SV214,0,0,0,0,[object Object],bandwidth,0,0,0,r0,3596506411,0.556,0,2.043292
OT01V3168222494,1776339055742.766,outbound-rtp,COT01_98_profile-id=0,video,video,3168222494,T01,0,0,true,1,0,0,0,0,0,0,SV214,0,0,0,0,[object Object],bandwidth,0,0,0,r1,782757370,0,0,0
OT01V3969705353,1776339055742.766,outbound-rtp,COT01_98_profile-id=0,video,video,3969705353,T01,0,1,true,2,0,0,0,283,0,0,SV214,0,0,0,0,[object Object],bandwidth,0,0,0,r2,3085788898,0,0,0
OT01V800498897,1776339055742.766,outbound-rtp,COT01_98_profile-id=0,video,video,800498897,T01,54744,127,true,0,0,56,56,15922,1,1,SV214,0,0,0,0,[object Object],bandwidth,0,0,0,r0,3596506411,1.063,0,2.043314
OT01V3168222494,1776339055742.766,outbound-rtp,COT01_98_profile-id=0,video,video,3168222494,T01,0,0,true,1,0,0,0,0,0,0,SV214,0,0,0,0,[object Object],bandwidth,0,0,0,r1,782757370,0,0,0
OT01V3969705353,1776339055742.766,outbound-rtp,COT01_98_profile-id=0,video,video,3969705353,T01,0,1,true,2,0,0,0,283,0,0,SV214,0,0,0,0,[object Object],bandwidth,0,0,0,r2,3085788898,0,0,0
OT01V800498897,1776339055742.766,outbound-rtp,COT01_98_profile-id=0,video,video,800498897,T01,54744,127,true,0,0,56,56,15922,1,1,SV214,0,0,0,0,[object Object],bandwidth,0,0,0,r0,3596506411,1.063,0,2.043314
OT01V3168222494,1776339056742.733,outbound-rtp,COT01_98_profile-id=0,video,video,3168222494,T01,0,0,true,1,0,0,0,0,0,0,SV214,0,0,0,0,[object Object],bandwidth,0,0,0,r1,782757370,0,0,0
OT01V3969705353,1776339056742.733,outbound-rtp,COT01_98_profile-id=0,video,video,3969705353,T01,0,1,true,2,0,0,0,283,0,0,SV214,0,0,0,0,[object Object],bandwidth,0,0,0,r2,3085788898,0,0,0
OT01V800498897,1776339056742.733,outbound-rtp,COT01_98_profile-id=0,video,video,800498897,T01,83811,208,true,0,0,86,86,28831,1,1,SV214,0,0,0,0,[object Object],bandwidth,0,0,0,r0,3596506411,1.626,0,2.087488
OT01V3168222494,1776339056742.733,outbound-rtp,COT01_98_profile-id=0,video,video,3168222494,T01,0,0,true,1,0,0,0,0,0,0,SV214,0,0,0,0,[object Object],bandwidth,0,0,0,r1,782757370,0,0,0
OT01V3969705353,1776339056742.733,outbound-rtp,COT01_98_profile-id=0,video,video,3969705353,T01,0,1,true,2,0,0,0,283,0,0,SV214,0,0,0,0,[object Object],bandwidth,0,0,0,r2,3085788898,0,0,0
OT01V800498897,1776339056742.733,outbound-rtp,COT01_98_profile-id=0,video,video,800498897,T01,83811,208,true,0,0,86,86,28831,1,1,SV214,0,0,0,0,[object Object],bandwidth,0,0,0,r0,3596506411,1.626,0,2.087488
OT01V3168222494,1776339057742.859,outbound-rtp,COT01_98_profile-id=0,video,video,3168222494,T01,0,0,true,1,0,0,0,0,0,0,SV214,0,0,0,0,[object Object],bandwidth,0,0,0,r1,782757370,0,0,0
OT01V3969705353,1776339057742.859,outbound-rtp,COT01_98_profile-id=0,video,video,3969705353,T01,0,1,true,2,0,0,0,283,0,0,SV214,0,0,0,0,[object Object],bandwidth,0,0,0,r2,3085788898,0,0,0
OT01V800498897,1776339057742.859,outbound-rtp,COT01_98_profile-id=0,video,video,800498897,T01,116845,291,true,0,0,116,116,41023,1,1,SV214,0,0,0,0,[object Object],bandwidth,0,0,0,r0,3596506411,2.224,0,2.1166959999999997
OT01V3168222494,1776339057742.859,outbound-rtp,COT01_98_profile-id=0,video,video,3168222494,T01,0,0,true,1,0,0,0,0,0,0,SV214,0,0,0,0,[object Object],bandwidth,0,0,0,r1,782757370,0,0,0
