

id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,jitter,packetsLost,packetsReceived,packetsReceivedWithCe,packetsReceivedWithEct1,bytesReceived,firCount,frameHeight,frameWidth,framesAssembledFromMultiplePackets,framesDecoded,framesDropped,framesReceived,freezeCount,headerBytesReceived,jitterBufferDelay,jitterBufferEmittedCount,jitterBufferMinimumDelay,jitterBufferTargetDelay,keyFramesDecoded,lastPacketReceivedTimestamp,mid,nackCount,pauseCount,pliCount,qpSum,totalAssemblyTime,totalDecodeTime,totalFreezesDuration,totalInterFrameDelay,totalPausesDuration,totalProcessingDelay,totalSquaredInterFrameDelay,trackIdentifier
IT01V826381312,1776336353933.372,inbound-rtp,CIT01_105_profile-id=0,video,video,826381312,T01,0,0,6,0,0,5998,0,270,480,1,1,0,1,0,196,0.044118,1,0.011085,0.011085,1,1776336353892.766,0,0,0,0,189,0.044063,0.0042769999999999996,0,0,0,0.048602,0,a85f0b96-1818-4f87-8cf8-c89c7c7805da
IT01V826381312,1776336353933.372,inbound-rtp,CIT01_105_profile-id=0,video,video,826381312,T01,0,0,6,0,0,5998,0,270,480,1,1,0,1,0,196,0.044118,1,0.011085,0.011085,1,1776336353892.766,0,0,0,0,189,0.044063,0.0042769999999999996,0,0,0,0.048602,0,a85f0b96-1818-4f87-8cf8-c89c7c7805da
IT01V826381312,1776336354133.353,inbound-rtp,CIT01_105_profile-id=0,video,video,826381312,T01,0.006,0,8,0,0,7676,0,270,480,1,1,0,2,0,260,0.052420999999999995,2,0.022168999999999998,0.022168999999999998,1,1776336354124.451,0,0,0,0,189,0.044063,0.0042769999999999996,0,0,0,0.048602,0,a85f0b96-1818-4f87-8cf8-c89c7c7805da
IT01V826381312,1776336354133.353,inbound-rtp,CIT01_105_profile-id=0,video,video,826381312,T01,0.006,0,8,0,0,7676,0,270,480,1,1,0,2,0,260,0.052420999999999995,2,0.022168999999999998,0.022168999999999998,1,1776336354124.451,0,0,0,0,189,0.044063,0.0042769999999999996,0,0,0,0.048602,0,a85f0b96-1818-4f87-8cf8-c89c7c7805da
IT01V826381312,1776336354333.457,inbound-rtp,CIT01_105_profile-id=0,video,video,826381312,T01,0.018,0,11,0,0,10308,0,270,480,3,3,0,3,0,356,0.142037,3,0.050553,0.050553,1,1776336354289.443,0,0,0,0,604,0.087004,0.008032,0,0.364,0,0.150447,0.072298,a85f0b96-1818-4f87-8cf8-c89c7c7805da
IT01V826381312,1776336354333.457,inbound-rtp,CIT01_105_profile-id=0,video,video,826381312,T01,0.018,0,11,0,0,10308,0,270,480,3,3,0,3,0,356,0.142037,3,0.050553,0.050553,1,1776336354289.443,0,0,0,0,604,0.087004,0.008032,0,0.364,0,0.150447,0.072298,a85f0b96-1818-4f87-8cf8-c89c7c7805da
IT01V826381312,1776336354533.552,inbound-rtp,CIT01_105_profile-id=0,video,video,826381312,T01,0.02,0,14,0,0,12546,0,270,480,5,5,0,5,0,452,0.254886,5,0.132179,0.132179,1,1776336354410.18,0,0,0,0,1020,0.131077,0.012215,0,0.551,0,0.267731,0.09020299999999999,a85f0b96-1818-4f87-8cf8-c89c7c7805da
IT01V826381312,1776336354533.552,inbound-rtp,CIT01_105_profile-id=0,video,video,826381312,T01,0.02,0,14,0,0,12546,0,270,480,5,5,0,5,0,452,0.254886,5,0.132179,0.132179,1,1776336354410.18,0,0,0,0,1020,0.131077,0.012215,0,0.551,0,0.267731,0.09020299999999999,a85f0b96-1818-4f87-8cf8-c89c7c7805da
IT01V826381312,1776336354733.468,inbound-rtp,CIT01_105_profile-id=0,video,video,826381312,T01,0.018,0,18,0,0,15991,0,270,480,7,7,0,7,0,580,0.268608,7,0.226072,0.226072,1,1776336354680.3372,0,0,0,0,1436,0.131166,0.018421,0,0.786,0,0.287933,0.11792799999999999,a85f0b96-1818-4f87-8cf8-c89c7c7805da
IT01V826381312,1776336354733.468,inbound-rtp,CIT01_105_profile-id=0,video,video,826381312,T01,0.018,0,18,0,0,15991,0,270,480,7,7,0,7,0,580,0.268608,7,0.226072,0.226072,1,1776336354680.3372,0,0,0,0,1436,0.131166,0.018421,0,0.786,0,0.287933,0.11792799999999999,a85f0b96-1818-4f87-8cf8-c89c7c7805da
