

id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,jitter,packetsLost,packetsReceived,packetsReceivedWithCe,packetsReceivedWithEct1,bytesReceived,firCount,frameHeight,frameWidth,framesAssembledFromMultiplePackets,framesDecoded,framesDropped,framesPerSecond,framesReceived,freezeCount,headerBytesReceived,jitterBufferDelay,jitterBufferEmittedCount,jitterBufferMinimumDelay,jitterBufferTargetDelay,keyFramesDecoded,lastPacketReceivedTimestamp,mid,nackCount,pauseCount,pliCount,totalAssemblyTime,totalDecodeTime,totalFreezesDuration,totalInterFrameDelay,totalPausesDuration,totalProcessingDelay,totalSquaredInterFrameDelay,trackIdentifier
IT01V911393161,1776603860770.359,inbound-rtp,CIT01_105_profile-id=0,video,video,911393161,T01,0.003,0,12,0,0,12259,0,270,480,2,2,0,27,2,0,396,0.021602,2,0.022465,0.022465,2,1776603860684.904,0,0,0,0,0.008182,0.12553599999999998,0,0.016,0,0.150341,0.000256,ec5dfbcb-11c7-462e-9ad1-83d1cbda339e
IT01V911393161,1776603860770.359,inbound-rtp,CIT01_105_profile-id=0,video,video,911393161,T01,0.003,0,12,0,0,12259,0,270,480,2,2,0,27,2,0,396,0.021602,2,0.022465,0.022465,2,1776603860684.904,0,0,0,0,0.008182,0.12553599999999998,0,0.016,0,0.150341,0.000256,ec5dfbcb-11c7-462e-9ad1-83d1cbda339e
IT01V911393161,1776603860970.241,inbound-rtp,CIT01_105_profile-id=0,video,video,911393161,T01,0.005,0,16,0,0,15925,0,270,480,4,4,0,15,4,0,524,0.034593,4,0.041776999999999995,0.041776999999999995,2,1776603860924.508,0,0,0,0,0.00835,0.143594,0,0.243,0,0.181664,0.027532999999999995,ec5dfbcb-11c7-462e-9ad1-83d1cbda339e
IT01V911393161,1776603860970.241,inbound-rtp,CIT01_105_profile-id=0,video,video,911393161,T01,0.005,0,16,0,0,15925,0,270,480,4,4,0,15,4,0,524,0.034593,4,0.041776999999999995,0.041776999999999995,2,1776603860924.508,0,0,0,0,0.00835,0.143594,0,0.243,0,0.181664,0.027532999999999995,ec5dfbcb-11c7-462e-9ad1-83d1cbda339e
IT01V911393161,1776603861170.538,inbound-rtp,CIT01_105_profile-id=0,video,video,911393161,T01,0.005,0,16,0,0,15925,0,270,480,4,4,0,8,4,0,524,0.034593,4,0.041776999999999995,0.041776999999999995,2,1776603860924.508,0,0,0,0,0.00835,0.143594,0,0.243,0,0.181664,0.027532999999999995,ec5dfbcb-11c7-462e-9ad1-83d1cbda339e
IT01V911393161,1776603861170.538,inbound-rtp,CIT01_105_profile-id=0,video,video,911393161,T01,0.005,0,16,0,0,15925,0,270,480,4,4,0,8,4,0,524,0.034593,4,0.041776999999999995,0.041776999999999995,2,1776603860924.508,0,0,0,0,0.00835,0.143594,0,0.243,0,0.181664,0.027532999999999995,ec5dfbcb-11c7-462e-9ad1-83d1cbda339e
IT01V911393161,1776603861370.534,inbound-rtp,CIT01_105_profile-id=0,video,video,911393161,T01,0.006,0,20,0,0,19197,0,270,480,4,4,0,6,4,0,652,0.034593,4,0.041776999999999995,0.041776999999999995,2,1776603861329.898,0,0,0,0,0.00835,0.143594,0,0.243,0,0.181664,0.027532999999999995,ec5dfbcb-11c7-462e-9ad1-83d1cbda339e
IT01V911393161,1776603861370.534,inbound-rtp,CIT01_105_profile-id=0,video,video,911393161,T01,0.006,0,20,0,0,19197,0,270,480,4,4,0,6,4,0,652,0.034593,4,0.041776999999999995,0.041776999999999995,2,1776603861329.898,0,0,0,0,0.00835,0.143594,0,0.243,0,0.181664,0.027532999999999995,ec5dfbcb-11c7-462e-9ad1-83d1cbda339e
IT01V911393161,1776603861570.373,inbound-rtp,CIT01_105_profile-id=0,video,video,911393161,T01,0.005,0,22,0,0,20458,0,270,480,4,4,0,5,4,0,716,0.034593,4,0.041776999999999995,0.041776999999999995,2,1776603861460.0051,0,0,0,0,0.00835,0.143594,0,0.243,0,0.181664,0.027532999999999995,ec5dfbcb-11c7-462e-9ad1-83d1cbda339e
IT01V911393161,1776603861570.373,inbound-rtp,CIT01_105_profile-id=0,video,video,911393161,T01,0.005,0,22,0,0,20458,0,270,480,4,4,0,5,4,0,716,0.034593,4,0.041776999999999995,0.041776999999999995,2,1776603861460.0051,0,0,0,0,0.00835,0.143594,0,0.243,0,0.181664,0.027532999999999995,ec5dfbcb-11c7-462e-9ad1-83d1cbda339e
IT01V911393161,1776603861770.396,inbound-rtp,CIT01_105_profile-id=0,video,video,911393161,T01,0.008,0,26,0,0,23839,0,270,480,4,4,0,2,4,0,844,0.034593,4,0.041776999999999995,0.041776999999999995,2,1776603861731.772,0,0,0,0,0.00835,0.143594,0,0.243,0,0.181664,0.027532999999999995,ec5dfbcb-11c7-462e-9ad1-83d1cbda339e
IT01V911393161,1776603861770.396,inbound-rtp,CIT01_105_profile-id=0,video,video,911393161,T01,0.008,0,26,0,0,23839,0,270,480,4,4,0,2,4,0,844,0.034593,4,0.041776999999999995,0.041776999999999995,2,1776603861731.772,0,0,0,0,0.00835,0.143594,0,0.243,0,0.181664,0.027532999999999995,ec5dfbcb-11c7-462e-9ad1-83d1cbda339e
IT01V911393161,1776603861970.288,inbound-rtp,CIT01_105_profile-id=0,video,video,911393161,T01,0.008,0,26,0,0,23839,0,270,480,4,4,0,,4,0,844,0.034593,4,0.041776999999999995,0.041776999999999995,2,1776603861731.772,0,0,0,0,0.00835,0.143594,0,0.243,0,0.181664,0.027532999999999995,ec5dfbcb-11c7-462e-9ad1-83d1cbda339e
IT01V911393161,1776603861970.288,inbound-rtp,CIT01_105_profile-id=0,video,video,911393161,T01,0.008,0,26,0,0,23839,0,270,480,4,4,0,,4,0,844,0.034593,4,0.041776999999999995,0.041776999999999995,2,1776603861731.772,0,0,0,0,0.00835,0.143594,0,0.243,0,0.181664,0.027532999999999995,ec5dfbcb-11c7-462e-9ad1-83d1cbda339e
