id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,bytesSent,packetsSent,active,encodingIndex,firCount,frameHeight,frameWidth,framesEncoded,framesPerSecond,framesSent,headerBytesSent,hugeFramesSent,keyFramesEncoded,mediaSourceId,mid,nackCount,packetsSentWithEct1,pliCount,qpSum,qualityLimitationDurations,qualityLimitationReason,qualityLimitationResolutionChanges,retransmittedBytesSent,retransmittedPacketsSent,rtxSsrc,scalabilityMode,targetBitrate,totalEncodeTime,totalEncodedBytesTarget,totalPacketSendDelay
OT01V764202288,1776599983473.734,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1035326,1014,true,0,0,1080,1920,243,16,243,26463,10,7,SV164,0,0,0,1,48060,[object Object],none,1,0,0,3545581341,S3T3,257000,5.509,0,9.799188
OT01V764202288,1776599983673.709,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1092869,1071,true,0,0,1080,1920,257,16,257,27831,10,7,SV164,0,0,0,1,50749,[object Object],none,1,0,0,3545581341,S3T3,257000,5.825,0,9.911814
OT01V764202288,1776599983673.709,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1092869,1071,true,0,0,1080,1920,257,16,257,27831,10,7,SV164,0,0,0,1,50749,[object Object],none,1,0,0,3545581341,S3T3,257000,5.825,0,9.911814
OT01V764202288,1776599983873.705,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1132376,1113,true,0,0,1080,1920,274,17,274,28839,10,7,SV164,0,0,0,1,54007,[object Object],none,1,0,0,3545581341,S3T3,257000,6.197,0,9.911843
OT01V764202288,1776599983873.705,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1132376,1113,true,0,0,1080,1920,274,17,274,28839,10,7,SV164,0,0,0,1,54007,[object Object],none,1,0,0,3545581341,S3T3,257000,6.197,0,9.911843
OT01V764202288,1776599984073.625,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1204310,1185,true,0,0,1080,1920,291,18,291,30567,10,7,SV164,0,0,0,1,57180,[object Object],none,1,0,0,3545581341,S3T3,257000,6.659,0,9.911921
OT01V764202288,1776599984073.625,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1204310,1185,true,0,0,1080,1920,291,18,291,30567,10,7,SV164,0,0,0,1,57180,[object Object],none,1,0,0,3545581341,S3T3,257000,6.659,0,9.911921
OT01V764202288,1776599984273.674,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1258048,1238,true,0,0,1080,1920,307,19,307,31839,10,7,SV164,0,0,0,1,60125,[object Object],none,1,0,0,3545581341,S3T3,257000,7.051,0,9.911964
OT01V764202288,1776599984273.674,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1258048,1238,true,0,0,1080,1920,307,19,307,31839,10,7,SV164,0,0,0,1,60125,[object Object],none,1,0,0,3545581341,S3T3,257000,7.051,0,9.911964
OT01V764202288,1776599984473.618,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1317286,1297,true,0,0,1080,1920,323,20,323,33255,10,7,SV164,0,0,0,1,63164,[object Object],none,1,0,0,3545581341,S3T3,257000,7.376,0,9.912007
OT01V764202288,1776599984473.618,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1317286,1297,true,0,0,1080,1920,323,20,323,33255,10,7,SV164,0,0,0,1,63164,[object Object],none,1,0,0,3545581341,S3T3,257000,7.376,0,9.912007
OT01V764202288,1776599984673.643,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1377315,1361,true,0,0,1080,1920,342,23,342,34791,10,7,SV164,0,0,0,1,66691,[object Object],none,1,0,0,3545581341,S3T3,257000,7.738,0,9.912042999999999
OT01V764202288,1776599984673.643,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1377315,1361,true,0,0,1080,1920,342,23,342,34791,10,7,SV164,0,0,0,1,66691,[object Object],none,1,0,0,3545581341,S3T3,257000,7.738,0,9.912042999999999
OT01V764202288,1776599984873.63,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1468830,1447,true,0,0,1080,1920,357,23,357,36855,10,7,SV164,0,0,0,1,69585,[object Object],none,1,0,0,3545581341,S3T3,257000,8.033,0,9.912116
OT01V764202288,1776599984873.63,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1468830,1447,true,0,0,1080,1920,357,23,357,36855,10,7,SV164,0,0,0,1,69585,[object Object],none,1,0,0,3545581341,S3T3,257000,8.033,0,9.912116
OT01V764202288,1776599985073.642,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1515857,1496,true,0,0,1080,1920,374,24,374,38031,10,7,SV164,0,0,0,1,72829,[object Object],none,1,0,0,3545581341,S3T3,257000,8.399,0,9.912139999999999
OT01V764202288,1776599985073.642,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1515857,1496,true,0,0,1080,1920,374,24,374,38031,10,7,SV164,0,0,0,1,72829,[object Object],none,1,0,0,3545581341,S3T3,257000,8.399,0,9.912139999999999
OT01V764202288,1776599985273.644,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1600990,1579,true,0,0,1080,1920,391,24,391,40023,10,7,SV164,0,0,0,1,76081,[object Object],none,1,0,0,3545581341,S3T3,249148,8.719,0,9.912196999999999
OT01V764202288,1776599985273.644,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1600990,1579,true,0,0,1080,1920,391,24,391,40023,10,7,SV164,0,0,0,1,76081,[object Object],none,1,0,0,3545581341,S3T3,249148,8.719,0,9.912196999999999
OT01V764202288,1776599985473.622,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1669390,1646,true,0,0,1080,1920,407,25,407,41631,10,7,SV164,0,0,0,1,79179,[object Object],none,1,0,0,3545581341,S3T3,249148,9.055,0,9.912253
OT01V764202288,1776599985473.622,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1669390,1646,true,0,0,1080,1920,407,25,407,41631,10,7,SV164,0,0,0,1,79179,[object Object],none,1,0,0,3545581341,S3T3,249148,9.055,0,9.912253
OT01V764202288,1776599985673.623,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1742814,1719,true,0,0,1080,1920,424,23,424,43383,10,7,SV164,0,0,0,1,82446,[object Object],none,1,0,0,3545581341,S3T3,243410,9.388,0,9.974988
OT01V764202288,1776599985673.623,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1742814,1719,true,0,0,1080,1920,424,23,424,43383,10,7,SV164,0,0,0,1,82446,[object Object],none,1,0,0,3545581341,S3T3,243410,9.388,0,9.974988
OT01V764202288,1776599985873.677,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1776284,1755,true,0,0,1080,1920,438,21,438,44247,10,7,SV164,0,0,0,1,85172,[object Object],none,1,0,0,3545581341,S3T3,243410,9.658,0,9.975004
OT01V764202288,1776599985873.677,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1776284,1755,true,0,0,1080,1920,438,21,438,44247,10,7,SV164,0,0,0,1,85172,[object Object],none,1,0,0,3545581341,S3T3,243410,9.658,0,9.975004
OT01V764202288,1776599986073.625,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1849227,1826,true,0,0,1080,1920,455,21,455,45951,10,7,SV164,0,0,0,1,88443,[object Object],none,1,0,0,3545581341,S3T3,243410,10.017,0,9.97506
OT01V764202288,1776599986073.625,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1849227,1826,true,0,0,1080,1920,455,21,455,45951,10,7,SV164,0,0,0,1,88443,[object Object],none,1,0,0,3545581341,S3T3,243410,10.017,0,9.97506
OT01V764202288,1776599986273.648,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1894234,1871,true,0,0,1080,1920,470,21,470,47031,10,7,SV164,0,0,0,1,91341,[object Object],none,1,0,0,3545581341,S3T3,245450,10.289,0,9.975085
OT01V764202288,1776599986273.648,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1894234,1871,true,0,0,1080,1920,470,21,470,47031,10,7,SV164,0,0,0,1,91341,[object Object],none,1,0,0,3545581341,S3T3,245450,10.289,0,9.975085
OT01V764202288,1776599986473.687,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1953610,1930,true,0,0,1080,1920,485,20,485,48447,10,7,SV164,0,0,0,1,94301,[object Object],none,1,0,0,3545581341,S3T3,245450,10.567,0,9.975121999999999
OT01V764202288,1776599986473.687,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1953610,1930,true,0,0,1080,1920,485,20,485,48447,10,7,SV164,0,0,0,1,94301,[object Object],none,1,0,0,3545581341,S3T3,245450,10.567,0,9.975121999999999
OT01V764202288,1776599986673.789,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1999360,1979,true,0,0,1080,1920,502,21,502,49623,10,7,SV164,0,0,0,1,97564,[object Object],none,1,0,0,3545581341,S3T3,245450,10.956,0,9.975164
OT01V764202288,1776599986673.789,outbound-rtp,COT01_98_profile-id=0,video,video,764202288,T01,1999360,1979,true,0,0,1080,1920,502,21,502,49623,10,7,SV164,0,0,0,1,97564,[object Object],none,1,0,0,3545581341,S3T3,245450,10.956,0,9.975164
