

id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,jitter,packetsLost,packetsReceived,packetsReceivedWithCe,packetsReceivedWithEct1,bytesReceived,firCount,frameHeight,frameWidth,framesAssembledFromMultiplePackets,framesDecoded,framesDropped,framesReceived,freezeCount,headerBytesReceived,jitterBufferDelay,jitterBufferEmittedCount,jitterBufferMinimumDelay,jitterBufferTargetDelay,keyFramesDecoded,lastPacketReceivedTimestamp,mid,nackCount,pauseCount,pliCount,rtxSsrc,totalAssemblyTime,totalDecodeTime,totalFreezesDuration,totalInterFrameDelay,totalPausesDuration,totalProcessingDelay,totalSquaredInterFrameDelay,trackIdentifier
IT01V263274809,1776596435113.93,inbound-rtp,CIT01_105_profile-id=0,video,video,263274809,T01,0,0,8,0,0,8525,0,270,480,1,1,0,1,0,260,0.056844,1,0.011124,0.011124,1,1776596434999.478,0,0,0,0,263274810,0.056776,0.108404,0,0,0,0.167772,0,98b44341-6dbf-45f6-9793-38f35fc1a2d7
IT01V263274809,1776596435113.93,inbound-rtp,CIT01_105_profile-id=0,video,video,263274809,T01,0,0,8,0,0,8525,0,270,480,1,1,0,1,0,260,0.056844,1,0.011124,0.011124,1,1776596434999.478,0,0,0,0,263274810,0.056776,0.108404,0,0,0,0.167772,0,98b44341-6dbf-45f6-9793-38f35fc1a2d7
IT01V263274809,1776596435313.831,inbound-rtp,CIT01_105_profile-id=0,video,video,263274809,T01,0.008,0,13,0,0,13762,0,270,480,2,2,0,2,0,424,0.060079999999999995,2,0.022248,0.022248,2,1776596435132.191,0,0,0,0,263274810,0.056811999999999994,0.112508,0,0.029,0,0.17515999999999998,0.0008410000000000001,98b44341-6dbf-45f6-9793-38f35fc1a2d7
IT01V263274809,1776596435313.831,inbound-rtp,CIT01_105_profile-id=0,video,video,263274809,T01,0.008,0,13,0,0,13762,0,270,480,2,2,0,2,0,424,0.060079999999999995,2,0.022248,0.022248,2,1776596435132.191,0,0,0,0,263274810,0.056811999999999994,0.112508,0,0.029,0,0.17515999999999998,0.0008410000000000001,98b44341-6dbf-45f6-9793-38f35fc1a2d7
IT01V263274809,1776596435514.009,inbound-rtp,CIT01_105_profile-id=0,video,video,263274809,T01,0.008,0,15,0,0,15851,0,270,480,3,3,0,3,0,488,0.060183999999999994,3,0.022248,0.022248,2,1776596435388.789,0,0,0,0,263274810,0.056852,0.121167,0,0.287,0,0.184279,0.06740499999999999,98b44341-6dbf-45f6-9793-38f35fc1a2d7
IT01V263274809,1776596435514.009,inbound-rtp,CIT01_105_profile-id=0,video,video,263274809,T01,0.008,0,15,0,0,15851,0,270,480,3,3,0,3,0,488,0.060183999999999994,3,0.022248,0.022248,2,1776596435388.789,0,0,0,0,263274810,0.056852,0.121167,0,0.287,0,0.184279,0.06740499999999999,98b44341-6dbf-45f6-9793-38f35fc1a2d7
IT01V263274809,1776596435713.821,inbound-rtp,CIT01_105_profile-id=0,video,video,263274809,T01,0.009,0,17,0,0,17876,0,270,480,4,4,0,4,0,552,0.060333,4,0.022248,0.022248,2,1776596435632.224,0,0,0,0,263274810,0.056933,0.13070099999999998,0,0.531,0,0.19408899999999998,0.126941,98b44341-6dbf-45f6-9793-38f35fc1a2d7
IT01V263274809,1776596435713.821,inbound-rtp,CIT01_105_profile-id=0,video,video,263274809,T01,0.009,0,17,0,0,17876,0,270,480,4,4,0,4,0,552,0.060333,4,0.022248,0.022248,2,1776596435632.224,0,0,0,0,263274810,0.056933,0.13070099999999998,0,0.531,0,0.19408899999999998,0.126941,98b44341-6dbf-45f6-9793-38f35fc1a2d7
IT01V263274809,1776596435914.171,inbound-rtp,CIT01_105_profile-id=0,video,video,263274809,T01,0.009,0,21,0,0,20878,0,270,480,5,5,0,6,0,680,0.060606999999999994,6,0.022546999999999998,0.022546999999999998,2,1776596435914.208,0,0,0,0,263274810,0.05697,0.139725,0,0.672,0,0.203362,0.146822,98b44341-6dbf-45f6-9793-38f35fc1a2d7
IT01V263274809,1776596435914.171,inbound-rtp,CIT01_105_profile-id=0,video,video,263274809,T01,0.009,0,21,0,0,20878,0,270,480,5,5,0,6,0,680,0.060606999999999994,6,0.022546999999999998,0.022546999999999998,2,1776596435914.208,0,0,0,0,263274810,0.05697,0.139725,0,0.672,0,0.203362,0.146822,98b44341-6dbf-45f6-9793-38f35fc1a2d7
