id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,bytesSent,packetsSent,active,encodingIndex,firCount,frameHeight,frameWidth,framesEncoded,framesSent,headerBytesSent,hugeFramesSent,keyFramesEncoded,mediaSourceId,mid,nackCount,packetsSentWithEct1,pliCount,qpSum,qualityLimitationDurations,qualityLimitationReason,qualityLimitationResolutionChanges,retransmittedBytesSent,retransmittedPacketsSent,rid,rtxSsrc,scalabilityMode,totalEncodeTime,totalEncodedBytesTarget,totalPacketSendDelay
OT01V4021281234,1776600292496.407,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600292496.407,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,0,0,true,1,0,,,0,0,0,0,0,SV173,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,3482260029,,0,0,0
OT01V2196301879,1776600292496.407,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,460621,1088,true,0,0,270,480,333,333,158079,1,2,SV173,0,0,0,1,64371,[object Object],bandwidth,0,0,0,r0,3347861686,L1T3,5.465,0,3.697418
OT01V4021281234,1776600292496.407,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600292696.272,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,0,0,true,1,0,,,0,0,0,0,0,SV173,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,3482260029,,0,0,0
OT01V2196301879,1776600292696.272,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,478224,1107,true,0,0,270,480,339,339,158535,1,2,SV173,0,0,0,1,65510,[object Object],bandwidth,0,0,0,r0,3347861686,L1T3,5.565,0,3.6974299999999998
OT01V4021281234,1776600292696.272,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600292696.272,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,0,0,true,1,0,,,0,0,0,0,0,SV173,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,3482260029,,0,0,0
OT01V2196301879,1776600292696.272,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,478224,1107,true,0,0,270,480,339,339,158535,1,2,SV173,0,0,0,1,65510,[object Object],bandwidth,0,0,0,r0,3347861686,L1T3,5.565,0,3.6974299999999998
OT01V4021281234,1776600292696.272,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600292896.34,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,0,0,true,1,0,,,0,0,0,0,0,SV173,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,3482260029,,0,0,0
OT01V2196301879,1776600292896.34,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,493196,1123,true,0,0,270,480,345,345,158919,1,2,SV173,0,0,0,1,66678,[object Object],bandwidth,0,0,0,r0,3347861686,L1T3,5.662,0,3.697434
OT01V4021281234,1776600292896.34,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600292896.34,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,0,0,true,1,0,,,0,0,0,0,0,SV173,0,0,0,0,,[object Object],bandwidth,0,0,0,r1,3482260029,,0,0,0
OT01V2196301879,1776600292896.34,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,493196,1123,true,0,0,270,480,345,345,158919,1,2,SV173,0,0,0,1,66678,[object Object],bandwidth,0,0,0,r0,3347861686,L1T3,5.662,0,3.697434
OT01V4021281234,1776600292896.34,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,0,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600293096.297,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,4644,4,true,1,0,540,960,4,4,112,1,1,SV173,0,0,0,0,832,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.083,0,0.23443399999999998
OT01V2196301879,1776600293096.297,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,507300,1137,true,0,0,270,480,350,350,159259,2,3,SV173,0,0,0,1,67646,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,5.742,0,3.82216
OT01V4021281234,1776600293096.297,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600293096.297,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,4644,4,true,1,0,540,960,4,4,112,1,1,SV173,0,0,0,0,832,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.083,0,0.23443399999999998
OT01V2196301879,1776600293096.297,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,507300,1137,true,0,0,270,480,350,350,159259,2,3,SV173,0,0,0,1,67646,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,5.742,0,3.82216
OT01V4021281234,1776600293096.297,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600293296.332,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,17679,17,true,1,0,540,960,8,8,480,2,1,SV173,0,0,0,0,1664,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.174,0,2.658636
OT01V2196301879,1776600293296.332,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,515942,1147,true,0,0,270,480,356,356,159499,2,3,SV173,0,0,0,1,68870,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,5.839,0,4.078574
OT01V4021281234,1776600293296.332,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600293296.332,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,17679,17,true,1,0,540,960,8,8,480,2,1,SV173,0,0,0,0,1664,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.174,0,2.658636
OT01V2196301879,1776600293296.332,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,515942,1147,true,0,0,270,480,356,356,159499,2,3,SV173,0,0,0,1,68870,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,5.839,0,4.078574
OT01V4021281234,1776600293296.332,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600293496.414,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,30961,29,true,1,0,540,960,12,12,816,2,1,SV173,0,0,0,0,2496,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.28,0,6.029081
OT01V2196301879,1776600293496.414,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,520082,1153,true,0,0,270,480,360,360,159643,2,3,SV173,0,0,0,1,69693,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,5.912,0,4.2045509999999995
OT01V4021281234,1776600293496.414,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600293496.414,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,30961,29,true,1,0,540,960,12,12,816,2,1,SV173,0,0,0,0,2496,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.28,0,6.029081
OT01V2196301879,1776600293496.414,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,520082,1153,true,0,0,270,480,360,360,159643,2,3,SV173,0,0,0,1,69693,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,5.912,0,4.2045509999999995
OT01V4021281234,1776600293496.414,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600293696.281,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,43052,41,true,1,0,540,960,15,15,1152,2,1,SV173,0,0,0,0,3120,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.356,0,9.199891
OT01V2196301879,1776600293696.281,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,526462,1161,true,0,0,270,480,364,364,159835,2,3,SV173,0,0,0,1,70517,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,5.984,0,4.379089
OT01V4021281234,1776600293696.281,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600293696.281,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,43052,41,true,1,0,540,960,15,15,1152,2,1,SV173,0,0,0,0,3120,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.356,0,9.199891
OT01V2196301879,1776600293696.281,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,526462,1161,true,0,0,270,480,364,364,159835,2,3,SV173,0,0,0,1,70517,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,5.984,0,4.379089
OT01V4021281234,1776600293696.281,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600293896.354,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,62520,60,true,1,0,540,960,17,17,1684,2,1,SV173,0,0,0,0,3536,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.406,0,13.629999999999999
OT01V2196301879,1776600293896.354,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,529938,1165,true,0,0,270,480,368,368,159931,2,3,SV173,0,0,0,1,71342,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,6.06,0,4.4748399999999995
OT01V4021281234,1776600293896.354,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600293896.354,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,62520,60,true,1,0,540,960,17,17,1684,2,1,SV173,0,0,0,0,3536,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.406,0,13.629999999999999
OT01V2196301879,1776600293896.354,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,529938,1165,true,0,0,270,480,368,368,159931,2,3,SV173,0,0,0,1,71342,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,6.06,0,4.4748399999999995
OT01V4021281234,1776600293896.354,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600294096.252,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,74137,71,true,1,0,540,960,20,20,1964,4,1,SV173,0,0,0,0,4160,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.487,0,15.766639
OT01V2196301879,1776600294096.252,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,535787,1174,true,0,0,270,480,373,373,160147,2,3,SV173,0,0,0,1,72377,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,6.14,0,4.707542
OT01V4021281234,1776600294096.252,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600294096.252,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,74137,71,true,1,0,540,960,20,20,1964,4,1,SV173,0,0,0,0,4160,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.487,0,15.766639
OT01V2196301879,1776600294096.252,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,535787,1174,true,0,0,270,480,373,373,160147,2,3,SV173,0,0,0,1,72377,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,6.14,0,4.707542
OT01V4021281234,1776600294096.252,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600294296.315,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,94055,90,true,1,0,540,960,22,22,2420,4,1,SV173,0,0,0,0,4576,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.536,0,19.036898
OT01V2196301879,1776600294296.315,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,539408,1179,true,0,0,270,480,377,377,160267,2,3,SV173,0,0,0,1,73205,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,6.212,0,4.724341
OT01V4021281234,1776600294296.315,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600294296.315,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,94055,90,true,1,0,540,960,22,22,2420,4,1,SV173,0,0,0,0,4576,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.536,0,19.036898
OT01V2196301879,1776600294296.315,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,539408,1179,true,0,0,270,480,377,377,160267,2,3,SV173,0,0,0,1,73205,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,6.212,0,4.724341
OT01V4021281234,1776600294296.315,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600294496.426,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,106839,103,true,1,0,540,960,24,24,2732,4,1,SV173,0,0,0,0,4992,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.587,0,20.133359
OT01V2196301879,1776600294496.426,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,545203,1186,true,0,0,270,480,383,383,160435,2,3,SV173,0,0,0,1,74445,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,6.318,0,4.802442
OT01V4021281234,1776600294496.426,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600294496.426,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,106839,103,true,1,0,540,960,24,24,2732,4,1,SV173,0,0,0,0,4992,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.587,0,20.133359
OT01V2196301879,1776600294496.426,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,545203,1186,true,0,0,270,480,383,383,160435,2,3,SV173,0,0,0,1,74445,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,6.318,0,4.802442
OT01V4021281234,1776600294496.426,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600294696.398,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,114633,111,true,1,0,540,960,26,26,2924,4,1,SV173,0,0,0,0,5408,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.643,0,20.239051999999997
OT01V2196301879,1776600294696.398,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,550595,1195,true,0,0,270,480,388,388,160651,2,3,SV173,0,0,0,1,75468,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,6.407,0,4.859312
OT01V4021281234,1776600294696.398,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600294696.398,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,114633,111,true,1,0,540,960,26,26,2924,4,1,SV173,0,0,0,0,5408,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.643,0,20.239051999999997
OT01V2196301879,1776600294696.398,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,550595,1195,true,0,0,270,480,388,388,160651,2,3,SV173,0,0,0,1,75468,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,6.407,0,4.859312
OT01V4021281234,1776600294696.398,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600294896.221,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,123845,120,true,1,0,540,960,28,28,3140,4,1,SV173,0,0,0,0,5824,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.698,0,20.239065
OT01V2196301879,1776600294896.221,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,557681,1205,true,0,0,270,480,394,394,160891,2,3,SV173,0,0,0,1,76709,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,6.503,0,4.859329
OT01V4021281234,1776600294896.221,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600294896.221,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,123845,120,true,1,0,540,960,28,28,3140,4,1,SV173,0,0,0,0,5824,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.698,0,20.239065
OT01V2196301879,1776600294896.221,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,557681,1205,true,0,0,270,480,394,394,160891,2,3,SV173,0,0,0,1,76709,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,6.503,0,4.859329
OT01V4021281234,1776600294896.221,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600295096.416,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,137988,134,true,1,0,540,960,31,31,3476,4,1,SV173,0,0,0,0,6448,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.778,0,20.239079
OT01V2196301879,1776600295096.416,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,561443,1210,true,0,0,270,480,399,399,161011,2,3,SV173,0,0,0,1,77744,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,6.593,0,4.859336
OT01V4021281234,1776600295096.416,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600295096.416,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,137988,134,true,1,0,540,960,31,31,3476,4,1,SV173,0,0,0,0,6448,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.778,0,20.239079
OT01V2196301879,1776600295096.416,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,561443,1210,true,0,0,270,480,399,399,161011,2,3,SV173,0,0,0,1,77744,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,6.593,0,4.859336
OT01V4021281234,1776600295096.416,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600295296.309,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,149579,145,true,1,0,540,960,33,33,3740,5,1,SV173,0,0,0,0,6864,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.829,0,20.307123999999998
OT01V2196301879,1776600295296.309,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,568732,1219,true,0,0,270,480,404,404,161227,2,3,SV173,0,0,0,1,78778,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,6.68,0,4.859351
OT01V4021281234,1776600295296.309,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600295296.309,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,149579,145,true,1,0,540,960,33,33,3740,5,1,SV173,0,0,0,0,6864,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.829,0,20.307123999999998
OT01V2196301879,1776600295296.309,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,568732,1219,true,0,0,270,480,404,404,161227,2,3,SV173,0,0,0,1,78778,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,6.68,0,4.859351
OT01V4021281234,1776600295296.309,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600295496.301,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,161329,156,true,1,0,540,960,35,35,4020,5,1,SV173,0,0,0,0,7280,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.886,0,20.307131
OT01V2196301879,1776600295496.301,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,576118,1227,true,0,0,270,480,408,408,161419,2,3,SV173,0,0,0,1,79606,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,6.751,0,4.859356
OT01V4021281234,1776600295496.301,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600295496.301,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,161329,156,true,1,0,540,960,35,35,4020,5,1,SV173,0,0,0,0,7280,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.886,0,20.307131
OT01V2196301879,1776600295496.301,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,576118,1227,true,0,0,270,480,408,408,161419,2,3,SV173,0,0,0,1,79606,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,6.751,0,4.859356
OT01V4021281234,1776600295496.301,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600295696.273,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,169997,165,true,1,0,540,960,37,37,4236,5,1,SV173,0,0,0,0,7696,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.93,0,20.348800999999998
OT01V2196301879,1776600295696.273,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,588825,1240,true,0,0,270,480,411,411,161731,2,3,SV173,0,0,0,1,80227,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,6.791,0,4.859363
OT01V4021281234,1776600295696.273,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600295696.273,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,169997,165,true,1,0,540,960,37,37,4236,5,1,SV173,0,0,0,0,7696,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.93,0,20.348800999999998
OT01V2196301879,1776600295696.273,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,588825,1240,true,0,0,270,480,411,411,161731,2,3,SV173,0,0,0,1,80227,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,6.791,0,4.859363
OT01V4021281234,1776600295696.273,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600295896.356,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,177387,173,true,1,0,540,960,39,39,4432,5,1,SV173,0,0,0,0,8112,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.974,0,20.348807
OT01V2196301879,1776600295896.356,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,600839,1253,true,0,0,270,480,416,416,162043,2,3,SV173,0,0,0,1,81262,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,6.882,0,4.8593649999999995
OT01V4021281234,1776600295896.356,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600295896.356,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,177387,173,true,1,0,540,960,39,39,4432,5,1,SV173,0,0,0,0,8112,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,0.974,0,20.348807
OT01V2196301879,1776600295896.356,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,600839,1253,true,0,0,270,480,416,416,162043,2,3,SV173,0,0,0,1,81262,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,6.882,0,4.8593649999999995
OT01V4021281234,1776600295896.356,outbound-rtp,COT01_98_profile-id=0,video,video,4021281234,T01,0,1,true,2,0,,,0,0,283,0,0,SV173,0,0,0,0,,[object Object],bandwidth,1,0,0,r2,1802540454,,0,0,0
OT01V196110104,1776600296096.358,outbound-rtp,COT01_98_profile-id=0,video,video,196110104,T01,187117,183,true,1,0,540,960,41,41,4672,5,1,SV173,0,0,0,0,8528,[object Object],bandwidth,1,0,0,r1,3482260029,L1T3,1.031,0,20.368654
OT01V2196301879,1776600296096.358,outbound-rtp,COT01_98_profile-id=0,video,video,2196301879,T01,612963,1266,true,0,0,270,480,422,422,162355,2,3,SV173,0,0,0,1,82504,[object Object],bandwidth,1,0,0,r0,3347861686,L1T3,6.979,0,4.859373
