,bytesSent,bytesReceived,testNum,codec,enc_type,spatial,temporal,recordedTime,atCorrectResTime,correctResPerc,correctedFromFrozen,jitterBufferDelay,totalAssemblyTime,totalDecodeTime,totalFreezesDuration,totalInterFrameDelay,totalSquaredInterFrameDelay,totalPausesDuration,totalProcessingDelay,framesDecoded,framesDropped,framesReceived,freezeCount
Unnamed 131,22729,977852,138,video_vp9,simulcast,1,0,27800.0,6285.780029296875,22.610719529844875,7314.219970703125,4.914723,1.306562,2.472993,7.366,26.189,22.34027900000001,0,7.47072,416,30,417,3
Unnamed 132,25999,1920889,139,video_vp9,simulcast,1,1,27800.0,18653.7880859375,67.09995714366008,5945.2119140625,1.146937,0.16039,2.264567,7.13,27.658,22.007485999999982,0,3.483977,299,116,299,3
Unnamed 133,29549,3069667,140,video_vp9,simulcast,1,2,27800.0,24400.0,87.76978417266187,0.0,7.32098,0.3360519999999999,4.98605,0.462,27.698,1.8539879999999744,0,12.489051,784,7,785,1
Unnamed 134,27262,1494701,141,video_vp9,simulcast,2,0,27800.0,0.0,0.0,0.0,13.393665,2.226199,3.662045,2.142,27.508,2.7882520000000106,0,17.140021,588,31,593,5
Unnamed 135,29614,6836762,142,video_vp9,simulcast,2,1,27799.0,22600.0,81.29788841325227,0.0,18.892766,2.416377,3.702641,0.0,27.532,2.630744000000009,0,22.698842,387,2,388,0
Unnamed 136,26430,1408012,143,video_vp9,simulcast,2,2,27800.0,0.0,0.0,0.0,3.69277,1.137776,2.507088,9.903,26.37,30.655496000000028,0,6.284718,431,117,432,5
Unnamed 137,6974,22603,144,video_av1,svc,0,0,27801.0,27801.0,100.0,0.0,0.005488,0.0054069999999999,0.011072,0.0,0.0,0.0,0,0.0198479999999999,1,0,1,0
Unnamed 138,18810,383788,145,video_av1,svc,0,1,27800.0,25477.0,91.64388489208633,523.0,23.436568,0.8044,0.6589579999999999,0.523,17.876,1.378145999999999,0,24.163053,266,0,266,2
Unnamed 139,20437,519265,146,video_av1,svc,0,2,27799.0,27537.0,99.05752005467822,262.0,26.628165,0.87712,1.10643,0.262,17.865,0.7540910000000017,0,27.857002,532,0,532,1
Unnamed 140,18011,660313,147,video_av1,svc,1,0,27800.0,12565.508056640625,45.199669268491455,9834.491943359375,6.363705,0.7008099999999999,0.382389,10.304,15.381,32.636813000000004,0,6.780885,148,91,180,5
Unnamed 141,20457,767513,148,video_av1,svc,1,1,27799.0,13.0888671875,0.04708394973740063,9586.9111328125,6.368297999999999,0.5841689999999999,0.320693,10.312,14.999,32.759241,0,6.719831,132,168,181,5
Unnamed 142,18698,959472,149,video_av1,svc,1,2,27800.0,0.0,0.0,0.0,3.991969,0.792245,0.315677,10.681,15.32,33.640362,0,4.340584,128,302,206,6
Unnamed 143,19981,1069025,150,video_av1,svc,2,0,27800.0,0.0,0.0,0.0,7.306407999999999,0.927188,0.323631,10.274,14.844,31.648799999999994,0,7.659294999999999,119,329,226,5
Unnamed 144,20354,1086232,151,video_av1,svc,2,1,27800.0,0.0,0.0,0.0,3.858271,0.596407,0.274734,10.925,15.84,36.0207,0,4.158847,122,391,230,5
Unnamed 145,20658,1118368,152,video_av1,svc,2,2,27799.0,0.0,0.0,0.0,2.715856,0.598218,0.3693099999999999,10.129,14.906,32.859626,0,3.120457,147,359,275,4
Unnamed 146,17032,459105,153,video_av1,simulcast,0,0,28000.0,23400.0,83.57142857142857,0.0,1.419446,0.706016,1.316567,0.0,27.517,4.323159,0,2.779478,186,0,186,0
Unnamed 147,23534,573966,154,video_av1,simulcast,0,1,27994.0,11000.0,39.29413445738372,0.0,9.815433,0.956794,2.335342,0.0,27.594,2.423728000000003,0,12.238292,355,1,356,0
Unnamed 148,27133,840249,155,video_av1,simulcast,0,2,27800.0,11000.0,39.568345323741006,0.0,17.164362999999998,1.369012,4.116546,0.0,27.508,1.4102119999999922,0,21.443841,701,1,702,0
Unnamed 149,23785,1094992,156,video_av1,simulcast,1,0,27801.0,11961.0,43.02363224344448,1438.0,11.305291,2.712926,2.668987,1.438,27.358,3.44248,0,14.080653,440,0,440,3
Unnamed 150,26174,1291164,157,video_av1,simulcast,1,1,27800.0,6325.0,22.75179856115108,474.0,17.248442,3.182887,3.229416,0.474,27.44,1.9982140000000028,0,20.592349,520,1,521,2
Unnamed 151,27230,1719636,158,video_av1,simulcast,1,2,27799.0,9399.0,33.810568725493724,0.0,26.584744,3.72863,4.388077,0.0,27.561,1.4656169999999895,0,31.15115,690,0,692,0
Unnamed 152,27800,1673821,159,video_av1,simulcast,2,0,27800.0,0.0,0.0,0.0,25.155841,4.203768999999999,4.091476,0.0,27.514,1.555953999999989,0,29.402786,662,1,665,0
Unnamed 153,27224,1720655,160,video_av1,simulcast,2,1,27800.0,0.0,0.0,0.0,27.377774,3.952456,4.133066,0.495,27.531,1.5222989999999894,0,31.669005,684,0,685,2
279,35977,10541917,161,video_av1,simulcast,2,2,27800.0,22200.0,79.85611510791367,0.0,49.074734,4.755856,5.746821,0.0,27.727,1.297668999999994,0,55.012985,751,0,753,0
Unnamed 154,16887,293094,162,video_vp9,svc,0,0,27801.0,1600.0,5.755188662278336,0.0,9.952398,0.3830349999999999,1.572508,0.0,27.398,3.806129999999999,0,11.584062,206,0,207,0
Unnamed 155,26246,718548,163,video_vp9,svc,0,1,27792.0,27511.0,98.98891767415083,281.0,3.010841,0.053196,2.557711,0.281,27.656,1.948442000000001,0,5.662039,414,0,415,1
Unnamed 156,27839,999361,164,video_vp9,svc,0,2,27800.0,26800.0,96.40287769784173,0.0,6.871867,0.080741,4.840921,0.0,27.628,1.0627540000000002,0,11.910291,808,0,809,0
Unnamed 157,20183,645997,165,video_vp9,svc,1,0,28000.0,0.0,0.0,0.0,5.668921,0.329839,0.813585,16.273,25.224,50.822752,0,6.515524999999999,118,204,217,6
Unnamed 158,26232,1105434,166,video_vp9,svc,1,1,27800.0,0.0,0.0,0.0,9.315555,0.443146,1.072667,16.222,26.108,52.054054000000015,0,10.42591,152,395,316,6
Unnamed 159,27711,1399873,167,video_vp9,svc,1,2,27800.0,0.0,0.0,0.0,18.886491,0.291282,2.043075,10.873,27.472,32.70475200000015,0,21.048255,468,559,690,4
Unnamed 160,27151,1288150,168,video_vp9,svc,2,0,27800.0,0.0,0.0,0.0,11.947619,0.387796,0.969594,12.834,26.841,28.63815500000017,0,12.518661,388,314,557,8
Unnamed 161,29806,2025867,169,video_vp9,svc,2,1,27800.0,0.0,0.0,0.0,11.23833,0.397657,1.529765,15.343,27.335,38.89648700000004,0,12.524145,252,502,487,11
Unnamed 162,29876,2193492,170,video_vp9,svc,2,2,27800.0,0.0,0.0,0.0,5.054062,0.426487,0.761957,16.834,26.63,49.92507999999997,0,5.611045,162,864,456,8
Unnamed 163,15971,393918,171,video_vp9,simulcast,0,0,27800.0,12200.23388671875,43.88573340546313,5999.76611328125,0.421722,0.354386,0.755052,12.325,25.595,41.147569,0,1.198877,95,63,95,4
Unnamed 164,23245,568234,172,video_vp9,simulcast,0,1,27800.0,11729.576904296875,42.19272267732689,2870.423095703125,0.854937,0.4172889999999999,1.308303,12.295,25.686,39.10112200000001,0,2.201604,192,137,192,4
Unnamed 165,27749,907505,173,video_vp9,simulcast,0,2,27800.0,18600.0,66.90647482014388,0.0,9.05509,0.509022,4.642789,0.0,27.579,1.116742999999999,0,13.881453,772,0,772,0
Unnamed 166,22606,992065,174,video_vp9,simulcast,1,0,27800.0,3306.0,11.892086330935252,10494.0,5.445380999999999,1.3919279999999998,2.530973,10.494,25.938,30.778788,0,8.070215,417,44,417,6
Unnamed 167,23452,1070270,175,video_vp9,simulcast,1,1,27800.0,674.02490234375,2.424550008430755,9125.97509765625,3.2475,1.2518669999999998,2.38662,9.327,26.112,31.324836,0,5.716761,415,75,415,3
Unnamed 168,25677,1429339,176,video_vp9,simulcast,1,2,27799.0,2670.80712890625,9.607565484032698,2929.19287109375,5.247453,1.262926,2.998162,6.285,26.436,21.08759600000005,0,8.3545,494,74,494,2
Unnamed 169,27203,1592258,177,video_vp9,simulcast,2,0,27799.0,0.0,0.0,0.0,13.069615,2.656344,3.507845,3.737,27.562,12.080879999999976,0,16.676519,546,97,549,2
Unnamed 170,27145,1512211,178,video_vp9,simulcast,2,1,27800.0,0.0,0.0,0.0,7.242020999999999,1.468703,2.639466,10.288,27.432,24.20803800000001,0,9.947326,443,175,445,7
Unnamed 171,26994,1472984,179,video_vp9,simulcast,2,2,28000.0,0.0,0.0,0.0,12.923724,2.078961,3.550598,0.727,27.028,1.9223299999999963,0,16.617825,577,20,579,3
Unnamed 172,14650,300591,180,video_av1,svc,0,0,27800.0,26799.0,96.39928057553956,0.0,4.313133,0.619458,0.3804079999999999,0.0,17.862,2.589588,0,4.730811999999999,131,0,131,0
Unnamed 173,18420,351741,181,video_av1,svc,0,1,28000.0,24800.0,88.57142857142857,0.0,17.245178,0.640045,0.585112,0.0,17.514,1.317251999999999,0,17.894811999999998,255,0,255,0
