,bytesSent,bytesReceived,testNum,codec,enc_type,spatial,temporal,recordedTime,atCorrectResTime,correctResPerc,correctedFromFrozen,jitterBufferDelay,totalAssemblyTime,totalDecodeTime,totalFreezesDuration,totalInterFrameDelay,totalSquaredInterFrameDelay,totalPausesDuration,totalProcessingDelay,framesDecoded,framesDropped,framesReceived,freezeCount
Unnamed 174,19902,509574,182,video_av1,svc,0,2,27800.0,24355.0,87.60791366906476,244.0,43.849582,0.965047,1.092959,0.244,17.665,0.8342310000000015,0,45.051127,502,0,502,1
Unnamed 175,17232,645246,183,video_av1,svc,1,0,27800.0,12197.676025390625,43.876532465433904,10002.323974609375,6.334574,0.734606,0.361159,10.49,15.416,33.745904,0,6.730772,142,96,178,5
Unnamed 176,20309,788016,184,video_av1,svc,1,1,27800.0,9.017822265625,0.03243820958857913,6591.982177734375,5.645032,0.8063119999999999,0.313474,10.631,15.605,34.779007,0,5.993663,146,185,199,5
Unnamed 177,19029,1016593,185,video_av1,svc,1,2,27800.0,0.0,0.0,0.0,2.993193,0.7504139999999999,0.354095,10.258,14.926,32.340094,0,3.382615,131,332,215,5
Unnamed 178,20788,1017757,186,video_av1,svc,2,0,27799.0,0.0,0.0,0.0,3.538653,0.692403,0.377683,10.283,14.921,32.341729,0,3.952353,146,319,240,5
Unnamed 179,20736,1015289,187,video_av1,svc,2,1,27801.0,0.0,0.0,0.0,5.382566,0.508689,0.298973,10.362,14.971,32.058283,0,5.710646,146,315,227,5
Unnamed 180,19421,1044250,188,video_av1,svc,2,2,27800.0,0.0,0.0,0.0,4.70223,0.7637229999999999,0.374764,10.23,14.895,31.964065,0,5.116503,150,334,242,5
Unnamed 181,17259,467400,189,video_av1,simulcast,0,0,27800.0,23200.0,83.45323741007195,0.0,1.020345,0.784582,1.345875,0.0,27.383,4.294304999999999,0,2.407326,183,0,184,0
Unnamed 182,24530,582177,190,video_av1,simulcast,0,1,27800.0,18000.0,64.74820143884892,0.0,7.849538,0.942814,2.175891,0.0,27.636,2.374037999999998,0,10.108749,359,0,359,0
Unnamed 183,27324,842768,191,video_av1,simulcast,0,2,27800.0,13051.262939453125,46.94698899083858,2947.737060546875,11.757901,0.866294,3.760506,3.148,27.569,11.14726899999992,0,15.677648,635,0,636,1
Unnamed 184,23092,1078756,192,video_av1,simulcast,1,0,27799.0,11641.0,41.875607036224324,1559.0,10.98463,2.676757,2.758564,1.559,27.512,3.378702,0,13.852074,440,0,440,4
Unnamed 185,25849,1327439,193,video_av1,simulcast,1,1,28000.0,1801.0,6.432142857142857,799.0,19.776288,3.060471,3.299091,0.799,27.816,2.0886280000000017,0,23.201527,531,0,532,3
Unnamed 186,26465,1564782,194,video_av1,simulcast,1,2,27800.0,3799.4140625,13.66695705935252,0.5859375,23.554482,3.348129,4.022071,1.503,27.595,2.668175000000011,0,27.740871,638,0,639,3
Unnamed 187,28121,1740591,195,video_av1,simulcast,2,0,27800.0,0.0,0.0,0.0,29.868337,4.190504,4.365939,0.25,27.522,1.4600619999999889,0,34.405452,703,0,703,1
Unnamed 188,27371,1677256,196,video_av1,simulcast,2,1,27800.0,0.0,0.0,0.0,29.794757,3.63078,4.199606,0.235,27.548,1.559297999999991,0,34.176126,673,0,674,1
Unnamed 189,27465,1685362,197,video_av1,simulcast,2,2,27800.0,0.0,0.0,0.0,22.051108,2.836877,3.527941,3.678,27.574,11.49403599999999,0,25.637167,585,0,588,3
Unnamed 190,17351,576364,198,video_vp9,svc,0,0,27801.0,27801.0,100.0,0.0,0.672375,0.06433,1.721031,0.0,27.648,3.821287999999999,0,2.449408,207,0,207,0
Unnamed 191,26096,722365,199,video_vp9,svc,0,1,27800.0,27800.0,100.0,0.0,2.595742,0.044986,2.566975,0.0,27.743,2.1060710000000014,0,5.265766999999999,409,1,409,0
Unnamed 192,26856,528484,200,video_vp9,svc,0,2,27999.0,1600.0,5.7144898032072575,0.0,14.959663,0.295221,4.887283,0.209,27.526,1.2192259999999946,0,20.050389,810,5,816,1
Unnamed 193,20442,830445,201,video_vp9,svc,1,0,27799.0,0.0,0.0,0.0,4.187793,0.436311,0.912066,16.104,25.044,51.273292,0,5.12916,117,197,211,6
Unnamed 194,26549,1077087,202,video_vp9,svc,1,1,27800.0,0.0,0.0,0.0,7.432923,0.491041,1.2706579999999998,16.26,26.444,50.614812000000015,0,8.747477,171,397,325,7
Unnamed 195,30502,4094924,203,video_vp9,svc,1,2,27800.0,16000.0,57.55395683453237,0.0,11.43257,0.053755,7.22994,0.0,27.646,1.3946319999999963,0,18.814727,776,34,779,0
Unnamed 196,25582,4851283,204,video_vp9,svc,2,0,27799.0,1039.001953125,3.7375515418720098,14160.998046875,2.505401,0.027201,1.643362,20.417,26.89,57.640832,0,4.044938999999999,114,428,244,9
Unnamed 197,29822,2077176,205,video_vp9,svc,2,1,27800.0,0.0,0.0,0.0,11.811178,0.359448,1.93328,16.836,27.21,40.14496200000007,0,13.470857,261,586,429,11
Unnamed 198,28734,1580175,206,video_vp9,svc,2,2,27800.0,0.0,0.0,0.0,19.68875,0.598739,2.379062,10.899,26.783,32.234901000000065,0,22.114208,464,579,721,5
Unnamed 199,14949,374441,207,video_vp9,simulcast,0,0,27800.0,11686.534912109375,42.03789536729991,2913.465087890625,0.4224199999999999,0.301039,0.7587959999999999,12.309,25.849,41.75135699999999,0,1.203867,93,55,93,4
Unnamed 200,25366,629500,208,video_vp9,simulcast,0,1,27799.0,24707.0,88.87729774452319,3092.0,4.011085,0.034198,2.418591,3.092,27.657,11.232413000000031,0,6.520866,371,40,371,1
Unnamed 201,27956,887403,209,video_vp9,simulcast,0,2,27800.0,15000.0,53.956834532374096,0.0,19.231668,1.04516,4.422719,0.0,27.544,1.160399999999998,0,23.83675,758,0,759,0
Unnamed 202,18012,1314065,210,video_vp9,simulcast,1,0,27800.0,20534.2080078125,73.86405758205935,2865.7919921875,0.504964,0.0518239999999999,1.10856,6.146,27.476,31.219366,0,1.6511479999999998,136,64,136,2
Unnamed 203,25353,1192084,211,video_vp9,simulcast,1,1,27800.0,3550.092041015625,12.77011525545189,9249.907958984375,4.933749,1.416097,2.627875,9.451,26.554,30.715183999999997,0,7.65379,429,86,430,3
Unnamed 204,26786,1531199,212,video_vp9,simulcast,1,2,27800.0,3600.0,12.949640287769784,0.0,15.921304999999998,2.26367,3.641817,0.0,26.402,1.7661859999999985,0,19.708293,587,11,588,0
Unnamed 205,26797,1537098,213,video_vp9,simulcast,2,0,27990.0,0.0,0.0,0.0,10.441887,1.717827,3.205343,1.535,26.188,2.490408000000011,0,13.775756,554,36,556,4
Unnamed 206,27482,1533181,214,video_vp9,simulcast,2,1,27996.0,0.0,0.0,0.0,14.014393,2.056187,3.599161,1.208,27.608,2.998992000000012,0,17.753083,590,33,591,2
Unnamed 207,27460,1554316,215,video_vp9,simulcast,2,2,27800.0,0.0,0.0,0.0,13.475661,1.873433,3.53894,5.222,27.537,13.554618999999978,0,17.145191999999998,581,56,582,4
Unnamed 208,14750,291528,216,video_av1,svc,0,0,27800.0,26000.0,93.5251798561151,0.0,6.581365,0.6117929999999999,0.3609549999999999,0.0,17.476,2.488393999999998,0,6.9747,129,0,129,0
Unnamed 209,18325,360547,217,video_av1,svc,0,1,27800.0,23433.873046875,84.29450736285972,966.126953125,19.617596,0.670963,0.579981,1.167,17.616,2.1461020000000017,0,20.250561,246,0,246,2
Unnamed 210,19778,507312,218,video_av1,svc,0,2,27800.0,27581.0,99.21223021582733,219.0,30.366308,0.724884,1.142571,0.219,17.656,0.7114120000000015,0,31.634769,523,0,523,1
Unnamed 211,17867,667316,219,video_av1,svc,1,0,27800.0,12633.384033203125,45.4438274575652,9766.615966796875,6.334445,0.817228,0.3697189999999999,10.331,14.969,32.831205,0,6.745434,145,94,185,5
Unnamed 212,20337,718279,220,video_av1,svc,1,1,27999.0,12638.656005859375,45.13966929482972,9762.343994140625,2.30435,0.5316759999999999,0.351529,10.463,14.975,32.580983,0,2.690084,141,171,213,5
Unnamed 213,19203,981612,221,video_av1,svc,1,2,27800.0,0.0,0.0,0.0,3.738219,0.6717759999999999,0.286941,10.193,14.81,31.857198,0,4.053628,127,225,196,5
Unnamed 214,19413,999707,222,video_av1,svc,2,0,27799.0,0.0,0.0,0.0,5.096462,0.580181,0.319166,10.119,14.74,31.508844,0,5.447829,131,325,211,5
Unnamed 215,19877,989136,223,video_av1,svc,2,1,27800.0,0.0,0.0,0.0,2.254506,0.644917,0.3366699999999999,10.248,14.796,31.532714,0,2.622354,128,323,222,5
Unnamed 216,20730,1022614,224,video_av1,svc,2,2,27800.0,0.0,0.0,0.0,3.163904,0.7396229999999999,0.2916519999999999,10.185,14.865,31.800977000000003,0,3.484706,129,235,208,5
Unnamed 217,16922,456333,225,video_av1,simulcast,0,0,27800.0,22000.0,79.13669064748201,0.0,1.044251,0.7961619999999999,1.375599,0.0,27.538,4.414103999999998,0,2.463891,182,0,182,0
Unnamed 218,24166,588453,226,video_av1,simulcast,0,1,27800.0,9600.0,34.53237410071942,0.0,8.065947,0.7274809999999999,2.390443,0.0,27.555,2.2932670000000006,0,10.559684,367,0,367,0
Unnamed 219,27149,861651,227,video_av1,simulcast,0,2,27992.0,15000.0,53.586739068305235,0.0,11.787631,1.0952,4.128125,0.0,27.562,1.341907999999995,0,16.085608999999998,718,0,719,0
Unnamed 220,22546,1065623,228,video_av1,simulcast,1,0,27800.0,11682.410888671875,42.02306075061826,917.589111328125,35.316327,2.737931,2.637316,2.044,27.486,4.446021999999987,0,38.032361,436,5,441,3
Unnamed 221,26323,1286051,229,video_av1,simulcast,1,1,28000.0,8648.0,30.885714285714283,752.0,17.55558,3.191051,3.195094,0.752,27.579,2.105175,0,20.779883,515,1,517,3
Unnamed 222,27156,1681437,230,video_av1,simulcast,1,2,27799.0,0.0,0.0,0.0,31.277296,3.838082,4.157699,0.206,27.593,1.4762309999999907,0,35.595729,688,0,688,1
Unnamed 223,27357,1720245,231,video_av1,simulcast,2,0,27800.0,0.0,0.0,0.0,29.560663,3.848245,4.171869,0.218,27.637,1.5782489999999896,0,33.895559,675,0,676,1
Unnamed 224,27721,1714875,232,video_av1,simulcast,2,1,27799.0,0.0,0.0,0.0,32.542698,4.305168,4.320036,0.265,27.554,1.5170019999999909,0,37.033612,687,0,689,1
Unnamed 225,33925,10517965,233,video_av1,simulcast,2,2,27800.0,18200.0,65.46762589928058,0.0,57.455628,4.921687,5.559945,0.0,27.673,1.6327949999999816,0,63.196747,727,0,729,0
Unnamed 226,17237,299543,234,video_vp9,svc,0,0,28000.0,1600.0,5.714285714285714,0.0,9.55758,0.319343,1.559932,0.486,27.501,3.817746999999999,0,11.171336,210,0,210,1
Unnamed 227,24830,383794,235,video_vp9,svc,0,1,28001.0,1600.0,5.714081639941431,0.0,20.139243,0.261751,2.647101,0.261,27.526,2.0133980000000014,0,22.881675,412,0,413,1
Unnamed 228,28117,1011970,236,video_vp9,svc,0,2,27799.0,26799.0,96.40274830029857,0.0,6.164664,0.0619479999999999,4.710769,0.0,27.706,1.1198099999999989,0,11.058345,813,0,814,0
Unnamed 229,20582,889039,237,video_vp9,svc,1,0,27799.0,0.0,0.0,0.0,5.628883,0.303904,1.346249,15.979,27.475,52.51119099999998,0,7.016547,154,204,239,5
Unnamed 230,28335,2855576,238,video_vp9,svc,1,1,27800.0,26599.0,95.67985611510791,0.0,6.52908,0.039258,4.915549,0.0,27.621,1.9776889999999991,0,11.544663,412,0,412,0
279,30112,3954035,239,video_vp9,svc,1,2,27800.0,18598.781982421875,66.90209346194919,0.218017578125,9.679734,0.0329379999999999,6.790031,1.041,27.694,2.2076919999999998,0,16.619949,744,40,746,1
Unnamed 231,25231,1400436,240,video_vp9,svc,2,0,27800.0,0.0,0.0,0.0,6.16536,0.6000489999999999,1.01463,18.143,25.584,53.81317399999999,0,6.801834,183,395,305,9
Unnamed 232,29418,2079920,241,video_vp9,svc,2,1,28000.0,0.0,0.0,0.0,10.77351,0.531324,1.595966,15.872,26.617,37.86244100000005,0,12.291577,254,492,511,11
Unnamed 233,30254,2335987,242,video_vp9,svc,2,2,27800.0,0.0,0.0,0.0,11.360127,0.503185,1.4804849999999998,16.706,26.73,38.74421600000007,0,12.431156,244,680,595,12
Unnamed 234,16413,409598,243,video_vp9,simulcast,0,0,27800.0,11541.9130859375,41.517672970998206,2858.0869140625,0.4491,0.388379,0.7165239999999999,14.248,26.346,43.20554200000001,0,1.188735,95,71,95,5
Unnamed 235,22606,561244,244,video_vp9,simulcast,0,1,27800.0,11531.889892578125,41.48161831862635,2867.110107421875,0.735545,0.14374,1.126146,14.033,25.795,41.64520099999999,0,1.904749,175,141,175,5
Unnamed 236,27536,883672,245,video_vp9,simulcast,0,2,27800.0,15700.721923828125,56.4774169921875,2899.278076171875,5.989923999999999,0.575911,3.784146,3.1,27.581,10.812334999999957,0,9.920607,657,79,658,1
Unnamed 237,22710,957495,246,video_vp9,simulcast,1,0,27799.0,3221.0,11.5867477247383,10578.0,4.746597,1.3479409999999998,2.193417,10.578,26.127,31.909291,0,7.022870999999999,394,53,398,4
Unnamed 238,26854,1895515,247,video_vp9,simulcast,1,1,27800.0,16244.123046875,58.43209729091726,5955.876953125,2.387825,0.116446,1.793456,7.198,24.629,22.514069000000013,0,4.237918,248,100,249,3
Unnamed 239,26584,1501573,248,video_vp9,simulcast,1,2,27800.0,3600.0,12.949640287769784,0.0,7.341102999999999,1.912291,3.369203,5.013,27.444,13.210857999999988,0,10.790567,558,66,561,3
279,22885,4856371,249,video_vp9,simulcast,2,0,27800.0,16056.952880859375,57.758823312443795,2943.047119140625,3.485518,1.622667,1.424952,9.297,26.46,31.903338,0,4.943197,126,86,126,3
Unnamed 240,26787,1481922,250,video_vp9,simulcast,2,1,27800.0,0.0,0.0,0.0,5.409646,1.727353,2.949246,6.25,27.555,21.768593000000035,0,8.474451,485,125,489,2
Unnamed 241,25952,1510158,251,video_vp9,simulcast,2,2,27800.0,0.0,0.0,0.0,5.60214,1.375582,2.471029,7.705,26.134,23.49281600000001,0,8.16,426,157,427,3
Unnamed 242,14521,292711,252,video_av1,svc,0,0,27800.0,27800.0,100.0,0.0,6.43619,0.713518,0.3591169999999999,0.0,17.513,2.488227,0,6.828935,130,0,130,0
Unnamed 243,18922,374535,253,video_av1,svc,0,1,27799.0,25799.0,92.80549660059715,0.0,20.426498,0.8040149999999999,0.610165,0.0,17.872,1.3134620000000008,0,21.099359,266,0,266,0
Unnamed 244,20446,506143,254,video_av1,svc,0,2,27800.0,26561.0,95.5431654676259,239.0,21.581537,0.8278719999999999,1.1243189999999998,0.239,17.842,0.7632460000000023,0,22.823657,523,0,523,1
Unnamed 245,17642,632035,255,video_av1,svc,1,0,27799.0,12806.489013671875,46.06816437163882,9793.510986328125,1.989589,0.4593609999999999,0.332084,10.266,14.734,32.312274,0,2.354122,127,90,160,5
Unnamed 246,20325,802280,256,video_av1,svc,1,1,28000.0,66.369873046875,0.23703526088169644,9534.630126953125,9.499688,0.58488,0.35185,10.007,14.903,32.285697,0,9.891019,128,171,184,4
279,6692,22642,257,video_av1,svc,1,2,27800.0,0.0,0.0,0.0,5.3e-05,2.7e-05,0.00211,0.0,0.0,0.0,0,0.002953,1,0,1,0
Unnamed 247,6985,22618,258,video_av1,svc,2,0,27800.0,0.0,0.0,0.0,0.000352,0.000267,0.0094469999999999,0.0,0.0,0.0,0,0.016131,1,0,1,0
Unnamed 248,20306,1064930,259,video_av1,svc,2,1,27800.0,0.0,0.0,0.0,4.218425,0.7072879999999999,0.378635,10.126,14.786,31.318994,0,4.633178,150,336,247,5
Unnamed 249,19804,1025350,260,video_av1,svc,2,2,27800.0,0.0,0.0,0.0,2.668586,0.4678489999999999,0.3521249999999999,10.277,14.872,31.458566,0,3.055255,145,237,221,5
Unnamed 250,17357,447651,261,video_av1,simulcast,0,0,27800.0,19600.0,70.50359712230215,0.0,2.089884,0.8309019999999999,1.407311,0.0,27.3,4.401269999999997,0,3.547945,181,0,181,0
Unnamed 251,23208,553272,262,video_av1,simulcast,0,1,28001.0,15755.0,56.265847648298276,245.0,7.570877999999999,0.930597,2.252944,1.356,27.59,3.508264000000003,0,9.905303,348,1,349,2
Unnamed 252,26905,853491,263,video_av1,simulcast,0,2,28001.0,14001.0,50.00178565051249,0.0,17.06633,1.349803,4.24519,0.0,27.592,1.3861019999999915,0,21.485375,716,0,716,0
Unnamed 253,23172,1048234,264,video_av1,simulcast,1,0,27800.0,9859.0,35.46402877697842,1343.0,12.658152,2.513324,2.8257,1.343,27.516,3.3835459999999973,0,15.567155,446,1,448,3
Unnamed 254,26400,1304648,265,video_av1,simulcast,1,1,27997.0,9890.0,35.32521341572311,310.0,17.315837,2.923709,3.159694,0.31,27.485,2.0475650000000014,0,20.59363,532,0,533,1
Unnamed 255,27454,1687493,266,video_av1,simulcast,1,2,27799.0,0.0,0.0,0.0,26.683796,4.000304,4.174513,0.242,27.589,1.5690669999999909,0,30.996202,670,1,672,1
Unnamed 256,27884,1720098,267,video_av1,simulcast,2,0,27800.0,0.0,0.0,0.0,32.272588,3.699309,4.236979,0.0,27.519,1.4694449999999892,0,36.669646,692,1,695,0
Unnamed 257,27657,1602470,268,video_av1,simulcast,2,1,27800.0,0.0,0.0,0.0,25.887901,4.248667,4.013091999999999,0.266,27.585,1.641698999999993,0,30.065014,638,1,640,1
Unnamed 258,27298,1689432,269,video_av1,simulcast,2,2,27800.0,0.0,0.0,0.0,27.73421,4.24604,4.175038,0.707,27.529,1.5611189999999906,0,32.075153,675,0,675,3
Unnamed 259,17138,545432,270,video_vp9,svc,0,0,27800.0,25450.708984375,91.54931289343526,1149.291015625,0.906574,0.058274,1.548929,1.35,27.682,5.522889999999994,0,2.503233,197,0,197,1
Unnamed 260,24597,381047,271,video_vp9,svc,0,1,27800.0,1600.0,5.755395683453238,0.0,18.875271,0.243079,2.531876,0.271,27.528,2.016416000000002,0,21.506454,411,0,411,1
Unnamed 261,26847,486901,272,video_vp9,svc,0,2,27800.0,1600.0,5.755395683453238,0.0,15.74031,0.3919769999999999,4.634293,0.225,27.459,1.248382999999992,0,20.554522,801,10,812,1
279,19213,2201405,273,video_vp9,svc,1,0,27800.0,27000.0,97.12230215827337,0.0,1.5948479999999998,0.037605,3.076737,0.0,27.683,4.067860999999998,0,4.723639,206,0,206,0
Unnamed 262,26977,2844890,274,video_vp9,svc,1,1,27799.0,26600.0,95.68689521205799,0.0,4.207727,0.0751899999999999,4.773815,0.0,27.642,2.0410639999999995,0,9.07603,408,3,408,0
Unnamed 263,31017,4082269,275,video_vp9,svc,1,2,27800.0,21999.0,79.13309352517986,0.0,9.599599,0.100365,7.184436,0.0,27.706,1.5169019999999958,0,16.942041,765,49,767,0
Unnamed 264,26075,4865503,276,video_vp9,svc,2,0,27800.0,2089.427978515625,7.515927980272033,12910.572021484375,1.555305,0.008459,1.119332,19.198,27.366,59.955662,0,2.407969,70,480,205,8
Unnamed 265,33685,6026913,277,video_vp9,svc,2,1,27800.0,312.60595703125,1.1244818598246402,6487.39404296875,2.95932,0.0152299999999999,1.827602,17.299,27.159,50.854177,0,4.412397,144,766,338,8
Unnamed 266,34340,8066910,278,video_vp9,svc,2,2,27800.0,0.0,0.0,1000.0,3.468275,0.010768,2.046486,13.414,27.376,37.790092,0,4.9455,150,1353,417,8
Unnamed 267,17072,479118,279,video_vp9,simulcast,0,0,27800.0,27800.0,100.0,0.0,0.826749,0.0267309999999999,1.396782,0.0,27.571,12.766142999999992,0,2.270329,187,20,187,0
Unnamed 268,24944,673610,280,video_vp9,simulcast,0,1,27800.0,27800.0,100.0,0.0,2.261812,0.026834,2.341093,0.0,27.63,11.19962600000001,0,4.695717999999999,369,40,370,0
Unnamed 269,27346,881931,281,video_vp9,simulcast,0,2,27800.0,16400.0,58.992805755395686,0.0,9.097685,0.561643,4.427561,0.0,27.541,1.1694869999999975,0,13.709834,750,0,750,0
Unnamed 270,22626,982393,282,video_vp9,simulcast,1,0,28000.0,7710.0,27.535714285714285,6290.0,3.793772,1.318398,2.359259,6.29,26.114,21.64051200000001,0,6.233645,409,29,409,2
Unnamed 271,25205,1232259,283,video_vp9,simulcast,1,1,27799.0,6736.945068359375,24.234487097950915,6062.054931640625,5.332167,1.427466,2.67984,6.263,25.965,20.74739300000002,0,8.116235999999999,466,46,468,2
Unnamed 272,26945,1487504,284,video_vp9,simulcast,1,2,27800.0,2838.5869140625,10.21074429518885,2962.4130859375,6.771,1.767239,3.28971,7.017,27.503,21.247631000000077,0,10.179459,530,79,532,3
Unnamed 273,25777,1363111,285,video_vp9,simulcast,2,0,27800.0,0.0,0.0,0.0,7.640946,1.416668,2.1753,11.001,25.933,31.402914999999997,0,9.899548,383,142,383,6
Unnamed 274,26830,1423942,286,video_vp9,simulcast,2,1,27799.0,0.0,0.0,0.0,13.256081,1.905914,3.358374,1.609,26.728,2.422414,0,16.739646999999998,561,19,561,4
Unnamed 275,35758,10836944,287,video_vp9,simulcast,2,2,27800.0,22599.0,81.29136690647482,0.0,24.00677,3.482731,5.339684999999999,0.972,27.653,2.720571000000041,0,29.491364,746,26,748,1
Unnamed 276,13901,297932,288,video_av1,svc,0,0,27800.0,26800.0,96.40287769784173,0.0,3.835864,0.434857,0.3472969999999999,0.0,17.957,2.594425,0,4.217385999999999,131,0,131,0
Unnamed 277,18129,355943,289,video_av1,svc,0,1,27800.0,25877.0,93.08273381294964,523.0,25.635287,0.726229,0.603081,0.523,17.632,1.3691919999999995,0,26.301795,261,0,261,2
Unnamed 278,20273,519001,290,video_av1,svc,0,2,27800.0,27547.0,99.08992805755396,253.0,28.315087,0.912649,1.126227,0.253,17.834,0.7453040000000015,0,29.556071,530,0,530,1
Unnamed 279,17873,653157,291,video_av1,svc,1,0,27800.0,12797.875,46.035521582733814,9602.125,4.902083,0.867398,0.320305,10.151,14.81,31.434698,0,5.255227,149,86,183,5
Unnamed 280,20029,765497,292,video_av1,svc,1,1,27800.0,-23.073974609375,-0.08299990866681654,9423.073974609375,5.802175,0.557506,0.352794,10.287,14.861,31.591119,0,6.187577,145,165,197,5
Unnamed 281,19565,1024654,293,video_av1,svc,1,2,27800.0,12682.118896484375,45.619132721166814,9718.881103515625,5.820353,0.700599,0.374399,10.232,14.879,32.135563,0,6.229098,151,326,235,5
Unnamed 282,19906,1038023,294,video_av1,svc,2,0,27800.0,0.0,0.0,0.0,2.249974,0.6330089999999999,0.2836309999999999,10.342,14.845,32.168375,0,2.557461,127,328,222,5
Unnamed 283,20296,935971,295,video_av1,svc,2,1,27800.0,0.0,0.0,0.0,5.638998,0.6952499999999999,0.2838569999999999,10.655,15.074,32.884766,0,5.902384,113,247,206,5
Unnamed 284,20257,1044127,296,video_av1,svc,2,2,27800.0,0.0,0.0,0.0,2.119517,0.553747,0.296472,10.207,15.363,33.433071,0,2.447959,129,359,228,4
Unnamed 285,17108,451219,297,video_av1,simulcast,0,0,27800.0,20400.0,73.38129496402878,0.0,1.7007599999999998,0.739031,1.364664,0.0,27.357,4.373710999999998,0,3.11182,182,0,182,0
Unnamed 286,23814,573349,298,video_av1,simulcast,0,1,28000.0,17600.0,62.857142857142854,0.0,8.049617999999999,0.693342,2.338576,0.0,27.51,2.357006000000001,0,10.457986,361,0,362,0
Unnamed 287,26701,849282,299,video_av1,simulcast,0,2,27800.0,9629.8701171875,34.63982056542266,2970.1298828125,15.74289,1.260381,3.581923,3.17,27.543,11.320566999999942,0,19.47955,621,0,621,1
Unnamed 288,23269,1077988,300,video_av1,simulcast,1,0,27800.0,12263.534912109375,44.11343493564524,1336.465087890625,15.499242,2.974482,2.305267,1.456,27.581,3.216223,0,17.893241,448,0,448,4
Unnamed 289,26049,1290393,301,video_av1,simulcast,1,1,28000.0,7132.76806640625,25.474171665736606,467.23193359375,17.521276,2.999765,3.124986,0.469,27.661,2.0638370000000026,0,20.707022,527,0,528,2
Unnamed 290,27269,1678894,302,video_av1,simulcast,1,2,27800.0,0.0,0.0,0.0,23.561187,3.889019,4.048575,0.0,27.599,1.5386829999999918,0,27.765753,672,0,673,0
Unnamed 291,28046,1755091,303,video_av1,simulcast,2,0,27800.0,0.0,0.0,0.0,29.961524,3.705724,4.086987,0.222,27.551,1.4802869999999906,0,34.201692,690,0,690,1
Unnamed 292,27262,1734831,304,video_av1,simulcast,2,1,27799.0,0.0,0.0,0.0,31.719892,3.721983,4.235681,0.494,27.499,1.5360209999999876,0,36.119344,690,1,693,2
Unnamed 293,27200,1682931,305,video_av1,simulcast,2,2,27800.0,0.0,0.0,0.0,31.282061,3.602724,4.214625,0.211,27.588,1.4790579999999924,0,35.651048,683,1,684,1
Unnamed 294,17490,284923,306,video_vp9,svc,0,0,27800.0,1600.0,5.755395683453238,0.0,11.880194,0.254839,1.479402,0.0,27.426,3.8026559999999954,0,13.409472,209,0,210,0
Unnamed 295,25291,705200,307,video_vp9,svc,0,1,27800.0,27800.0,100.0,0.0,3.52902,0.055893,2.582659,0.0,27.701,2.082235000000004,0,6.215579,407,0,407,0
Unnamed 296,27288,1004059,308,video_vp9,svc,0,2,27800.0,25800.0,92.80575539568345,0.0,7.762579,0.093915,4.521015,0.0,27.66,1.4410819999999882,0,12.463595,803,0,803,0
Unnamed 297,20074,2213964,309,video_vp9,svc,1,0,27800.0,26800.0,96.40287769784173,0.0,1.855724,0.037584,2.990738,0.0,27.613,3.679920999999999,0,4.895236,213,0,213,0
Unnamed 298,27965,2887197,310,video_vp9,svc,1,1,27800.0,26800.0,96.40287769784173,0.0,5.644623,0.063399,4.820954,0.0,27.674,1.968188,0,10.559574,410,1,410,0
Unnamed 299,30730,4130698,311,video_vp9,svc,1,2,27799.0,17397.0,62.581387819705746,0.0,12.332245,0.0562639999999999,7.026813,0.0,27.66,1.162477999999999,0,19.497876,767,48,769,0
Unnamed 300,28340,1601414,312,video_vp9,svc,2,0,27800.0,0.0,0.0,0.0,8.400262,0.5354099999999999,1.420828,17.468,26.829,50.55401500000007,0,9.795364,264,803,544,7
Unnamed 301,29362,1939662,313,video_vp9,svc,2,1,27800.0,0.0,0.0,0.0,8.754197,0.445104,1.638498,15.589,27.01,40.19176200000005,0,10.066989,240,542,463,10
Unnamed 302,30947,2430667,314,video_vp9,svc,2,2,27800.0,0.0,0.0,0.0,10.316381,0.4775419999999999,1.606241,15.729,27.209,38.51429100000003,0,11.758083,247,611,610,11
Unnamed 303,15915,389057,315,video_vp9,simulcast,0,0,27801.0,11588.412109375,41.683436241052476,9011.587890625,0.364738,0.30771,0.667271,14.101,25.583,42.569379,0,1.052941,93,61,93,5
Unnamed 304,22626,561768,316,video_vp9,simulcast,0,1,27800.0,12098.875,43.52113309352518,2901.125,1.096129,0.27554,1.222551,12.264,25.513,38.929803,0,2.359787,185,128,185,4
Unnamed 305,28089,899790,317,video_vp9,simulcast,0,2,27799.0,16199.0,58.27188028346343,0.0,10.045246,0.707097,4.527393,0.0,27.547,1.1518709999999983,0,14.753249,760,5,763,0
Unnamed 306,24673,900649,318,video_vp9,simulcast,1,0,28000.0,1183.030029296875,4.22510724748884,7016.969970703125,3.120851,0.924655,2.303035,10.284,25.86,30.89672,0,5.510087,394,119,395,4
Unnamed 307,28736,1943972,319,video_vp9,simulcast,1,1,27799.0,22800.0,82.01733875319256,0.0,4.260197,0.1230769999999999,2.540094,3.085,27.656,11.544874000000036,0,6.885449,362,44,363,1
Unnamed 308,27510,1597005,320,video_vp9,simulcast,1,2,27800.0,3400.0,12.23021582733813,0.0,6.924443,2.05307,3.37789,5.723,27.546,13.00884399999999,0,10.427646,549,112,551,6
279,22797,4761041,321,video_vp9,simulcast,2,0,27800.0,18822.032958984375,67.70515452872077,2977.967041015625,4.416026,1.631009,1.6329589999999998,7.266,27.637,24.236379,0,6.084618,158,70,159,3
