

id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,jitter,packetsLost,packetsReceived,packetsReceivedWithCe,packetsReceivedWithEct1,bytesReceived,firCount,frameHeight,frameWidth,framesAssembledFromMultiplePackets,framesDecoded,framesDropped,framesPerSecond,framesReceived,freezeCount,headerBytesReceived,jitterBufferDelay,jitterBufferEmittedCount,jitterBufferMinimumDelay,jitterBufferTargetDelay,keyFramesDecoded,lastPacketReceivedTimestamp,mid,nackCount,pauseCount,pliCount,rtxSsrc,totalAssemblyTime,totalDecodeTime,totalFreezesDuration,totalInterFrameDelay,totalPausesDuration,totalProcessingDelay,totalSquaredInterFrameDelay,trackIdentifier
IT01V527588763,1776606235352.225,inbound-rtp,CIT01_105_profile-id=0,video,video,527588763,T01,0.001,0,14,0,0,14347,0,270,480,3,3,0,39,3,0,460,0.013101999999999999,3,0.034666999999999996,0.034666999999999996,3,1776606235239.618,0,0,0,0,527588764,0.003525,0.206872,0,0,0,0.224105,0,1de05640-5bd8-40bc-bf14-c87e1d337869
IT01V527588763,1776606235352.225,inbound-rtp,CIT01_105_profile-id=0,video,video,527588763,T01,0.001,0,14,0,0,14347,0,270,480,3,3,0,39,3,0,460,0.013101999999999999,3,0.034666999999999996,0.034666999999999996,3,1776606235239.618,0,0,0,0,527588764,0.003525,0.206872,0,0,0,0.224105,0,1de05640-5bd8-40bc-bf14-c87e1d337869
IT01V527588763,1776606235551.291,inbound-rtp,CIT01_105_profile-id=0,video,video,527588763,T01,0.005,0,19,0,0,19328,0,270,480,5,6,0,22,6,0,620,0.050796999999999995,6,0.106725,0.106725,3,1776606235516.315,0,0,0,0,527588764,0.003606,0.228049,0,0.268,0,0.283408,0.024231999999999997,1de05640-5bd8-40bc-bf14-c87e1d337869
IT01V527588763,1776606235551.291,inbound-rtp,CIT01_105_profile-id=0,video,video,527588763,T01,0.005,0,19,0,0,19328,0,270,480,5,6,0,22,6,0,620,0.050796999999999995,6,0.106725,0.106725,3,1776606235516.315,0,0,0,0,527588764,0.003606,0.228049,0,0.268,0,0.283408,0.024231999999999997,1de05640-5bd8-40bc-bf14-c87e1d337869
IT01V527588763,1776606235751.92,inbound-rtp,CIT01_105_profile-id=0,video,video,527588763,T01,0.005,0,24,0,0,23141,0,270,480,7,9,0,19,9,0,780,0.069878,9,0.17399099999999998,0.17399099999999998,3,1776606235686.091,0,0,0,0,527588764,0.00417,0.248085,0,0.43,0,0.323339,0.03336599999999999,1de05640-5bd8-40bc-bf14-c87e1d337869
IT01V527588763,1776606235751.92,inbound-rtp,CIT01_105_profile-id=0,video,video,527588763,T01,0.005,0,24,0,0,23141,0,270,480,7,9,0,19,9,0,780,0.069878,9,0.17399099999999998,0.17399099999999998,3,1776606235686.091,0,0,0,0,527588764,0.00417,0.248085,0,0.43,0,0.323339,0.03336599999999999,1de05640-5bd8-40bc-bf14-c87e1d337869
IT01V527588763,1776606235951.707,inbound-rtp,CIT01_105_profile-id=0,video,video,527588763,T01,0.004,0,29,0,0,27232,0,270,480,8,12,0,18,12,0,940,0.099202,12,0.221196,0.221196,3,1776606235846.903,0,0,0,0,527588764,0.004228,0.270358,0,0.586,0,0.375811,0.042744,1de05640-5bd8-40bc-bf14-c87e1d337869
IT01V527588763,1776606235951.707,inbound-rtp,CIT01_105_profile-id=0,video,video,527588763,T01,0.004,0,29,0,0,27232,0,270,480,8,12,0,18,12,0,940,0.099202,12,0.221196,0.221196,3,1776606235846.903,0,0,0,0,527588764,0.004228,0.270358,0,0.586,0,0.375811,0.042744,1de05640-5bd8-40bc-bf14-c87e1d337869
IT01V527588763,1776606236152.238,inbound-rtp,CIT01_105_profile-id=0,video,video,527588763,T01,0.005,0,34,0,0,30759,0,270,480,8,17,0,19,17,0,1100,0.11208399999999999,17,0.298208,0.298208,3,1776606236127.544,0,0,0,0,527588764,0.004228,0.300045,0,0.855,0,0.419788,0.062389,1de05640-5bd8-40bc-bf14-c87e1d337869
IT01V527588763,1776606236152.238,inbound-rtp,CIT01_105_profile-id=0,video,video,527588763,T01,0.005,0,34,0,0,30759,0,270,480,8,17,0,19,17,0,1100,0.11208399999999999,17,0.298208,0.298208,3,1776606236127.544,0,0,0,0,527588764,0.004228,0.300045,0,0.855,0,0.419788,0.062389,1de05640-5bd8-40bc-bf14-c87e1d337869
IT01V527588763,1776606236351.758,inbound-rtp,CIT01_105_profile-id=0,video,video,527588763,T01,0.007,0,71,0,0,67297,0,540,960,12,23,0,20,24,0,2292,0.126885,23,0.374509,0.374509,4,1776606236348.205,0,0,0,0,527588764,0.004654999999999999,0.364882,0,1.061,0,0.500404,0.06973300000000002,1de05640-5bd8-40bc-bf14-c87e1d337869
IT01V527588763,1776606236351.758,inbound-rtp,CIT01_105_profile-id=0,video,video,527588763,T01,0.007,0,71,0,0,67297,0,540,960,12,23,0,20,24,0,2292,0.126885,23,0.374509,0.374509,4,1776606236348.205,0,0,0,0,527588764,0.004654999999999999,0.364882,0,1.061,0,0.500404,0.06973300000000002,1de05640-5bd8-40bc-bf14-c87e1d337869
