id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,bytesSent,packetsSent,active,encodingIndex,firCount,framesEncoded,framesSent,headerBytesSent,hugeFramesSent,keyFramesEncoded,mediaSourceId,mid,nackCount,packetsSentWithEct1,pliCount,qualityLimitationDurations,qualityLimitationReason,qualityLimitationResolutionChanges,retransmittedBytesSent,retransmittedPacketsSent,rtxSsrc,totalEncodeTime,totalEncodedBytesTarget,totalPacketSendDelay
OT01V3915232875,1776601184093.146,outbound-rtp,COT01_98_profile-id=0,video,video,3915232875,T01,0,0,true,0,0,0,0,0,0,0,SV200,0,0,0,0,[object Object],none,0,0,0,3798303409,0,0,0
OT01V3915232875,1776601184093.146,outbound-rtp,COT01_98_profile-id=0,video,video,3915232875,T01,0,0,true,0,0,0,0,0,0,0,SV200,0,0,0,0,[object Object],none,0,0,0,3798303409,0,0,0
OT01V3915232875,1776601184293.214,outbound-rtp,COT01_98_profile-id=0,video,video,3915232875,T01,8905,12,true,0,0,2,2,1101,1,1,SV200,0,0,0,1,[object Object],bandwidth,0,0,0,3798303409,0.149,0,0.218737
OT01V3915232875,1776601184293.214,outbound-rtp,COT01_98_profile-id=0,video,video,3915232875,T01,8905,12,true,0,0,2,2,1101,1,1,SV200,0,0,0,1,[object Object],bandwidth,0,0,0,3798303409,0.149,0,0.218737
OT01V3915232875,1776601184493.166,outbound-rtp,COT01_98_profile-id=0,video,video,3915232875,T01,72360,71,true,0,0,15,15,3263,5,5,SV200,0,0,0,1,[object Object],none,1,0,0,3798303409,0.474,0,1.241865
OT01V3915232875,1776601184493.166,outbound-rtp,COT01_98_profile-id=0,video,video,3915232875,T01,72360,71,true,0,0,15,15,3263,5,5,SV200,0,0,0,1,[object Object],none,1,0,0,3798303409,0.474,0,1.241865
OT01V3915232875,1776601184693.139,outbound-rtp,COT01_98_profile-id=0,video,video,3915232875,T01,162587,161,true,0,0,30,30,5687,6,5,SV200,0,0,0,1,[object Object],none,1,0,0,3798303409,0.726,0,3.266044
OT01V3915232875,1776601184693.139,outbound-rtp,COT01_98_profile-id=0,video,video,3915232875,T01,162587,161,true,0,0,30,30,5687,6,5,SV200,0,0,0,1,[object Object],none,1,0,0,3798303409,0.726,0,3.266044
OT01V3915232875,1776601184893.157,outbound-rtp,COT01_98_profile-id=0,video,video,3915232875,T01,205166,205,true,0,0,44,44,6743,6,5,SV200,0,0,0,1,[object Object],none,1,0,0,3798303409,0.926,0,3.26607
OT01V3915232875,1776601184893.157,outbound-rtp,COT01_98_profile-id=0,video,video,3915232875,T01,205166,205,true,0,0,44,44,6743,6,5,SV200,0,0,0,1,[object Object],none,1,0,0,3798303409,0.926,0,3.26607
OT01V3915232875,1776601185093.187,outbound-rtp,COT01_98_profile-id=0,video,video,3915232875,T01,270887,266,true,0,0,58,58,8207,6,5,SV200,0,0,0,1,[object Object],none,1,0,0,3798303409,1.136,0,3.266117
