

id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,jitter,packetsLost,packetsReceived,packetsReceivedWithCe,packetsReceivedWithEct1,bytesReceived,firCount,frameHeight,frameWidth,framesAssembledFromMultiplePackets,framesDecoded,framesDropped,framesReceived,freezeCount,headerBytesReceived,jitterBufferDelay,jitterBufferEmittedCount,jitterBufferMinimumDelay,jitterBufferTargetDelay,keyFramesDecoded,lastPacketReceivedTimestamp,mid,nackCount,pauseCount,pliCount,totalAssemblyTime,totalDecodeTime,totalFreezesDuration,totalInterFrameDelay,totalPausesDuration,totalProcessingDelay,totalSquaredInterFrameDelay,trackIdentifier
IT01V542530218,1776601686989.39,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0,0,4,0,0,3988,0,270,480,1,1,0,1,0,132,0.056416,1,0.011054,0.011054,1,1776601686891.048,0,0,0,0,0.056318999999999994,0.081812,0,0,0,0.14149299999999998,0,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601686989.39,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0,0,4,0,0,3988,0,270,480,1,1,0,1,0,132,0.056416,1,0.011054,0.011054,1,1776601686891.048,0,0,0,0,0.056318999999999994,0.081812,0,0,0,0.14149299999999998,0,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601687189.427,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.005,0,9,0,0,8740,0,270,480,2,2,0,3,0,292,0.07159,2,0.022108,0.022108,1,1776601687185.743,0,0,0,0,0.056339,0.085848,0,0.055,0,0.16077,0.003025,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601687189.427,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.005,0,9,0,0,8740,0,270,480,2,2,0,3,0,292,0.07159,2,0.022108,0.022108,1,1776601687185.743,0,0,0,0,0.056339,0.085848,0,0.055,0,0.16077,0.003025,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601687389.768,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.012,0,13,0,0,12268,0,270,480,5,5,0,5,0,420,0.16757,5,0.079828,0.079828,1,1776601687349.6082,0,0,0,0,0.102758,0.110523,0,0.389,0,0.281917,0.046711,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601687389.768,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.012,0,13,0,0,12268,0,270,480,5,5,0,5,0,420,0.16757,5,0.079828,0.079828,1,1776601687349.6082,0,0,0,0,0.102758,0.110523,0,0.389,0,0.281917,0.046711,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601687589.572,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.012,0,15,0,0,13466,0,270,480,6,6,0,6,0,484,0.16766999999999999,6,0.11198899999999999,0.11198899999999999,1,1776601687478.428,0,0,0,0,0.102799,0.12059099999999999,0,0.513,0,0.292228,0.062087,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601687589.572,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.012,0,15,0,0,13466,0,270,480,6,6,0,6,0,484,0.16766999999999999,6,0.11198899999999999,0.11198899999999999,1,1776601687478.428,0,0,0,0,0.102799,0.12059099999999999,0,0.513,0,0.292228,0.062087,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601687789.123,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.009,0,24,0,0,20223,0,270,480,9,12,0,12,0,772,0.17895999999999998,12,0.321327,0.321327,1,1776601687776.995,0,0,0,0,0.105088,0.157578,0,0.804,0,0.341395,0.08482600000000003,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601687789.123,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.009,0,24,0,0,20223,0,270,480,9,12,0,12,0,772,0.17895999999999998,12,0.321327,0.321327,1,1776601687776.995,0,0,0,0,0.105088,0.157578,0,0.804,0,0.341395,0.08482600000000003,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601687989.626,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.007,0,30,0,0,24545,0,270,480,10,17,0,17,0,964,0.179251,17,0.440434,0.440434,1,1776601687978.191,0,0,0,0,0.10513,0.17935399999999999,0,1.007,0,0.364212,0.09420900000000003,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601687989.626,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.007,0,30,0,0,24545,0,270,480,10,17,0,17,0,964,0.179251,17,0.440434,0.440434,1,1776601687978.191,0,0,0,0,0.10513,0.17935399999999999,0,1.007,0,0.364212,0.09420900000000003,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601688189.53,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.005,0,38,0,0,29337,0,270,480,12,23,0,23,0,1220,0.179725,23,0.538466,0.538466,1,1776601688179.538,0,0,0,0,0.105213,0.217488,0,1.21,0,0.403806,0.10121600000000003,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601688189.53,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.005,0,38,0,0,29337,0,270,480,12,23,0,23,0,1220,0.179725,23,0.538466,0.538466,1,1776601688179.538,0,0,0,0,0.105213,0.217488,0,1.21,0,0.403806,0.10121600000000003,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601688390.275,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.004,0,44,0,0,33187,0,270,480,12,29,0,29,0,1412,0.18011,29,0.615993,0.615993,1,1776601688379.111,0,0,0,0,0.105213,0.252842,0,1.41,0,0.440241,0.10793600000000003,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601688390.275,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.004,0,44,0,0,33187,0,270,480,12,29,0,29,0,1412,0.18011,29,0.615993,0.615993,1,1776601688379.111,0,0,0,0,0.105213,0.252842,0,1.41,0,0.440241,0.10793600000000003,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601688589.504,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.004,0,51,0,0,37707,0,270,480,13,35,0,35,0,1636,0.185322,35,0.6955049999999999,0.6955049999999999,1,1776601688581.995,0,0,0,0,0.11004399999999999,0.291568,0,1.612,0,0.48553599999999997,0.11479600000000004,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601688589.504,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.004,0,51,0,0,37707,0,270,480,13,35,0,35,0,1636,0.185322,35,0.6955049999999999,0.6955049999999999,1,1776601688581.995,0,0,0,0,0.11004399999999999,0.291568,0,1.612,0,0.48553599999999997,0.11479600000000004,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601688789.595,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.004,0,59,0,0,43580,0,270,480,15,41,0,41,0,1892,0.186167,41,0.777548,0.777548,1,1776601688783.091,0,0,0,0,0.110541,0.32855,0,1.813,0,0.524645,0.12173900000000003,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601688789.595,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.004,0,59,0,0,43580,0,270,480,15,41,0,41,0,1892,0.186167,41,0.777548,0.777548,1,1776601688783.091,0,0,0,0,0.110541,0.32855,0,1.813,0,0.524645,0.12173900000000003,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601688989.435,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.004,0,66,0,0,48581,0,270,480,16,47,0,47,0,2116,0.186571,47,0.862278,0.862278,1,1776601688983.197,0,0,0,0,0.110578,0.366127,0,2.013,0,0.5637519999999999,0.12852300000000005,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601688989.435,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.004,0,66,0,0,48581,0,270,480,16,47,0,47,0,2116,0.186571,47,0.862278,0.862278,1,1776601688983.197,0,0,0,0,0.110578,0.366127,0,2.013,0,0.5637519999999999,0.12852300000000005,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601689189.444,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.004,0,73,0,0,53056,0,270,480,17,53,0,53,0,2340,0.186963,53,0.950792,0.950792,1,1776601689178.117,0,0,0,0,0.110621,0.401812,0,2.209,0,0.600985,0.13506500000000007,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601689189.444,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.004,0,73,0,0,53056,0,270,480,17,53,0,53,0,2340,0.186963,53,0.950792,0.950792,1,1776601689178.117,0,0,0,0,0.110621,0.401812,0,2.209,0,0.600985,0.13506500000000007,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601689389.779,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.006,0,83,0,0,60293,0,270,480,20,59,0,59,0,2660,0.22860899999999998,59,1.059947,1.059947,1,1776601689383.654,0,0,0,0,0.152001,0.424761,0,2.414,0,0.666357,0.14422800000000005,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601689389.779,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.006,0,83,0,0,60293,0,270,480,20,59,0,59,0,2660,0.22860899999999998,59,1.059947,1.059947,1,1776601689383.654,0,0,0,0,0.152001,0.424761,0,2.414,0,0.666357,0.14422800000000005,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601689589.505,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.006,0,90,0,0,65181,0,270,480,21,65,0,65,0,2884,0.238418,65,1.180939,1.180939,1,1776601689577.458,0,0,0,0,0.152049,0.46397,0,2.608,0,0.717625,0.15070800000000004,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601689589.505,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.006,0,90,0,0,65181,0,270,480,21,65,0,65,0,2884,0.238418,65,1.180939,1.180939,1,1776601689577.458,0,0,0,0,0.152049,0.46397,0,2.608,0,0.717625,0.15070800000000004,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601689789.613,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.005,0,97,0,0,70603,0,270,480,22,71,0,71,0,3108,0.258333,71,1.304555,1.304555,1,1776601689781.58,0,0,0,0,0.15218299999999998,0.500445,0,2.812,0,0.775509,0.157816,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601689789.613,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.005,0,97,0,0,70603,0,270,480,22,71,0,71,0,3108,0.258333,71,1.304555,1.304555,1,1776601689781.58,0,0,0,0,0.15218299999999998,0.500445,0,2.812,0,0.775509,0.157816,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
IT01V542530218,1776601689989.75,inbound-rtp,CIT01_105_profile-id=0,video,video,542530218,T01,0.005,0,104,0,0,76839,0,270,480,23,77,0,77,0,3332,0.28929099999999996,77,1.4294559999999998,1.4294559999999998,1,1776601689976.9011,0,0,0,0,0.152218,0.538983,0,3.012,0,0.8471679999999999,0.16469000000000003,f75a1f83-b063-43d0-b83f-d30a8ac1e5e7
