

id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,jitter,packetsLost,packetsReceived,packetsReceivedWithCe,packetsReceivedWithEct1,bytesReceived,firCount,framesAssembledFromMultiplePackets,framesDecoded,framesDropped,framesReceived,freezeCount,headerBytesReceived,jitterBufferDelay,jitterBufferEmittedCount,jitterBufferMinimumDelay,jitterBufferTargetDelay,keyFramesDecoded,lastPacketReceivedTimestamp,mid,nackCount,pauseCount,pliCount,totalAssemblyTime,totalDecodeTime,totalFreezesDuration,totalInterFrameDelay,totalPausesDuration,totalProcessingDelay,totalSquaredInterFrameDelay,trackIdentifier,frameHeight
IT01V651366743,1776598008077.936,inbound-rtp,CIT01_105_profile-id=0,video,video,651366743,T01,0.004,0,7,0,0,5495,0,0,0,0,4,0,228,0.11738499999999999,4,0.102514,0.102514,1,1776598008043.943,0,0,0,0,0,0,0,0,0,0,0,c1cdec92-1efe-45c2-a323-8910691c2677,1
IT01V651366743,1776598008077.936,inbound-rtp,CIT01_105_profile-id=0,video,video,651366743,T01,0.004,0,7,0,0,5495,0,0,0,0,4,0,228,0.11738499999999999,4,0.102514,0.102514,1,1776598008043.943,0,0,0,0,0,0,0,0,0,0,0,c1cdec92-1efe-45c2-a323-8910691c2677,1
IT01V651366743,1776598008277.945,inbound-rtp,CIT01_105_profile-id=0,video,video,651366743,T01,0.012,0,16,0,0,12278,0,3,9,0,9,0,516,0.239562,9,0.282761,0.282761,1,1776598008243.343,0,0,0,0,0.095673,0.180508,0,0.137,0,0.42486999999999997,0.006399,c1cdec92-1efe-45c2-a323-8910691c2677,270
IT01V651366743,1776598008277.945,inbound-rtp,CIT01_105_profile-id=0,video,video,651366743,T01,0.012,0,16,0,0,12278,0,3,9,0,9,0,516,0.239562,9,0.282761,0.282761,1,1776598008243.343,0,0,0,0,0.095673,0.180508,0,0.137,0,0.42486999999999997,0.006399,c1cdec92-1efe-45c2-a323-8910691c2677,270
IT01V651366743,1776598008477.634,inbound-rtp,CIT01_105_profile-id=0,video,video,651366743,T01,0.011,0,23,0,0,17580,0,5,14,0,15,0,740,0.327435,14,0.5417879999999999,0.5417879999999999,1,1776598008475.533,0,0,0,0,0.1383,0.210662,0,0.369,0,0.543868,0.018503,c1cdec92-1efe-45c2-a323-8910691c2677,270
IT01V651366743,1776598008477.634,inbound-rtp,CIT01_105_profile-id=0,video,video,651366743,T01,0.011,0,23,0,0,17580,0,5,14,0,15,0,740,0.327435,14,0.5417879999999999,0.5417879999999999,1,1776598008475.533,0,0,0,0,0.1383,0.210662,0,0.369,0,0.543868,0.018503,c1cdec92-1efe-45c2-a323-8910691c2677,270
IT01V651366743,1776598008677.731,inbound-rtp,CIT01_105_profile-id=0,video,video,651366743,T01,0.009,0,29,0,0,20899,0,6,20,0,20,0,932,0.340289,20,0.7977449999999999,0.7977449999999999,1,1776598008640.232,0,0,0,0,0.138338,0.242142,0,0.56,0,0.589267,0.024634,c1cdec92-1efe-45c2-a323-8910691c2677,270
IT01V651366743,1776598008677.731,inbound-rtp,CIT01_105_profile-id=0,video,video,651366743,T01,0.009,0,29,0,0,20899,0,6,20,0,20,0,932,0.340289,20,0.7977449999999999,0.7977449999999999,1,1776598008640.232,0,0,0,0,0.138338,0.242142,0,0.56,0,0.589267,0.024634,c1cdec92-1efe-45c2-a323-8910691c2677,270
IT01V651366743,1776598008877.887,inbound-rtp,CIT01_105_profile-id=0,video,video,651366743,T01,0.007,0,37,0,0,26824,0,8,26,0,26,0,1188,0.343585,26,1.014109,1.014109,1,1776598008872.4622,0,0,0,0,0.138424,0.278431,0,0.792,0,0.631134,0.035239999999999994,c1cdec92-1efe-45c2-a323-8910691c2677,270
IT01V651366743,1776598008877.887,inbound-rtp,CIT01_105_profile-id=0,video,video,651366743,T01,0.007,0,37,0,0,26824,0,8,26,0,26,0,1188,0.343585,26,1.014109,1.014109,1,1776598008872.4622,0,0,0,0,0.138424,0.278431,0,0.792,0,0.631134,0.035239999999999994,c1cdec92-1efe-45c2-a323-8910691c2677,270
