

id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,jitter,packetsLost,packetsReceived,packetsReceivedWithCe,packetsReceivedWithEct1,bytesReceived,firCount,framesAssembledFromMultiplePackets,framesDecoded,framesDropped,framesReceived,freezeCount,headerBytesReceived,jitterBufferDelay,jitterBufferEmittedCount,jitterBufferMinimumDelay,jitterBufferTargetDelay,keyFramesDecoded,lastPacketReceivedTimestamp,mid,nackCount,pauseCount,pliCount,rtxSsrc,totalAssemblyTime,totalDecodeTime,totalFreezesDuration,totalInterFrameDelay,totalPausesDuration,totalProcessingDelay,totalSquaredInterFrameDelay,trackIdentifier,frameHeight
IT01V230199398,1776598910825.916,inbound-rtp,CIT01_105_profile-id=0,video,video,230199398,T01,0,0,8,0,0,8525,0,0,0,0,1,0,260,0.053682,1,0.011124,0.011124,1,1776598910735.6711,0,0,0,0,230199399,0,0,0,0,0,0,0,1c43fd3c-3e44-4b15-99f7-a7c5b0bc70ac,1
IT01V230199398,1776598910825.916,inbound-rtp,CIT01_105_profile-id=0,video,video,230199398,T01,0,0,8,0,0,8525,0,0,0,0,1,0,260,0.053682,1,0.011124,0.011124,1,1776598910735.6711,0,0,0,0,230199399,0,0,0,0,0,0,0,1c43fd3c-3e44-4b15-99f7-a7c5b0bc70ac,1
IT01V230199398,1776598911024.182,inbound-rtp,CIT01_105_profile-id=0,video,video,230199398,T01,0.008,0,13,0,0,13581,0,2,2,0,2,0,424,0.056704,2,0.022248,0.022248,2,1776598910866.813,0,0,0,0,230199399,0.053647999999999994,0.098407,0,0.046,0,0.158554,0.002116,1c43fd3c-3e44-4b15-99f7-a7c5b0bc70ac,270
IT01V230199398,1776598911024.182,inbound-rtp,CIT01_105_profile-id=0,video,video,230199398,T01,0.008,0,13,0,0,13581,0,2,2,0,2,0,424,0.056704,2,0.022248,0.022248,2,1776598910866.813,0,0,0,0,230199399,0.053647999999999994,0.098407,0,0.046,0,0.158554,0.002116,1c43fd3c-3e44-4b15-99f7-a7c5b0bc70ac,270
IT01V230199398,1776598911224.407,inbound-rtp,CIT01_105_profile-id=0,video,video,230199398,T01,0.009,0,15,0,0,15623,0,3,3,0,3,0,488,0.056825999999999995,3,0.022248,0.022248,2,1776598911109.311,0,0,0,0,230199399,0.053699,0.10951899999999999,0,0.29,0,0.170049,0.061652,1c43fd3c-3e44-4b15-99f7-a7c5b0bc70ac,270
IT01V230199398,1776598911224.407,inbound-rtp,CIT01_105_profile-id=0,video,video,230199398,T01,0.009,0,15,0,0,15623,0,3,3,0,3,0,488,0.056825999999999995,3,0.022248,0.022248,2,1776598911109.311,0,0,0,0,230199399,0.053699,0.10951899999999999,0,0.29,0,0.170049,0.061652,1c43fd3c-3e44-4b15-99f7-a7c5b0bc70ac,270
IT01V230199398,1776598911423.987,inbound-rtp,CIT01_105_profile-id=0,video,video,230199398,T01,0.009,0,17,0,0,17601,0,4,4,0,4,0,552,0.056941,4,0.022248,0.022248,2,1776598911371.718,0,0,0,0,230199399,0.053742,0.118073,0,0.551,0,0.178917,0.129773,1c43fd3c-3e44-4b15-99f7-a7c5b0bc70ac,270
IT01V230199398,1776598911423.987,inbound-rtp,CIT01_105_profile-id=0,video,video,230199398,T01,0.009,0,17,0,0,17601,0,4,4,0,4,0,552,0.056941,4,0.022248,0.022248,2,1776598911371.718,0,0,0,0,230199399,0.053742,0.118073,0,0.551,0,0.178917,0.129773,1c43fd3c-3e44-4b15-99f7-a7c5b0bc70ac,270
IT01V230199398,1776598911624.28,inbound-rtp,CIT01_105_profile-id=0,video,video,230199398,T01,0.008,0,19,0,0,19233,0,5,5,0,5,0,616,0.057041999999999995,5,0.022248,0.022248,2,1776598911508.7751,0,0,0,0,230199399,0.053786,0.12842299999999998,0,0.688,0,0.189501,0.148542,1c43fd3c-3e44-4b15-99f7-a7c5b0bc70ac,270
IT01V230199398,1776598911624.28,inbound-rtp,CIT01_105_profile-id=0,video,video,230199398,T01,0.008,0,19,0,0,19233,0,5,5,0,5,0,616,0.057041999999999995,5,0.022248,0.022248,2,1776598911508.7751,0,0,0,0,230199399,0.053786,0.12842299999999998,0,0.688,0,0.189501,0.148542,1c43fd3c-3e44-4b15-99f7-a7c5b0bc70ac,270
