

id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,jitter,packetsLost,packetsReceived,packetsReceivedWithCe,packetsReceivedWithEct1,bytesReceived,firCount,frameHeight,frameWidth,framesAssembledFromMultiplePackets,framesDecoded,framesDropped,framesPerSecond,framesReceived,freezeCount,headerBytesReceived,jitterBufferDelay,jitterBufferEmittedCount,jitterBufferMinimumDelay,jitterBufferTargetDelay,keyFramesDecoded,lastPacketReceivedTimestamp,mid,nackCount,pauseCount,pliCount,totalAssemblyTime,totalDecodeTime,totalFreezesDuration,totalInterFrameDelay,totalPausesDuration,totalProcessingDelay,totalSquaredInterFrameDelay,trackIdentifier
IT01V159130248,1776277615519.684,inbound-rtp,CIT01_105_profile-id=0,video,video,159130248,T01,0.006,0,8,0,0,7841,0,270,480,2,2,0,20,2,0,260,0.04398,2,0.022167,0.022167,1,1776277615482.4622,0,0,0,0,0.043855,0.025467,0,0.063,0,0.082283,0.003969,09f80f30-6c51-42c3-85d5-1981e02e0cf7
IT01V159130248,1776277615519.684,inbound-rtp,CIT01_105_profile-id=0,video,video,159130248,T01,0.006,0,8,0,0,7841,0,270,480,2,2,0,20,2,0,260,0.04398,2,0.022167,0.022167,1,1776277615482.4622,0,0,0,0,0.043855,0.025467,0,0.063,0,0.082283,0.003969,09f80f30-6c51-42c3-85d5-1981e02e0cf7
IT01V159130248,1776277615719.636,inbound-rtp,CIT01_105_profile-id=0,video,video,159130248,T01,0.007,0,16,0,0,16181,0,270,480,4,4,0,13,4,0,524,0.05409,4,0.052974,0.052974,3,1776277615609.534,0,0,0,0,0.048448,0.030774,0,0.189,0,0.097955,0.012485,09f80f30-6c51-42c3-85d5-1981e02e0cf7
IT01V159130248,1776277615719.636,inbound-rtp,CIT01_105_profile-id=0,video,video,159130248,T01,0.007,0,16,0,0,16181,0,270,480,4,4,0,13,4,0,524,0.05409,4,0.052974,0.052974,3,1776277615609.534,0,0,0,0,0.048448,0.030774,0,0.189,0,0.097955,0.012485,09f80f30-6c51-42c3-85d5-1981e02e0cf7
IT01V159130248,1776277615919.573,inbound-rtp,CIT01_105_profile-id=0,video,video,159130248,T01,0.007,0,16,0,0,16181,0,270,480,4,4,0,8,4,0,524,0.05409,4,0.052974,0.052974,3,1776277615609.534,0,0,0,0,0.048448,0.030774,0,0.189,0,0.097955,0.012485,09f80f30-6c51-42c3-85d5-1981e02e0cf7
IT01V159130248,1776277615919.573,inbound-rtp,CIT01_105_profile-id=0,video,video,159130248,T01,0.007,0,16,0,0,16181,0,270,480,4,4,0,8,4,0,524,0.05409,4,0.052974,0.052974,3,1776277615609.534,0,0,0,0,0.048448,0.030774,0,0.189,0,0.097955,0.012485,09f80f30-6c51-42c3-85d5-1981e02e0cf7
IT01V159130248,1776277616119.624,inbound-rtp,CIT01_105_profile-id=0,video,video,159130248,T01,0.007,0,16,0,0,16181,0,270,480,4,4,0,6,4,0,524,0.05409,4,0.052974,0.052974,3,1776277615609.534,0,0,0,0,0.048448,0.030774,0,0.189,0,0.097955,0.012485,09f80f30-6c51-42c3-85d5-1981e02e0cf7
IT01V159130248,1776277616119.624,inbound-rtp,CIT01_105_profile-id=0,video,video,159130248,T01,0.007,0,16,0,0,16181,0,270,480,4,4,0,6,4,0,524,0.05409,4,0.052974,0.052974,3,1776277615609.534,0,0,0,0,0.048448,0.030774,0,0.189,0,0.097955,0.012485,09f80f30-6c51-42c3-85d5-1981e02e0cf7
IT01V159130248,1776277616319.707,inbound-rtp,CIT01_105_profile-id=0,video,video,159130248,T01,0.007,0,19,0,0,19064,0,270,480,4,4,0,4,4,0,620,0.05409,4,0.052974,0.052974,3,1776277616128.985,0,0,0,0,0.048448,0.030774,0,0.189,0,0.097955,0.012485,09f80f30-6c51-42c3-85d5-1981e02e0cf7
IT01V159130248,1776277616319.707,inbound-rtp,CIT01_105_profile-id=0,video,video,159130248,T01,0.007,0,19,0,0,19064,0,270,480,4,4,0,4,4,0,620,0.05409,4,0.052974,0.052974,3,1776277616128.985,0,0,0,0,0.048448,0.030774,0,0.189,0,0.097955,0.012485,09f80f30-6c51-42c3-85d5-1981e02e0cf7
