id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,bytesSent,packetsSent,active,encodingIndex,firCount,framesEncoded,framesSent,headerBytesSent,hugeFramesSent,keyFramesEncoded,mediaSourceId,mid,nackCount,packetsSentWithEct1,pliCount,qualityLimitationDurations,qualityLimitationReason,qualityLimitationResolutionChanges,retransmittedBytesSent,retransmittedPacketsSent,rid,rtxSsrc,totalEncodeTime,totalEncodedBytesTarget,totalPacketSendDelay
OT01V222944670,1776278886114.413,outbound-rtp,COT01_98_profile-id=0,video,video,222944670,T01,0,0,true,1,0,0,0,0,0,0,SV324,0,0,0,0,[object Object],none,0,0,0,r1,809020731,0,0,0
OT01V296599965,1776278886114.413,outbound-rtp,COT01_98_profile-id=0,video,video,296599965,T01,0,0,true,2,0,0,0,0,0,0,SV324,0,0,0,0,[object Object],none,0,0,0,r2,135624434,0,0,0
OT01V3933635149,1776278886114.413,outbound-rtp,COT01_98_profile-id=0,video,video,3933635149,T01,0,0,true,0,0,0,0,0,0,0,SV324,0,0,0,0,[object Object],none,0,0,0,r0,3686595787,0,0,0
OT01V222944670,1776278886114.413,outbound-rtp,COT01_98_profile-id=0,video,video,222944670,T01,0,0,true,1,0,0,0,0,0,0,SV324,0,0,0,0,[object Object],none,0,0,0,r1,809020731,0,0,0
OT01V296599965,1776278886114.413,outbound-rtp,COT01_98_profile-id=0,video,video,296599965,T01,0,0,true,2,0,0,0,0,0,0,SV324,0,0,0,0,[object Object],none,0,0,0,r2,135624434,0,0,0
OT01V3933635149,1776278886114.413,outbound-rtp,COT01_98_profile-id=0,video,video,3933635149,T01,0,0,true,0,0,0,0,0,0,0,SV324,0,0,0,0,[object Object],none,0,0,0,r0,3686595787,0,0,0
OT01V222944670,1776278886314.431,outbound-rtp,COT01_98_profile-id=0,video,video,222944670,T01,0,0,true,1,0,0,0,0,0,0,SV324,0,0,0,0,[object Object],bandwidth,0,0,0,r1,809020731,0,0,0
OT01V296599965,1776278886314.431,outbound-rtp,COT01_98_profile-id=0,video,video,296599965,T01,0,1,true,2,0,0,0,283,0,0,SV324,0,0,0,0,[object Object],bandwidth,0,0,0,r2,135624434,0,0,0
OT01V3933635149,1776278886314.431,outbound-rtp,COT01_98_profile-id=0,video,video,3933635149,T01,8566,10,true,0,0,2,2,547,1,1,SV324,0,0,0,0,[object Object],bandwidth,0,0,0,r0,3686595787,0.131,0,0.111816
OT01V222944670,1776278886314.431,outbound-rtp,COT01_98_profile-id=0,video,video,222944670,T01,0,0,true,1,0,0,0,0,0,0,SV324,0,0,0,0,[object Object],bandwidth,0,0,0,r1,809020731,0,0,0
OT01V296599965,1776278886314.431,outbound-rtp,COT01_98_profile-id=0,video,video,296599965,T01,0,1,true,2,0,0,0,283,0,0,SV324,0,0,0,0,[object Object],bandwidth,0,0,0,r2,135624434,0,0,0
OT01V3933635149,1776278886314.431,outbound-rtp,COT01_98_profile-id=0,video,video,3933635149,T01,8566,10,true,0,0,2,2,547,1,1,SV324,0,0,0,0,[object Object],bandwidth,0,0,0,r0,3686595787,0.131,0,0.111816
OT01V222944670,1776278886514.408,outbound-rtp,COT01_98_profile-id=0,video,video,222944670,T01,33011,31,true,1,0,3,3,1131,0,2,SV324,0,0,0,0,[object Object],none,2,0,0,r1,809020731,0.089,0,0.035991999999999996
OT01V296599965,1776278886514.408,outbound-rtp,COT01_98_profile-id=0,video,video,296599965,T01,0,1,true,2,0,0,0,283,0,0,SV324,0,0,0,0,[object Object],none,2,0,0,r2,135624434,0,0,0
OT01V3933635149,1776278886514.408,outbound-rtp,COT01_98_profile-id=0,video,video,3933635149,T01,35098,38,true,0,0,7,7,1658,2,3,SV324,0,0,0,0,[object Object],none,2,0,0,r0,3686595787,0.34,0,0.125063
OT01V222944670,1776278886514.408,outbound-rtp,COT01_98_profile-id=0,video,video,222944670,T01,33011,31,true,1,0,3,3,1131,0,2,SV324,0,0,0,0,[object Object],none,2,0,0,r1,809020731,0.089,0,0.035991999999999996
OT01V296599965,1776278886514.408,outbound-rtp,COT01_98_profile-id=0,video,video,296599965,T01,0,1,true,2,0,0,0,283,0,0,SV324,0,0,0,0,[object Object],none,2,0,0,r2,135624434,0,0,0
OT01V3933635149,1776278886514.408,outbound-rtp,COT01_98_profile-id=0,video,video,3933635149,T01,35098,38,true,0,0,7,7,1658,2,3,SV324,0,0,0,0,[object Object],none,2,0,0,r0,3686595787,0.34,0,0.125063
OT01V222944670,1776278886714.335,outbound-rtp,COT01_98_profile-id=0,video,video,222944670,T01,58229,56,true,1,0,9,9,1811,0,2,SV324,0,0,0,0,[object Object],none,2,0,0,r1,809020731,0.187,0,0.06299199999999999
