

id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,jitter,packetsLost,packetsReceived,packetsReceivedWithCe,packetsReceivedWithEct1,bytesReceived,firCount,frameHeight,frameWidth,framesAssembledFromMultiplePackets,framesDecoded,framesDropped,framesPerSecond,framesReceived,freezeCount,headerBytesReceived,jitterBufferDelay,jitterBufferEmittedCount,jitterBufferMinimumDelay,jitterBufferTargetDelay,keyFramesDecoded,lastPacketReceivedTimestamp,mid,nackCount,pauseCount,pliCount,rtxSsrc,totalAssemblyTime,totalDecodeTime,totalFreezesDuration,totalInterFrameDelay,totalPausesDuration,totalProcessingDelay,totalSquaredInterFrameDelay,trackIdentifier
IT01V837413122,1776273668963.217,inbound-rtp,CIT01_105_profile-id=0,video,video,837413122,T01,0.004,0,10,0,0,10059,0,270,480,2,2,0,18,2,0,324,0.055521999999999995,2,0.022248,0.022248,1,1776273668917.993,0,0,0,0,837413123,0.053743,0.017988,0,0.07,0,0.086103,0.004900000000000001,28bab61d-d905-4501-935c-2f2e779b29aa
IT01V837413122,1776273668963.217,inbound-rtp,CIT01_105_profile-id=0,video,video,837413122,T01,0.004,0,10,0,0,10059,0,270,480,2,2,0,18,2,0,324,0.055521999999999995,2,0.022248,0.022248,1,1776273668917.993,0,0,0,0,837413123,0.053743,0.017988,0,0.07,0,0.086103,0.004900000000000001,28bab61d-d905-4501-935c-2f2e779b29aa
IT01V837413122,1776273669163.197,inbound-rtp,CIT01_105_profile-id=0,video,video,837413122,T01,0.006,0,21,0,0,21560,0,270,480,4,4,0,13,4,0,684,0.06901,4,0.050539999999999995,0.050539999999999995,3,1776273669073.992,0,0,0,0,837413123,0.058643999999999995,0.022992,0,0.223,0,0.104836,0.017025,28bab61d-d905-4501-935c-2f2e779b29aa
IT01V837413122,1776273669163.197,inbound-rtp,CIT01_105_profile-id=0,video,video,837413122,T01,0.006,0,21,0,0,21560,0,270,480,4,4,0,13,4,0,684,0.06901,4,0.050539999999999995,0.050539999999999995,3,1776273669073.992,0,0,0,0,837413123,0.058643999999999995,0.022992,0,0.223,0,0.104836,0.017025,28bab61d-d905-4501-935c-2f2e779b29aa
IT01V837413122,1776273669363.165,inbound-rtp,CIT01_105_profile-id=0,video,video,837413122,T01,0.006,0,21,0,0,21560,0,270,480,4,4,0,8,4,0,684,0.06901,4,0.050539999999999995,0.050539999999999995,3,1776273669073.992,0,0,0,0,837413123,0.058643999999999995,0.022992,0,0.223,0,0.104836,0.017025,28bab61d-d905-4501-935c-2f2e779b29aa
IT01V837413122,1776273669363.165,inbound-rtp,CIT01_105_profile-id=0,video,video,837413122,T01,0.006,0,21,0,0,21560,0,270,480,4,4,0,8,4,0,684,0.06901,4,0.050539999999999995,0.050539999999999995,3,1776273669073.992,0,0,0,0,837413123,0.058643999999999995,0.022992,0,0.223,0,0.104836,0.017025,28bab61d-d905-4501-935c-2f2e779b29aa
IT01V837413122,1776273669563.154,inbound-rtp,CIT01_105_profile-id=0,video,video,837413122,T01,0.006,0,21,0,0,21560,0,270,480,4,4,0,6,4,0,684,0.06901,4,0.050539999999999995,0.050539999999999995,3,1776273669073.992,0,0,0,0,837413123,0.058643999999999995,0.022992,0,0.223,0,0.104836,0.017025,28bab61d-d905-4501-935c-2f2e779b29aa
IT01V837413122,1776273669563.154,inbound-rtp,CIT01_105_profile-id=0,video,video,837413122,T01,0.006,0,21,0,0,21560,0,270,480,4,4,0,6,4,0,684,0.06901,4,0.050539999999999995,0.050539999999999995,3,1776273669073.992,0,0,0,0,837413123,0.058643999999999995,0.022992,0,0.223,0,0.104836,0.017025,28bab61d-d905-4501-935c-2f2e779b29aa
IT01V837413122,1776273669763.172,inbound-rtp,CIT01_105_profile-id=0,video,video,837413122,T01,0.007,0,24,0,0,24562,0,270,480,5,5,0,5,5,0,780,0.069115,5,0.050539999999999995,0.050539999999999995,3,1776273669599.7341,0,0,0,0,837413123,0.058685999999999995,0.025536999999999997,0,0.749,0,0.107597,0.29370100000000005,28bab61d-d905-4501-935c-2f2e779b29aa
IT01V837413122,1776273669763.172,inbound-rtp,CIT01_105_profile-id=0,video,video,837413122,T01,0.007,0,24,0,0,24562,0,270,480,5,5,0,5,5,0,780,0.069115,5,0.050539999999999995,0.050539999999999995,3,1776273669599.7341,0,0,0,0,837413123,0.058685999999999995,0.025536999999999997,0,0.749,0,0.107597,0.29370100000000005,28bab61d-d905-4501-935c-2f2e779b29aa
