

id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,jitter,packetsLost,packetsReceived,packetsReceivedWithCe,packetsReceivedWithEct1,bytesReceived,firCount,frameHeight,frameWidth,framesAssembledFromMultiplePackets,framesDecoded,framesDropped,framesReceived,freezeCount,headerBytesReceived,jitterBufferDelay,jitterBufferEmittedCount,jitterBufferMinimumDelay,jitterBufferTargetDelay,keyFramesDecoded,lastPacketReceivedTimestamp,mid,nackCount,pauseCount,pliCount,totalAssemblyTime,totalDecodeTime,totalFreezesDuration,totalInterFrameDelay,totalPausesDuration,totalProcessingDelay,totalSquaredInterFrameDelay,trackIdentifier
IT01V617555179,1776271662214.87,inbound-rtp,CIT01_105_profile-id=0,video,video,617555179,T01,0,0,6,0,0,5998,0,270,480,1,1,0,1,0,196,0.043585,1,0.011085,0.011085,1,1776271662065.248,0,0,0,0,0.043532,0.021934,0,0,0,0.07826999999999999,0,9aa42575-634c-41cd-954b-a9bcc9e14976
IT01V617555179,1776271662214.87,inbound-rtp,CIT01_105_profile-id=0,video,video,617555179,T01,0,0,6,0,0,5998,0,270,480,1,1,0,1,0,196,0.043585,1,0.011085,0.011085,1,1776271662065.248,0,0,0,0,0.043532,0.021934,0,0,0,0.07826999999999999,0,9aa42575-634c-41cd-954b-a9bcc9e14976
IT01V617555179,1776271662414.818,inbound-rtp,CIT01_105_profile-id=0,video,video,617555179,T01,0.007,0,14,0,0,14245,0,270,480,3,3,0,3,0,460,0.057964999999999996,3,0.041919,0.041919,3,1776271662332.793,0,0,0,0,0.043768,0.025974999999999998,0,0.234,0,0.096912,0.028100000000000003,9aa42575-634c-41cd-954b-a9bcc9e14976
IT01V617555179,1776271662414.818,inbound-rtp,CIT01_105_profile-id=0,video,video,617555179,T01,0.007,0,14,0,0,14245,0,270,480,3,3,0,3,0,460,0.057964999999999996,3,0.041919,0.041919,3,1776271662332.793,0,0,0,0,0.043768,0.025974999999999998,0,0.234,0,0.096912,0.028100000000000003,9aa42575-634c-41cd-954b-a9bcc9e14976
IT01V617555179,1776271662614.798,inbound-rtp,CIT01_105_profile-id=0,video,video,617555179,T01,0.007,0,14,0,0,14245,0,270,480,3,3,0,3,0,460,0.057964999999999996,3,0.041919,0.041919,3,1776271662332.793,0,0,0,0,0.043768,0.025974999999999998,0,0.234,0,0.096912,0.028100000000000003,9aa42575-634c-41cd-954b-a9bcc9e14976
IT01V617555179,1776271662614.798,inbound-rtp,CIT01_105_profile-id=0,video,video,617555179,T01,0.007,0,14,0,0,14245,0,270,480,3,3,0,3,0,460,0.057964999999999996,3,0.041919,0.041919,3,1776271662332.793,0,0,0,0,0.043768,0.025974999999999998,0,0.234,0,0.096912,0.028100000000000003,9aa42575-634c-41cd-954b-a9bcc9e14976
IT01V617555179,1776271662814.85,inbound-rtp,CIT01_105_profile-id=0,video,video,617555179,T01,0.009,0,17,0,0,16772,0,270,480,4,4,0,4,0,556,0.058086,4,0.041919,0.041919,3,1776271662734.3591,0,0,0,0,0.043833,0.028298,0,0.637,0,0.099477,0.19050900000000004,9aa42575-634c-41cd-954b-a9bcc9e14976
IT01V617555179,1776271662814.85,inbound-rtp,CIT01_105_profile-id=0,video,video,617555179,T01,0.009,0,17,0,0,16772,0,270,480,4,4,0,4,0,556,0.058086,4,0.041919,0.041919,3,1776271662734.3591,0,0,0,0,0.043833,0.028298,0,0.637,0,0.099477,0.19050900000000004,9aa42575-634c-41cd-954b-a9bcc9e14976
IT01V617555179,1776271663014.827,inbound-rtp,CIT01_105_profile-id=0,video,video,617555179,T01,0.009,0,17,0,0,16772,0,270,480,4,4,0,4,0,556,0.058086,4,0.041919,0.041919,3,1776271662734.3591,0,0,0,0,0.043833,0.028298,0,0.637,0,0.099477,0.19050900000000004,9aa42575-634c-41cd-954b-a9bcc9e14976
IT01V617555179,1776271663014.827,inbound-rtp,CIT01_105_profile-id=0,video,video,617555179,T01,0.009,0,17,0,0,16772,0,270,480,4,4,0,4,0,556,0.058086,4,0.041919,0.041919,3,1776271662734.3591,0,0,0,0,0.043833,0.028298,0,0.637,0,0.099477,0.19050900000000004,9aa42575-634c-41cd-954b-a9bcc9e14976
