

id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,jitter,packetsLost,packetsReceived,packetsReceivedWithCe,packetsReceivedWithEct1,bytesReceived,firCount,frameHeight,frameWidth,framesAssembledFromMultiplePackets,framesDecoded,framesDropped,framesPerSecond,framesReceived,freezeCount,headerBytesReceived,jitterBufferDelay,jitterBufferEmittedCount,jitterBufferMinimumDelay,jitterBufferTargetDelay,keyFramesDecoded,lastPacketReceivedTimestamp,mid,nackCount,pauseCount,pliCount,totalAssemblyTime,totalDecodeTime,totalFreezesDuration,totalInterFrameDelay,totalPausesDuration,totalProcessingDelay,totalSquaredInterFrameDelay,trackIdentifier
IT01V850174487,1776269120748.804,inbound-rtp,CIT01_105_profile-id=0,video,video,850174487,T01,0.001,0,6,0,0,6147,0,270,480,2,2,0,22,2,0,196,0.056403999999999996,2,0.022109999999999998,0.022109999999999998,1,1776269120727.781,0,0,0,0,0.051775999999999996,0.024811,0,0.079,0,0.091176,0.006241,b3e01e82-e417-4391-8108-3b4288d4f8e7
IT01V850174487,1776269120748.804,inbound-rtp,CIT01_105_profile-id=0,video,video,850174487,T01,0.001,0,6,0,0,6147,0,270,480,2,2,0,22,2,0,196,0.056403999999999996,2,0.022109999999999998,0.022109999999999998,1,1776269120727.781,0,0,0,0,0.051775999999999996,0.024811,0,0.079,0,0.091176,0.006241,b3e01e82-e417-4391-8108-3b4288d4f8e7
IT01V850174487,1776269120948.759,inbound-rtp,CIT01_105_profile-id=0,video,video,850174487,T01,0.016,0,11,0,0,10399,0,270,480,3,3,0,10,4,0,356,0.102349,3,0.028102,0.028102,1,1776269120924.349,0,0,0,0,0.094386,0.027719999999999998,0,0.219,0,0.14016299999999998,0.025841000000000003,b3e01e82-e417-4391-8108-3b4288d4f8e7
IT01V850174487,1776269120948.759,inbound-rtp,CIT01_105_profile-id=0,video,video,850174487,T01,0.016,0,11,0,0,10399,0,270,480,3,3,0,10,4,0,356,0.102349,3,0.028102,0.028102,1,1776269120924.349,0,0,0,0,0.094386,0.027719999999999998,0,0.219,0,0.14016299999999998,0.025841000000000003,b3e01e82-e417-4391-8108-3b4288d4f8e7
IT01V850174487,1776269121148.771,inbound-rtp,CIT01_105_profile-id=0,video,video,850174487,T01,0.015,0,13,0,0,11886,0,270,480,5,5,0,10,5,0,420,0.13044,5,0.09999999999999999,0.09999999999999999,1,1776269121058.805,0,0,0,0,0.09446399999999999,0.032535,0,0.406,0,0.173258,0.043870000000000006,b3e01e82-e417-4391-8108-3b4288d4f8e7
IT01V850174487,1776269121148.771,inbound-rtp,CIT01_105_profile-id=0,video,video,850174487,T01,0.015,0,13,0,0,11886,0,270,480,5,5,0,10,5,0,420,0.13044,5,0.09999999999999999,0.09999999999999999,1,1776269121058.805,0,0,0,0,0.09446399999999999,0.032535,0,0.406,0,0.173258,0.043870000000000006,b3e01e82-e417-4391-8108-3b4288d4f8e7
IT01V850174487,1776269121348.673,inbound-rtp,CIT01_105_profile-id=0,video,video,850174487,T01,0.013,0,17,0,0,15003,0,270,480,7,7,0,10,7,0,548,0.130614,7,0.157102,0.157102,1,1776269121325.987,0,0,0,0,0.094542,0.037593,0,0.672,0,0.178772,0.07925600000000001,b3e01e82-e417-4391-8108-3b4288d4f8e7
IT01V850174487,1776269121348.673,inbound-rtp,CIT01_105_profile-id=0,video,video,850174487,T01,0.013,0,17,0,0,15003,0,270,480,7,7,0,10,7,0,548,0.130614,7,0.157102,0.157102,1,1776269121325.987,0,0,0,0,0.094542,0.037593,0,0.672,0,0.178772,0.07925600000000001,b3e01e82-e417-4391-8108-3b4288d4f8e7
IT01V850174487,1776269121548.676,inbound-rtp,CIT01_105_profile-id=0,video,video,850174487,T01,0.012,0,24,0,0,19436,0,270,480,8,13,0,15,13,0,772,0.166743,13,0.33999399999999996,0.33999399999999996,1,1776269121523.35,0,0,0,0,0.09457,0.052416,0,0.875,0,0.230366,0.08665500000000001,b3e01e82-e417-4391-8108-3b4288d4f8e7
IT01V850174487,1776269121548.676,inbound-rtp,CIT01_105_profile-id=0,video,video,850174487,T01,0.012,0,24,0,0,19436,0,270,480,8,13,0,15,13,0,772,0.166743,13,0.33999399999999996,0.33999399999999996,1,1776269121523.35,0,0,0,0,0.09457,0.052416,0,0.875,0,0.230366,0.08665500000000001,b3e01e82-e417-4391-8108-3b4288d4f8e7
IT01V850174487,1776269121748.804,inbound-rtp,CIT01_105_profile-id=0,video,video,850174487,T01,0.009,0,32,0,0,25071,0,270,480,9,18,0,16,19,0,1028,0.177332,19,0.448551,0.448551,1,1776269121745.323,0,0,0,0,0.094599,0.064523,0,1.033,0,0.251146,0.09165100000000002,b3e01e82-e417-4391-8108-3b4288d4f8e7
