id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,bytesSent,packetsSent,active,encodingIndex,firCount,framesEncoded,framesSent,headerBytesSent,hugeFramesSent,keyFramesEncoded,mediaSourceId,mid,nackCount,packetsSentWithEct1,pliCount,qualityLimitationDurations,qualityLimitationReason,qualityLimitationResolutionChanges,retransmittedBytesSent,retransmittedPacketsSent,rid,rtxSsrc,totalEncodeTime,totalEncodedBytesTarget,totalPacketSendDelay
OT01V3095876477,1776271561598.272,outbound-rtp,COT01_98_profile-id=0,video,video,3095876477,T01,0,0,true,1,0,0,0,0,0,0,SV105,0,0,0,0,[object Object],none,0,0,0,r1,137512144,0,0,0
OT01V4169456909,1776271561598.272,outbound-rtp,COT01_98_profile-id=0,video,video,4169456909,T01,0,0,true,2,0,0,0,0,0,0,SV105,0,0,0,0,[object Object],none,0,0,0,r2,3958230078,0,0,0
OT01V725660906,1776271561598.272,outbound-rtp,COT01_98_profile-id=0,video,video,725660906,T01,0,0,true,0,0,0,0,0,0,0,SV105,0,0,0,0,[object Object],none,0,0,0,r0,2786708908,0,0,0
OT01V3095876477,1776271561598.272,outbound-rtp,COT01_98_profile-id=0,video,video,3095876477,T01,0,0,true,1,0,0,0,0,0,0,SV105,0,0,0,0,[object Object],none,0,0,0,r1,137512144,0,0,0
OT01V4169456909,1776271561598.272,outbound-rtp,COT01_98_profile-id=0,video,video,4169456909,T01,0,0,true,2,0,0,0,0,0,0,SV105,0,0,0,0,[object Object],none,0,0,0,r2,3958230078,0,0,0
OT01V725660906,1776271561598.272,outbound-rtp,COT01_98_profile-id=0,video,video,725660906,T01,0,0,true,0,0,0,0,0,0,0,SV105,0,0,0,0,[object Object],none,0,0,0,r0,2786708908,0,0,0
OT01V3095876477,1776271561798.333,outbound-rtp,COT01_98_profile-id=0,video,video,3095876477,T01,0,0,true,1,0,0,0,0,0,0,SV105,0,0,0,0,[object Object],bandwidth,0,0,0,r1,137512144,0,0,0
OT01V4169456909,1776271561798.333,outbound-rtp,COT01_98_profile-id=0,video,video,4169456909,T01,0,1,true,2,0,0,0,283,0,0,SV105,0,0,0,0,[object Object],bandwidth,0,0,0,r2,3958230078,0,0,0
OT01V725660906,1776271561798.333,outbound-rtp,COT01_98_profile-id=0,video,video,725660906,T01,8566,10,true,0,0,3,3,547,1,1,SV105,0,0,0,0,[object Object],bandwidth,0,0,0,r0,2786708908,0.165,0,0.112574
OT01V3095876477,1776271561798.333,outbound-rtp,COT01_98_profile-id=0,video,video,3095876477,T01,0,0,true,1,0,0,0,0,0,0,SV105,0,0,0,0,[object Object],bandwidth,0,0,0,r1,137512144,0,0,0
OT01V4169456909,1776271561798.333,outbound-rtp,COT01_98_profile-id=0,video,video,4169456909,T01,0,1,true,2,0,0,0,283,0,0,SV105,0,0,0,0,[object Object],bandwidth,0,0,0,r2,3958230078,0,0,0
OT01V725660906,1776271561798.333,outbound-rtp,COT01_98_profile-id=0,video,video,725660906,T01,8566,10,true,0,0,3,3,547,1,1,SV105,0,0,0,0,[object Object],bandwidth,0,0,0,r0,2786708908,0.165,0,0.112574
OT01V3095876477,1776271561998.39,outbound-rtp,COT01_98_profile-id=0,video,video,3095876477,T01,0,0,true,1,0,0,0,0,0,0,SV105,0,0,0,0,[object Object],bandwidth,0,0,0,r1,137512144,0,0,0
OT01V4169456909,1776271561998.39,outbound-rtp,COT01_98_profile-id=0,video,video,4169456909,T01,0,1,true,2,0,0,0,283,0,0,SV105,0,0,0,0,[object Object],bandwidth,0,0,0,r2,3958230078,0,0,0
OT01V725660906,1776271561998.39,outbound-rtp,COT01_98_profile-id=0,video,video,725660906,T01,12215,15,true,0,0,9,9,687,1,1,SV105,0,0,0,0,[object Object],bandwidth,0,0,0,r0,2786708908,0.306,0,0.46791499999999997
OT01V3095876477,1776271561998.39,outbound-rtp,COT01_98_profile-id=0,video,video,3095876477,T01,0,0,true,1,0,0,0,0,0,0,SV105,0,0,0,0,[object Object],bandwidth,0,0,0,r1,137512144,0,0,0
OT01V4169456909,1776271561998.39,outbound-rtp,COT01_98_profile-id=0,video,video,4169456909,T01,0,1,true,2,0,0,0,283,0,0,SV105,0,0,0,0,[object Object],bandwidth,0,0,0,r2,3958230078,0,0,0
OT01V725660906,1776271561998.39,outbound-rtp,COT01_98_profile-id=0,video,video,725660906,T01,12215,15,true,0,0,9,9,687,1,1,SV105,0,0,0,0,[object Object],bandwidth,0,0,0,r0,2786708908,0.306,0,0.46791499999999997
