

id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,jitter,packetsLost,packetsReceived,packetsReceivedWithCe,packetsReceivedWithEct1,bytesReceived,firCount,framesAssembledFromMultiplePackets,framesDecoded,framesDropped,framesReceived,freezeCount,headerBytesReceived,jitterBufferDelay,jitterBufferEmittedCount,jitterBufferMinimumDelay,jitterBufferTargetDelay,keyFramesDecoded,lastPacketReceivedTimestamp,mid,nackCount,pauseCount,pliCount,rtxSsrc,totalAssemblyTime,totalDecodeTime,totalFreezesDuration,totalInterFrameDelay,totalPausesDuration,totalProcessingDelay,totalSquaredInterFrameDelay,trackIdentifier,frameHeight
IT01V379118823,1776276177633.194,inbound-rtp,CIT01_105_profile-id=0,video,video,379118823,T01,0,0,5,0,0,5225,0,0,0,0,1,0,164,0.108702,1,0.011073,0.011073,1,1776276177610.965,0,0,0,0,379118824,0,0,0,0,0,0,0,3029e8db-6d7c-425f-9584-785009544b1e,1
IT01V379118823,1776276177633.194,inbound-rtp,CIT01_105_profile-id=0,video,video,379118823,T01,0,0,5,0,0,5225,0,0,0,0,1,0,164,0.108702,1,0.011073,0.011073,1,1776276177610.965,0,0,0,0,379118824,0,0,0,0,0,0,0,3029e8db-6d7c-425f-9584-785009544b1e,1
IT01V379118823,1776276177833.393,inbound-rtp,CIT01_105_profile-id=0,video,video,379118823,T01,0.016,0,9,0,0,9383,0,3,3,0,3,0,292,0.23263099999999998,3,0.030455999999999997,0.030455999999999997,1,1776276177820.904,0,0,0,0,379118824,0.225995,0.020218,0,0.191,0,0.266335,0.019981,3029e8db-6d7c-425f-9584-785009544b1e,270
IT01V379118823,1776276177833.393,inbound-rtp,CIT01_105_profile-id=0,video,video,379118823,T01,0.016,0,9,0,0,9383,0,3,3,0,3,0,292,0.23263099999999998,3,0.030455999999999997,0.030455999999999997,1,1776276177820.904,0,0,0,0,379118824,0.225995,0.020218,0,0.191,0,0.266335,0.019981,3029e8db-6d7c-425f-9584-785009544b1e,270
IT01V379118823,1776276178033.236,inbound-rtp,CIT01_105_profile-id=0,video,video,379118823,T01,0.024,0,13,0,0,12449,0,5,5,0,5,0,420,0.30200499999999997,5,0.095555,0.095555,1,1776276177965.7761,0,0,0,0,379118824,0.272798,0.024846999999999998,0,0.331,0,0.34057099999999996,0.029908999999999998,3029e8db-6d7c-425f-9584-785009544b1e,270
IT01V379118823,1776276178033.236,inbound-rtp,CIT01_105_profile-id=0,video,video,379118823,T01,0.024,0,13,0,0,12449,0,5,5,0,5,0,420,0.30200499999999997,5,0.095555,0.095555,1,1776276177965.7761,0,0,0,0,379118824,0.272798,0.024846999999999998,0,0.331,0,0.34057099999999996,0.029908999999999998,3029e8db-6d7c-425f-9584-785009544b1e,270
IT01V379118823,1776276178233.23,inbound-rtp,CIT01_105_profile-id=0,video,video,379118823,T01,0.025,0,17,0,0,15406,0,7,7,0,7,0,548,0.302132,7,0.14424599999999999,0.14424599999999999,1,1776276178177.736,0,0,0,0,379118824,0.272855,0.029467,0,0.542,0,0.345586,0.05265,3029e8db-6d7c-425f-9584-785009544b1e,270
IT01V379118823,1776276178233.23,inbound-rtp,CIT01_105_profile-id=0,video,video,379118823,T01,0.025,0,17,0,0,15406,0,7,7,0,7,0,548,0.302132,7,0.14424599999999999,0.14424599999999999,1,1776276178177.736,0,0,0,0,379118824,0.272855,0.029467,0,0.542,0,0.345586,0.05265,3029e8db-6d7c-425f-9584-785009544b1e,270
IT01V379118823,1776276178433.23,inbound-rtp,CIT01_105_profile-id=0,video,video,379118823,T01,0.019,0,23,0,0,18983,0,8,11,1,11,0,740,0.31573799999999996,11,0.290649,0.290649,1,1776276178417.118,0,0,0,0,379118824,0.272882,0.039376999999999995,0,0.785,0,0.369564,0.07688500000000001,3029e8db-6d7c-425f-9584-785009544b1e,270
IT01V379118823,1776276178433.23,inbound-rtp,CIT01_105_profile-id=0,video,video,379118823,T01,0.019,0,23,0,0,18983,0,8,11,1,11,0,740,0.31573799999999996,11,0.290649,0.290649,1,1776276178417.118,0,0,0,0,379118824,0.272882,0.039376999999999995,0,0.785,0,0.369564,0.07688500000000001,3029e8db-6d7c-425f-9584-785009544b1e,270
IT01V379118823,1776276178633.144,inbound-rtp,CIT01_105_profile-id=0,video,video,379118823,T01,0.014,0,31,0,0,24280,0,10,17,1,17,0,996,0.316093,17,0.45896,0.45896,1,1776276178630.386,0,0,0,0,379118824,0.27293999999999996,0.053106,0,0.995,0,0.384436,0.08436500000000001,3029e8db-6d7c-425f-9584-785009544b1e,270
