

id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,jitter,packetsLost,packetsReceived,packetsReceivedWithCe,packetsReceivedWithEct1,bytesReceived,firCount,frameHeight,frameWidth,framesAssembledFromMultiplePackets,framesDecoded,framesDropped,framesReceived,freezeCount,headerBytesReceived,jitterBufferDelay,jitterBufferEmittedCount,jitterBufferMinimumDelay,jitterBufferTargetDelay,keyFramesDecoded,lastPacketReceivedTimestamp,mid,nackCount,pauseCount,pliCount,rtxSsrc,totalAssemblyTime,totalDecodeTime,totalFreezesDuration,totalInterFrameDelay,totalPausesDuration,totalProcessingDelay,totalSquaredInterFrameDelay,trackIdentifier
IT01V766277823,1776270157309.792,inbound-rtp,CIT01_105_profile-id=0,video,video,766277823,T01,0,0,8,0,0,8525,0,270,480,1,1,0,1,0,260,0.05647,1,0.011124,0.011124,1,1776270157200.674,0,0,0,0,766277824,0.056412,0.016294,0,0,0,0.083975,0,81d129a0-4e71-4f16-be2b-c5729a5fa249
IT01V766277823,1776270157309.792,inbound-rtp,CIT01_105_profile-id=0,video,video,766277823,T01,0,0,8,0,0,8525,0,270,480,1,1,0,1,0,260,0.05647,1,0.011124,0.011124,1,1776270157200.674,0,0,0,0,766277824,0.056412,0.016294,0,0,0,0.083975,0,81d129a0-4e71-4f16-be2b-c5729a5fa249
IT01V766277823,1776270157509.727,inbound-rtp,CIT01_105_profile-id=0,video,video,766277823,T01,0.008,0,13,0,0,13581,0,270,480,2,2,0,2,0,424,0.064262,2,0.022248,0.022248,2,1776270157333.891,0,0,0,0,766277824,0.056505,0.01937,0,0.117,0,0.09497399999999999,0.013689000000000002,81d129a0-4e71-4f16-be2b-c5729a5fa249
IT01V766277823,1776270157509.727,inbound-rtp,CIT01_105_profile-id=0,video,video,766277823,T01,0.008,0,13,0,0,13581,0,270,480,2,2,0,2,0,424,0.064262,2,0.022248,0.022248,2,1776270157333.891,0,0,0,0,766277824,0.056505,0.01937,0,0.117,0,0.09497399999999999,0.013689000000000002,81d129a0-4e71-4f16-be2b-c5729a5fa249
IT01V766277823,1776270157709.718,inbound-rtp,CIT01_105_profile-id=0,video,video,766277823,T01,0.008,0,15,0,0,15743,0,270,480,3,3,0,3,0,488,0.064328,3,0.022248,0.022248,2,1776270157618.0352,0,0,0,0,766277824,0.056533999999999994,0.021803,0,0.393,0,0.09759899999999999,0.08986500000000001,81d129a0-4e71-4f16-be2b-c5729a5fa249
IT01V766277823,1776270157709.718,inbound-rtp,CIT01_105_profile-id=0,video,video,766277823,T01,0.008,0,15,0,0,15743,0,270,480,3,3,0,3,0,488,0.064328,3,0.022248,0.022248,2,1776270157618.0352,0,0,0,0,766277824,0.056533999999999994,0.021803,0,0.393,0,0.09759899999999999,0.08986500000000001,81d129a0-4e71-4f16-be2b-c5729a5fa249
IT01V766277823,1776270157909.702,inbound-rtp,CIT01_105_profile-id=0,video,video,766277823,T01,0.008,0,17,0,0,17979,0,270,480,4,4,0,4,0,552,0.064414,4,0.022248,0.022248,2,1776270157892.205,0,0,0,0,766277824,0.056561,0.024744,0,0.667,0,0.100743,0.16494100000000003,81d129a0-4e71-4f16-be2b-c5729a5fa249
IT01V766277823,1776270157909.702,inbound-rtp,CIT01_105_profile-id=0,video,video,766277823,T01,0.008,0,17,0,0,17979,0,270,480,4,4,0,4,0,552,0.064414,4,0.022248,0.022248,2,1776270157892.205,0,0,0,0,766277824,0.056561,0.024744,0,0.667,0,0.100743,0.16494100000000003,81d129a0-4e71-4f16-be2b-c5729a5fa249
IT01V766277823,1776270158109.701,inbound-rtp,CIT01_105_profile-id=0,video,video,766277823,T01,0.009,0,19,0,0,19351,0,270,480,5,5,0,5,0,616,0.064522,5,0.022248,0.022248,2,1776270158009.874,0,0,0,0,766277824,0.056611999999999996,0.027080999999999997,0,0.784,0,0.10332,0.17863000000000004,81d129a0-4e71-4f16-be2b-c5729a5fa249
IT01V766277823,1776270158109.701,inbound-rtp,CIT01_105_profile-id=0,video,video,766277823,T01,0.009,0,19,0,0,19351,0,270,480,5,5,0,5,0,616,0.064522,5,0.022248,0.022248,2,1776270158009.874,0,0,0,0,766277824,0.056611999999999996,0.027080999999999997,0,0.784,0,0.10332,0.17863000000000004,81d129a0-4e71-4f16-be2b-c5729a5fa249
IT01V766277823,1776270158309.75,inbound-rtp,CIT01_105_profile-id=0,video,video,766277823,T01,0.008,0,52,0,0,52232,0,540,960,7,10,0,10,0,1680,0.075477,10,0.043924,0.043924,3,1776270158277.5781,0,0,0,0,766277824,0.056755,0.067607,0,1.061,0,0.155504,0.20231500000000002,81d129a0-4e71-4f16-be2b-c5729a5fa249
IT01V766277823,1776270158309.75,inbound-rtp,CIT01_105_profile-id=0,video,video,766277823,T01,0.008,0,52,0,0,52232,0,540,960,7,10,0,10,0,1680,0.075477,10,0.043924,0.043924,3,1776270158277.5781,0,0,0,0,766277824,0.056755,0.067607,0,1.061,0,0.155504,0.20231500000000002,81d129a0-4e71-4f16-be2b-c5729a5fa249
IT01V766277823,1776270158509.716,inbound-rtp,CIT01_105_profile-id=0,video,video,766277823,T01,0.009,0,81,0,0,79916,0,540,960,10,16,0,16,0,2608,0.099117,16,0.123999,0.123999,3,1776270158493.736,0,0,0,0,766277824,0.056919,0.116354,0,1.273,0,0.228512,0.21087100000000003,81d129a0-4e71-4f16-be2b-c5729a5fa249
