

id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,jitter,packetsLost,packetsReceived,packetsReceivedWithCe,packetsReceivedWithEct1,bytesReceived,firCount,frameHeight,frameWidth,framesAssembledFromMultiplePackets,framesDecoded,framesDropped,framesPerSecond,framesReceived,freezeCount,headerBytesReceived,jitterBufferDelay,jitterBufferEmittedCount,jitterBufferMinimumDelay,jitterBufferTargetDelay,keyFramesDecoded,lastPacketReceivedTimestamp,mid,nackCount,pauseCount,pliCount,rtxSsrc,totalAssemblyTime,totalDecodeTime,totalFreezesDuration,totalInterFrameDelay,totalPausesDuration,totalProcessingDelay,totalSquaredInterFrameDelay,trackIdentifier
IT01V740812986,1776270056983.898,inbound-rtp,CIT01_105_profile-id=0,video,video,740812986,T01,0.004,0,10,0,0,9977,0,270,480,2,2,0,20,2,0,324,0.056880999999999994,2,0.022244999999999997,0.022244999999999997,1,1776270056946.3801,0,0,0,0,740812987,0.052272,0.024850999999999998,0,0.068,0,0.094957,0.0046240000000000005,474101e1-6ce9-45ea-b523-c2b1b08b8a56
IT01V740812986,1776270056983.898,inbound-rtp,CIT01_105_profile-id=0,video,video,740812986,T01,0.004,0,10,0,0,9977,0,270,480,2,2,0,20,2,0,324,0.056880999999999994,2,0.022244999999999997,0.022244999999999997,1,1776270056946.3801,0,0,0,0,740812987,0.052272,0.024850999999999998,0,0.068,0,0.094957,0.0046240000000000005,474101e1-6ce9-45ea-b523-c2b1b08b8a56
IT01V740812986,1776270057183.824,inbound-rtp,CIT01_105_profile-id=0,video,video,740812986,T01,0.004,0,21,0,0,21363,0,270,480,4,4,0,13,4,0,684,0.065898,4,0.044259,0.044259,3,1776270057111.521,0,0,0,0,740812987,0.052508,0.03007,0,0.227,0,0.10943599999999999,0.017877,474101e1-6ce9-45ea-b523-c2b1b08b8a56
IT01V740812986,1776270057183.824,inbound-rtp,CIT01_105_profile-id=0,video,video,740812986,T01,0.004,0,21,0,0,21363,0,270,480,4,4,0,13,4,0,684,0.065898,4,0.044259,0.044259,3,1776270057111.521,0,0,0,0,740812987,0.052508,0.03007,0,0.227,0,0.10943599999999999,0.017877,474101e1-6ce9-45ea-b523-c2b1b08b8a56
IT01V740812986,1776270057383.772,inbound-rtp,CIT01_105_profile-id=0,video,video,740812986,T01,0.004,0,21,0,0,21363,0,270,480,4,4,0,8,4,0,684,0.065898,4,0.044259,0.044259,3,1776270057111.521,0,0,0,0,740812987,0.052508,0.03007,0,0.227,0,0.10943599999999999,0.017877,474101e1-6ce9-45ea-b523-c2b1b08b8a56
IT01V740812986,1776270057383.772,inbound-rtp,CIT01_105_profile-id=0,video,video,740812986,T01,0.004,0,21,0,0,21363,0,270,480,4,4,0,8,4,0,684,0.065898,4,0.044259,0.044259,3,1776270057111.521,0,0,0,0,740812987,0.052508,0.03007,0,0.227,0,0.10943599999999999,0.017877,474101e1-6ce9-45ea-b523-c2b1b08b8a56
IT01V740812986,1776270057583.753,inbound-rtp,CIT01_105_profile-id=0,video,video,740812986,T01,0.004,0,21,0,0,21363,0,270,480,4,4,0,6,4,0,684,0.065898,4,0.044259,0.044259,3,1776270057111.521,0,0,0,0,740812987,0.052508,0.03007,0,0.227,0,0.10943599999999999,0.017877,474101e1-6ce9-45ea-b523-c2b1b08b8a56
IT01V740812986,1776270057583.753,inbound-rtp,CIT01_105_profile-id=0,video,video,740812986,T01,0.004,0,21,0,0,21363,0,270,480,4,4,0,6,4,0,684,0.065898,4,0.044259,0.044259,3,1776270057111.521,0,0,0,0,740812987,0.052508,0.03007,0,0.227,0,0.10943599999999999,0.017877,474101e1-6ce9-45ea-b523-c2b1b08b8a56
IT01V740812986,1776270057783.778,inbound-rtp,CIT01_105_profile-id=0,video,video,740812986,T01,0.006,0,24,0,0,24339,0,270,480,5,5,0,6,5,0,780,0.066006,5,0.044259,0.044259,3,1776270057613.8591,0,0,0,0,740812987,0.052554,0.032477,0,0.729,0,0.112076,0.269881,474101e1-6ce9-45ea-b523-c2b1b08b8a56
IT01V740812986,1776270057783.778,inbound-rtp,CIT01_105_profile-id=0,video,video,740812986,T01,0.006,0,24,0,0,24339,0,270,480,5,5,0,6,5,0,780,0.066006,5,0.044259,0.044259,3,1776270057613.8591,0,0,0,0,740812987,0.052554,0.032477,0,0.729,0,0.112076,0.269881,474101e1-6ce9-45ea-b523-c2b1b08b8a56
IT01V740812986,1776270057983.851,inbound-rtp,CIT01_105_profile-id=0,video,video,740812986,T01,0.008,0,50,0,0,49059,0,540,960,7,10,0,8,10,0,1620,0.081402,10,0.111702,0.111702,4,1776270057950.5151,0,0,0,0,740812987,0.052656999999999995,0.066004,0,1.072,0,0.16163,0.31499599999999994,474101e1-6ce9-45ea-b523-c2b1b08b8a56
IT01V740812986,1776270057983.851,inbound-rtp,CIT01_105_profile-id=0,video,video,740812986,T01,0.008,0,50,0,0,49059,0,540,960,7,10,0,8,10,0,1620,0.081402,10,0.111702,0.111702,4,1776270057950.5151,0,0,0,0,740812987,0.052656999999999995,0.066004,0,1.072,0,0.16163,0.31499599999999994,474101e1-6ce9-45ea-b523-c2b1b08b8a56
IT01V740812986,1776270058183.816,inbound-rtp,CIT01_105_profile-id=0,video,video,740812986,T01,0.008,0,81,0,0,78879,0,540,960,10,16,0,12,16,0,2612,0.11516,16,0.32970299999999997,0.32970299999999997,4,1776270058179.387,0,0,0,0,740812987,0.053874,0.125702,0,1.275,0,0.255712,0.3223049999999999,474101e1-6ce9-45ea-b523-c2b1b08b8a56
IT01V740812986,1776270058183.816,inbound-rtp,CIT01_105_profile-id=0,video,video,740812986,T01,0.008,0,81,0,0,78879,0,540,960,10,16,0,12,16,0,2612,0.11516,16,0.32970299999999997,0.32970299999999997,4,1776270058179.387,0,0,0,0,740812987,0.053874,0.125702,0,1.275,0,0.255712,0.3223049999999999,474101e1-6ce9-45ea-b523-c2b1b08b8a56
IT01V740812986,1776270058383.746,inbound-rtp,CIT01_105_profile-id=0,video,video,740812986,T01,0.007,0,100,0,0,94763,0,540,960,11,20,3,16,21,0,3220,0.16203399999999998,20,0.445685,0.445685,4,1776270058377.165,0,0,0,0,740812987,0.054025,0.15443199999999999,0,1.476,0,0.331694,0.33717599999999986,474101e1-6ce9-45ea-b523-c2b1b08b8a56
IT01V740812986,1776270058383.746,inbound-rtp,CIT01_105_profile-id=0,video,video,740812986,T01,0.007,0,100,0,0,94763,0,540,960,11,20,3,16,21,0,3220,0.16203399999999998,20,0.445685,0.445685,4,1776270058377.165,0,0,0,0,740812987,0.054025,0.15443199999999999,0,1.476,0,0.331694,0.33717599999999986,474101e1-6ce9-45ea-b523-c2b1b08b8a56
IT01V740812986,1776270058583.795,inbound-rtp,CIT01_105_profile-id=0,video,video,740812986,T01,0.006,0,127,0,0,117424,0,540,960,13,26,3,22,28,0,4084,0.21876299999999999,26,0.575348,0.575348,4,1776270058579.07,0,0,0,0,740812987,0.054129,0.205833,0,1.68,0,0.440361,0.34453599999999984,474101e1-6ce9-45ea-b523-c2b1b08b8a56
