

id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,jitter,packetsLost,packetsReceived,packetsReceivedWithCe,packetsReceivedWithEct1,bytesReceived,firCount,frameHeight,frameWidth,framesAssembledFromMultiplePackets,framesDecoded,framesDropped,framesReceived,freezeCount,headerBytesReceived,jitterBufferDelay,jitterBufferEmittedCount,jitterBufferMinimumDelay,jitterBufferTargetDelay,keyFramesDecoded,lastPacketReceivedTimestamp,mid,nackCount,pauseCount,pliCount,totalAssemblyTime,totalDecodeTime,totalFreezesDuration,totalInterFrameDelay,totalPausesDuration,totalProcessingDelay,totalSquaredInterFrameDelay,trackIdentifier
IT01V513901262,1776279889572.528,inbound-rtp,CIT01_105_profile-id=0,video,video,513901262,T01,0,0,6,0,0,5928,0,270,480,1,1,0,1,0,196,0.042211,1,0.011084,0.011084,1,1776279889435.2852,0,0,0,0,0.04219,0.004641999999999999,0,0,0,0.049697,0,0f68ece4-47f9-462f-bcf0-647392bb6678
IT01V513901262,1776279889572.528,inbound-rtp,CIT01_105_profile-id=0,video,video,513901262,T01,0,0,6,0,0,5928,0,270,480,1,1,0,1,0,196,0.042211,1,0.011084,0.011084,1,1776279889435.2852,0,0,0,0,0.04219,0.004641999999999999,0,0,0,0.049697,0,0f68ece4-47f9-462f-bcf0-647392bb6678
IT01V513901262,1776279889772.468,inbound-rtp,CIT01_105_profile-id=0,video,video,513901262,T01,0.005,0,9,0,0,8808,0,270,480,2,2,0,2,0,292,0.044072,2,0.022167,0.022167,1,1776279889719.36,0,0,0,0,0.042223,0.008106,0,0.23,0,0.055139999999999995,0.0529,0f68ece4-47f9-462f-bcf0-647392bb6678
IT01V513901262,1776279889772.468,inbound-rtp,CIT01_105_profile-id=0,video,video,513901262,T01,0.005,0,9,0,0,8808,0,270,480,2,2,0,2,0,292,0.044072,2,0.022167,0.022167,1,1776279889719.36,0,0,0,0,0.042223,0.008106,0,0.23,0,0.055139999999999995,0.0529,0f68ece4-47f9-462f-bcf0-647392bb6678
IT01V513901262,1776279889972.443,inbound-rtp,CIT01_105_profile-id=0,video,video,513901262,T01,0.009,0,12,0,0,11271,0,270,480,4,4,0,4,0,388,0.175365,4,0.039111,0.039111,1,1776279889884.87,0,0,0,0,0.152268,0.013488,0,0.448,0,0.19205899999999998,0.077174,0f68ece4-47f9-462f-bcf0-647392bb6678
IT01V513901262,1776279889972.443,inbound-rtp,CIT01_105_profile-id=0,video,video,513901262,T01,0.009,0,12,0,0,11271,0,270,480,4,4,0,4,0,388,0.175365,4,0.039111,0.039111,1,1776279889884.87,0,0,0,0,0.152268,0.013488,0,0.448,0,0.19205899999999998,0.077174,0f68ece4-47f9-462f-bcf0-647392bb6678
IT01V513901262,1776279890172.451,inbound-rtp,CIT01_105_profile-id=0,video,video,513901262,T01,0.011,0,16,0,0,14238,0,270,480,6,6,0,6,0,516,0.20285899999999998,6,0.056179,0.056179,1,1776279890135.732,0,0,0,0,0.152323,0.018401,0,0.698,0,0.22472,0.108936,0f68ece4-47f9-462f-bcf0-647392bb6678
IT01V513901262,1776279890172.451,inbound-rtp,CIT01_105_profile-id=0,video,video,513901262,T01,0.011,0,16,0,0,14238,0,270,480,6,6,0,6,0,516,0.20285899999999998,6,0.056179,0.056179,1,1776279890135.732,0,0,0,0,0.152323,0.018401,0,0.698,0,0.22472,0.108936,0f68ece4-47f9-462f-bcf0-647392bb6678
IT01V513901262,1776279890372.445,inbound-rtp,CIT01_105_profile-id=0,video,video,513901262,T01,0.011,0,18,0,0,15789,0,270,480,7,7,0,7,0,580,0.202924,7,0.064538,0.064538,1,1776279890261.92,0,0,0,0,0.152352,0.020735,0,0.821,0,0.22727599999999998,0.12406500000000001,0f68ece4-47f9-462f-bcf0-647392bb6678
IT01V513901262,1776279890372.445,inbound-rtp,CIT01_105_profile-id=0,video,video,513901262,T01,0.011,0,18,0,0,15789,0,270,480,7,7,0,7,0,580,0.202924,7,0.064538,0.064538,1,1776279890261.92,0,0,0,0,0.152352,0.020735,0,0.821,0,0.22727599999999998,0.12406500000000001,0f68ece4-47f9-462f-bcf0-647392bb6678
