id,timestamp,type,codecId,kind,mediaType,ssrc,transportId,bytesSent,packetsSent,active,encodingIndex,firCount,framesEncoded,framesSent,headerBytesSent,hugeFramesSent,keyFramesEncoded,mediaSourceId,mid,nackCount,packetsSentWithEct1,pliCount,qualityLimitationDurations,qualityLimitationReason,qualityLimitationResolutionChanges,retransmittedBytesSent,retransmittedPacketsSent,rtxSsrc,totalEncodeTime,totalEncodedBytesTarget,totalPacketSendDelay
OT01V3992295739,1776279755538.774,outbound-rtp,COT01_98_profile-id=0,video,video,3992295739,T01,0,0,true,0,0,0,0,0,0,0,SV350,0,0,0,0,[object Object],none,0,0,0,384436581,0,0,0
OT01V3992295739,1776279755538.774,outbound-rtp,COT01_98_profile-id=0,video,video,3992295739,T01,0,0,true,0,0,0,0,0,0,0,SV350,0,0,0,0,[object Object],none,0,0,0,384436581,0,0,0
OT01V3992295739,1776279755738.764,outbound-rtp,COT01_98_profile-id=0,video,video,3992295739,T01,8844,12,true,0,0,4,4,1101,1,1,SV350,0,0,0,0,[object Object],bandwidth,0,0,0,384436581,0.16,0,0.240416
OT01V3992295739,1776279755738.764,outbound-rtp,COT01_98_profile-id=0,video,video,3992295739,T01,8844,12,true,0,0,4,4,1101,1,1,SV350,0,0,0,0,[object Object],bandwidth,0,0,0,384436581,0.16,0,0.240416
OT01V3992295739,1776279755938.749,outbound-rtp,COT01_98_profile-id=0,video,video,3992295739,T01,71010,75,true,0,0,18,18,3375,5,6,SV350,0,0,0,0,[object Object],none,2,0,0,384436581,0.437,0,0.84688
OT01V3992295739,1776279755938.749,outbound-rtp,COT01_98_profile-id=0,video,video,3992295739,T01,71010,75,true,0,0,18,18,3375,5,6,SV350,0,0,0,0,[object Object],none,2,0,0,384436581,0.437,0,0.84688
OT01V3992295739,1776279756138.809,outbound-rtp,COT01_98_profile-id=0,video,video,3992295739,T01,211331,204,true,0,0,32,32,6923,5,6,SV350,0,0,0,0,[object Object],none,2,0,0,384436581,0.734,0,3.012603
OT01V3992295739,1776279756138.809,outbound-rtp,COT01_98_profile-id=0,video,video,3992295739,T01,211331,204,true,0,0,32,32,6923,5,6,SV350,0,0,0,0,[object Object],none,2,0,0,384436581,0.734,0,3.012603
OT01V3992295739,1776279756338.762,outbound-rtp,COT01_98_profile-id=0,video,video,3992295739,T01,265209,256,true,0,0,46,46,8171,5,6,SV350,0,0,0,0,[object Object],none,2,0,0,384436581,0.964,0,3.012644
OT01V3992295739,1776279756338.762,outbound-rtp,COT01_98_profile-id=0,video,video,3992295739,T01,265209,256,true,0,0,46,46,8171,5,6,SV350,0,0,0,0,[object Object],none,2,0,0,384436581,0.964,0,3.012644
OT01V3992295739,1776279756538.819,outbound-rtp,COT01_98_profile-id=0,video,video,3992295739,T01,328893,317,true,0,0,61,61,9635,5,6,SV350,0,0,0,0,[object Object],none,2,0,0,384436581,1.272,0,3.0126969999999997
OT01V3992295739,1776279756538.819,outbound-rtp,COT01_98_profile-id=0,video,video,3992295739,T01,328893,317,true,0,0,61,61,9635,5,6,SV350,0,0,0,0,[object Object],none,2,0,0,384436581,1.272,0,3.0126969999999997
OT01V3992295739,1776279756738.779,outbound-rtp,COT01_98_profile-id=0,video,video,3992295739,T01,405107,389,true,0,0,73,73,11375,7,9,SV350,0,0,0,1,[object Object],none,2,0,0,384436581,1.513,0,3.1553069999999996
OT01V3992295739,1776279756738.779,outbound-rtp,COT01_98_profile-id=0,video,video,3992295739,T01,405107,389,true,0,0,73,73,11375,7,9,SV350,0,0,0,1,[object Object],none,2,0,0,384436581,1.513,0,3.1553069999999996
OT01V3992295739,1776279756938.792,outbound-rtp,COT01_98_profile-id=0,video,video,3992295739,T01,463946,444,true,0,0,84,84,12695,8,9,SV350,0,0,0,1,[object Object],none,2,0,0,384436581,1.744,0,3.155369
OT01V3992295739,1776279756938.792,outbound-rtp,COT01_98_profile-id=0,video,video,3992295739,T01,463946,444,true,0,0,84,84,12695,8,9,SV350,0,0,0,1,[object Object],none,2,0,0,384436581,1.744,0,3.155369
OT01V3992295739,1776279757138.776,outbound-rtp,COT01_98_profile-id=0,video,video,3992295739,T01,493915,474,true,0,0,95,95,13415,8,9,SV350,0,0,0,1,[object Object],none,2,0,0,384436581,1.958,0,3.1553899999999997
OT01V3992295739,1776279757138.776,outbound-rtp,COT01_98_profile-id=0,video,video,3992295739,T01,493915,474,true,0,0,95,95,13415,8,9,SV350,0,0,0,1,[object Object],none,2,0,0,384436581,1.958,0,3.1553899999999997
OT01V3992295739,1776279757338.786,outbound-rtp,COT01_98_profile-id=0,video,video,3992295739,T01,539090,518,true,0,0,106,106,14471,9,9,SV350,0,0,0,1,[object Object],none,2,0,0,384436581,2.142,0,3.1554349999999998
